ocr_id,document_id,survey_extracted,owner_extracted_confidence,survey_confidence,language_detected,verification_required
OCR-022076,DOC-022076,4209,0.883,0.8,Tamil,No
OCR-022077,DOC-022077,7148,0.772,0.968,Tamil,No
OCR-022078,DOC-022078,3359,0.99,0.88,Tamil-English,No
OCR-022079,DOC-022079,4886,0.947,0.901,Tamil-English,Yes
OCR-022080,DOC-022080,5908,0.775,0.89,Tamil-English,No
OCR-022081,DOC-022081,5165,0.895,0.872,Tamil-English,No
OCR-022082,DOC-022082,336,0.99,0.967,Tamil-English,No
OCR-022083,DOC-022083,14,0.99,0.903,Tamil,No
OCR-022084,DOC-022084,2873,0.711,0.759,Tamil,No
OCR-022085,DOC-022085,1221,0.981,0.958,English,No
OCR-022086,DOC-022086,7145,0.788,0.939,Tamil,No
OCR-022087,DOC-022087,7199,0.841,0.99,English,No
OCR-022088,DOC-022088,1016,0.84,0.968,Tamil,No
OCR-022089,DOC-022089,171,0.774,0.783,Tamil-English,Yes
OCR-022090,DOC-022090,5211,0.718,0.846,Tamil,Yes
OCR-022091,DOC-022091,2567,0.896,0.99,Tamil,No
OCR-022092,DOC-022092,8129,0.879,0.904,Tamil-English,No
OCR-022093,DOC-022093,6767,0.859,0.842,Tamil-English,No
OCR-022094,DOC-022094,6605,0.859,0.926,Tamil-English,No
OCR-022095,DOC-022095,1704,0.99,0.895,Tamil,Yes
OCR-022096,DOC-022096,7178,0.882,0.916,Tamil,No
OCR-022097,DOC-022097,8791,0.905,0.99,Tamil,No
OCR-022098,DOC-022098,6848,0.81,0.898,Tamil,No
OCR-022099,DOC-022099,6270,0.82,0.872,Tamil,No
OCR-022100,DOC-022100,7360,0.946,0.99,Tamil,No
OCR-022101,DOC-022101,6352,0.908,0.933,English,Yes
OCR-022102,DOC-022102,3324,0.931,0.898,Tamil,Yes
OCR-022103,DOC-022103,6380,0.796,0.977,Tamil-English,No
OCR-022104,DOC-022104,2035,0.883,0.96,English,No
OCR-022105,DOC-022105,2697,0.885,0.965,Tamil-English,No
OCR-022106,DOC-022106,411,0.979,0.918,Tamil,Yes
OCR-022107,DOC-022107,6749,0.853,0.878,Tamil,No
OCR-022108,DOC-022108,6179,0.904,0.881,Tamil-English,No
OCR-022109,DOC-022109,8907,0.972,0.894,Tamil,No
OCR-022110,DOC-022110,109,0.907,0.971,Tamil,No
OCR-022111,DOC-022111,1046,0.849,0.899,Tamil-English,No
OCR-022112,DOC-022112,1076,0.914,0.99,Tamil-English,No
OCR-022113,DOC-022113,634,0.844,0.892,Tamil,Yes
OCR-022114,DOC-022114,7623,0.826,0.937,Tamil,No
OCR-022115,DOC-022115,8606,0.874,0.804,Tamil,No
OCR-022116,DOC-022116,6623,0.99,0.854,Tamil,No
OCR-022117,DOC-022117,1889,0.928,0.742,Tamil-English,Yes
OCR-022118,DOC-022118,5058,0.94,0.898,Tamil,No
OCR-022119,DOC-022119,4457,0.969,0.892,Tamil,No
OCR-022120,DOC-022120,506,0.871,0.726,Tamil,No
OCR-022121,DOC-022121,4699,0.937,0.807,Tamil,No
OCR-022122,DOC-022122,963,0.883,0.89,Tamil,No
OCR-022123,DOC-022123,5574,0.791,0.856,Tamil,No
OCR-022124,DOC-022124,3014,0.715,0.86,Tamil,No
OCR-022125,DOC-022125,42,0.854,0.882,Tamil,No
OCR-022126,DOC-022126,9209,0.979,0.781,Tamil,Yes
OCR-022127,DOC-022127,8725,0.737,0.778,English,No
OCR-022128,DOC-022128,2363,0.801,0.99,English,No
OCR-022129,DOC-022129,3065,0.845,0.871,English,No
OCR-022130,DOC-022130,4389,0.921,0.788,Tamil-English,No
OCR-022131,DOC-022131,7871,0.99,0.99,Tamil-English,No
OCR-022132,DOC-022132,5968,0.913,0.904,Tamil,No
OCR-022133,DOC-022133,494,0.903,0.964,English,No
OCR-022134,DOC-022134,2750,0.929,0.955,Tamil,No
OCR-022135,DOC-022135,4011,0.749,0.903,Tamil,No
OCR-022136,DOC-022136,5609,0.948,0.942,English,No
OCR-022137,DOC-022137,6807,0.948,0.828,English,No
OCR-022138,DOC-022138,8403,0.99,0.99,Tamil,No
OCR-022139,DOC-022139,4284,0.973,0.852,Tamil,Yes
OCR-022140,DOC-022140,3508,0.921,0.99,Tamil,No
OCR-022141,DOC-022141,539,0.963,0.904,Tamil,No
OCR-022142,DOC-022142,286,0.857,0.99,Tamil,No
OCR-022143,DOC-022143,3146,0.99,0.84,Tamil-English,No
OCR-022144,DOC-022144,3729,0.919,0.919,English,No
OCR-022145,DOC-022145,2485,0.69,0.901,Tamil-English,No
OCR-022146,DOC-022146,6840,0.802,0.835,Tamil-English,No
OCR-022147,DOC-022147,5715,0.893,0.99,English,No
OCR-022148,DOC-022148,6210,0.793,0.9,English,No
OCR-022149,DOC-022149,5620,0.99,0.782,English,No
OCR-022150,DOC-022150,6695,0.794,0.99,English,No
OCR-022151,DOC-022151,2430,0.799,0.962,Tamil,No
OCR-022152,DOC-022152,9273,0.841,0.84,Tamil-English,No
OCR-022153,DOC-022153,5398,0.922,0.981,Tamil-English,No
OCR-022154,DOC-022154,7103,0.816,0.861,Tamil,Yes
OCR-022155,DOC-022155,7937,0.99,0.775,Tamil-English,No
OCR-022156,DOC-022156,7727,0.904,0.933,Tamil-English,Yes
OCR-022157,DOC-022157,3522,0.815,0.99,Tamil,No
OCR-022158,DOC-022158,4410,0.989,0.86,Tamil,Yes
OCR-022159,DOC-022159,4125,0.803,0.919,Tamil,Yes
OCR-022160,DOC-022160,2676,0.818,0.99,Tamil,No
OCR-022161,DOC-022161,5933,0.99,0.99,Tamil,No
OCR-022162,DOC-022162,2,0.836,0.944,Tamil-English,No
OCR-022163,DOC-022163,8968,0.918,0.99,Tamil,No
OCR-022164,DOC-022164,6656,0.914,0.899,Tamil,No
OCR-022165,DOC-022165,3531,0.801,0.926,Tamil,No
OCR-022166,DOC-022166,4209,0.919,0.874,Tamil,No
OCR-022167,DOC-022167,1259,0.99,0.896,Tamil,No
OCR-022168,DOC-022168,3490,0.952,0.99,Tamil-English,No
OCR-022169,DOC-022169,4260,0.774,0.823,Tamil,No
OCR-022170,DOC-022170,884,0.775,0.935,Tamil,No
OCR-022171,DOC-022171,4986,0.839,0.955,Tamil-English,No
OCR-022172,DOC-022172,1926,0.99,0.881,Tamil,Yes
OCR-022173,DOC-022173,9240,0.934,0.912,Tamil,No
OCR-022174,DOC-022174,7644,0.887,0.809,English,No
OCR-022175,DOC-022175,3213,0.788,0.807,English,No
OCR-022176,DOC-022176,7626,0.847,0.819,Tamil,No
OCR-022177,DOC-022177,5712,0.809,0.848,Tamil-English,No
OCR-022178,DOC-022178,1528,0.941,0.694,English,No
OCR-022179,DOC-022179,6643,0.788,0.917,Tamil-English,Yes
OCR-022180,DOC-022180,9491,0.99,0.858,Tamil,Yes
OCR-022181,DOC-022181,7956,0.932,0.77,Tamil,Yes
OCR-022182,DOC-022182,4148,0.977,0.897,Tamil,No
OCR-022183,DOC-022183,8218,0.99,0.969,Tamil,No
OCR-022184,DOC-022184,1121,0.917,0.828,Tamil,No
OCR-022185,DOC-022185,1894,0.817,0.939,Tamil-English,No
OCR-022186,DOC-022186,3358,0.642,0.924,Tamil,Yes
OCR-022187,DOC-022187,7521,0.808,0.948,Tamil,No
OCR-022188,DOC-022188,3142,0.797,0.877,Tamil,No
OCR-022189,DOC-022189,319,0.89,0.849,Tamil,No
OCR-022190,DOC-022190,9446,0.769,0.926,Tamil-English,No
OCR-022191,DOC-022191,3639,0.879,0.99,Tamil,No
OCR-022192,DOC-022192,3428,0.922,0.953,Tamil,Yes
OCR-022193,DOC-022193,4582,0.82,0.908,Tamil,No
OCR-022194,DOC-022194,1832,0.966,0.875,Tamil-English,No
OCR-022195,DOC-022195,3686,0.978,0.972,Tamil,No
OCR-022196,DOC-022196,8541,0.877,0.81,Tamil,No
OCR-022197,DOC-022197,358,0.99,0.9,Tamil,No
OCR-022198,DOC-022198,1122,0.774,0.84,Tamil-English,No
OCR-022199,DOC-022199,2633,0.774,0.869,Tamil-English,No
OCR-022200,DOC-022200,4634,0.951,0.88,Tamil-English,No
OCR-022201,DOC-022201,462,0.819,0.897,English,No
OCR-022202,DOC-022202,350,0.781,0.99,Tamil,No
OCR-022203,DOC-022203,3855,0.791,0.947,Tamil,No
OCR-022204,DOC-022204,8173,0.876,0.844,Tamil,Yes
OCR-022205,DOC-022205,4811,0.95,0.884,Tamil,No
OCR-022206,DOC-022206,4221,0.82,0.99,Tamil-English,Yes
OCR-022207,DOC-022207,9284,0.815,0.857,Tamil,No
OCR-022208,DOC-022208,6623,0.815,0.933,Tamil,No
OCR-022209,DOC-022209,515,0.814,0.863,Tamil-English,No
OCR-022210,DOC-022210,5642,0.9,0.885,Tamil,No
OCR-022211,DOC-022211,6885,0.883,0.99,Tamil,No
OCR-022212,DOC-022212,9090,0.856,0.856,Tamil-English,No
OCR-022213,DOC-022213,2623,0.864,0.958,Tamil,No
OCR-022214,DOC-022214,125,0.99,0.86,Tamil,No
OCR-022215,DOC-022215,3598,0.88,0.8,Tamil,No
OCR-022216,DOC-022216,4321,0.856,0.949,Tamil,No
OCR-022217,DOC-022217,3470,0.809,0.99,Tamil,No
OCR-022218,DOC-022218,2024,0.775,0.836,Tamil,No
OCR-022219,DOC-022219,3540,0.876,0.886,Tamil,Yes
OCR-022220,DOC-022220,7474,0.924,0.847,Tamil,No
OCR-022221,DOC-022221,6548,0.745,0.844,English,No
OCR-022222,DOC-022222,4727,0.93,0.812,Tamil,No
OCR-022223,DOC-022223,1760,0.895,0.815,Tamil-English,No
OCR-022224,DOC-022224,9041,0.704,0.932,Tamil,No
OCR-022225,DOC-022225,9049,0.963,0.951,Tamil,No
OCR-022226,DOC-022226,4354,0.909,0.914,English,No
OCR-022227,DOC-022227,8992,0.957,0.925,Tamil-English,No
OCR-022228,DOC-022228,7356,0.99,0.912,Tamil,No
OCR-022229,DOC-022229,9061,0.802,0.912,Tamil,No
OCR-022230,DOC-022230,2433,0.99,0.947,Tamil,No
OCR-022231,DOC-022231,4798,0.838,0.853,Tamil,No
OCR-022232,DOC-022232,3701,0.983,0.931,Tamil,No
OCR-022233,DOC-022233,4731,0.935,0.897,Tamil,No
OCR-022234,DOC-022234,9150,0.727,0.99,Tamil,No
OCR-022235,DOC-022235,7102,0.869,0.735,Tamil,Yes
OCR-022236,DOC-022236,6327,0.911,0.99,English,No
OCR-022237,DOC-022237,8913,0.835,0.832,Tamil,No
OCR-022238,DOC-022238,1495,0.768,0.893,English,No
OCR-022239,DOC-022239,3918,0.894,0.99,Tamil,No
OCR-022240,DOC-022240,4159,0.916,0.907,Tamil,No
OCR-022241,DOC-022241,5471,0.967,0.839,Tamil-English,No
OCR-022242,DOC-022242,2867,0.837,0.99,Tamil-English,No
OCR-022243,DOC-022243,407,0.923,0.947,English,No
OCR-022244,DOC-022244,587,0.96,0.899,English,No
OCR-022245,DOC-022245,479,0.811,0.876,Tamil,No
OCR-022246,DOC-022246,8093,0.893,0.773,Tamil,No
OCR-022247,DOC-022247,626,0.817,0.896,Tamil-English,No
OCR-022248,DOC-022248,6241,0.682,0.93,Tamil,No
OCR-022249,DOC-022249,2636,0.881,0.718,Tamil,No
OCR-022250,DOC-022250,4905,0.979,0.8,Tamil,No
OCR-022251,DOC-022251,812,0.936,0.878,Tamil,No
OCR-022252,DOC-022252,605,0.963,0.954,Tamil-English,No
OCR-022253,DOC-022253,2729,0.841,0.932,Tamil,Yes
OCR-022254,DOC-022254,6470,0.975,0.99,Tamil,Yes
OCR-022255,DOC-022255,1329,0.853,0.851,Tamil-English,No
OCR-022256,DOC-022256,3564,0.725,0.939,Tamil,No
OCR-022257,DOC-022257,5304,0.832,0.849,Tamil,No
OCR-022258,DOC-022258,5249,0.874,0.965,Tamil,No
OCR-022259,DOC-022259,8640,0.977,0.976,Tamil-English,No
OCR-022260,DOC-022260,7162,0.978,0.885,Tamil,No
OCR-022261,DOC-022261,8017,0.928,0.745,Tamil,No
OCR-022262,DOC-022262,9289,0.878,0.928,Tamil,No
OCR-022263,DOC-022263,2774,0.99,0.979,Tamil,Yes
OCR-022264,DOC-022264,5277,0.741,0.872,Tamil,No
OCR-022265,DOC-022265,37,0.771,0.78,Tamil,No
OCR-022266,DOC-022266,2443,0.914,0.797,Tamil,Yes
OCR-022267,DOC-022267,6040,0.93,0.99,Tamil,No
OCR-022268,DOC-022268,9089,0.958,0.906,Tamil-English,Yes
OCR-022269,DOC-022269,169,0.99,0.943,Tamil,No
OCR-022270,DOC-022270,2925,0.828,0.969,Tamil,Yes
OCR-022271,DOC-022271,8613,0.92,0.989,Tamil,No
OCR-022272,DOC-022272,7236,0.924,0.99,Tamil,No
OCR-022273,DOC-022273,3067,0.984,0.957,Tamil,No
OCR-022274,DOC-022274,421,0.828,0.879,English,No
OCR-022275,DOC-022275,5589,0.866,0.925,Tamil,No
OCR-022276,DOC-022276,6719,0.86,0.99,Tamil,No
OCR-022277,DOC-022277,4838,0.826,0.801,English,No
OCR-022278,DOC-022278,9052,0.867,0.958,Tamil,No
OCR-022279,DOC-022279,584,0.92,0.877,Tamil-English,No
OCR-022280,DOC-022280,994,0.751,0.881,Tamil,No
OCR-022281,DOC-022281,6380,0.912,0.914,Tamil-English,No
OCR-022282,DOC-022282,2497,0.83,0.984,Tamil,Yes
OCR-022283,DOC-022283,5687,0.842,0.866,English,No
OCR-022284,DOC-022284,3260,0.911,0.724,English,No
OCR-022285,DOC-022285,6668,0.924,0.96,Tamil,Yes
OCR-022286,DOC-022286,1548,0.785,0.974,Tamil-English,No
OCR-022287,DOC-022287,1830,0.99,0.989,Tamil,No
OCR-022288,DOC-022288,8535,0.815,0.969,Tamil,Yes
OCR-022289,DOC-022289,9365,0.99,0.981,Tamil,No
OCR-022290,DOC-022290,448,0.746,0.837,Tamil,No
OCR-022291,DOC-022291,5640,0.767,0.784,English,No
OCR-022292,DOC-022292,6283,0.888,0.883,Tamil-English,No
OCR-022293,DOC-022293,4602,0.906,0.883,Tamil,No
OCR-022294,DOC-022294,6068,0.853,0.805,Tamil,No
OCR-022295,DOC-022295,3625,0.933,0.904,English,No
OCR-022296,DOC-022296,4720,0.928,0.918,Tamil,No
OCR-022297,DOC-022297,5183,0.973,0.99,English,Yes
OCR-022298,DOC-022298,4058,0.935,0.785,English,No
OCR-022299,DOC-022299,5630,0.99,0.839,Tamil,No
OCR-022300,DOC-022300,1909,0.835,0.99,Tamil-English,No
OCR-022301,DOC-022301,3531,0.924,0.806,Tamil,Yes
OCR-022302,DOC-022302,5233,0.854,0.939,Tamil-English,No
OCR-022303,DOC-022303,848,0.842,0.99,Tamil,No
OCR-022304,DOC-022304,3365,0.845,0.886,Tamil,No
OCR-022305,DOC-022305,2325,0.823,0.835,English,No
OCR-022306,DOC-022306,5557,0.802,0.901,English,No
OCR-022307,DOC-022307,3330,0.99,0.92,Tamil,No
OCR-022308,DOC-022308,3301,0.946,0.911,Tamil-English,No
OCR-022309,DOC-022309,3146,0.801,0.802,Tamil-English,No
OCR-022310,DOC-022310,7941,0.984,0.933,Tamil,No
OCR-022311,DOC-022311,7895,0.882,0.883,English,No
OCR-022312,DOC-022312,5623,0.931,0.907,Tamil-English,No
OCR-022313,DOC-022313,7817,0.897,0.913,Tamil,No
OCR-022314,DOC-022314,6211,0.99,0.99,Tamil,No
OCR-022315,DOC-022315,7384,0.863,0.954,Tamil-English,No
OCR-022316,DOC-022316,4495,0.856,0.977,Tamil,No
OCR-022317,DOC-022317,6071,0.819,0.897,Tamil,No
OCR-022318,DOC-022318,7505,0.759,0.99,Tamil,No
OCR-022319,DOC-022319,2512,0.928,0.892,Tamil-English,No
OCR-022320,DOC-022320,1644,0.926,0.864,Tamil,No
OCR-022321,DOC-022321,5156,0.99,0.99,English,No
OCR-022322,DOC-022322,1129,0.781,0.99,Tamil,Yes
OCR-022323,DOC-022323,1770,0.816,0.807,Tamil,No
OCR-022324,DOC-022324,7075,0.834,0.818,Tamil,No
OCR-022325,DOC-022325,2155,0.952,0.884,English,No
OCR-022326,DOC-022326,1313,0.876,0.833,Tamil,No
OCR-022327,DOC-022327,4722,0.726,0.99,Tamil-English,Yes
OCR-022328,DOC-022328,7983,0.761,0.802,Tamil,Yes
OCR-022329,DOC-022329,2382,0.99,0.809,Tamil,No
OCR-022330,DOC-022330,9287,0.918,0.981,Tamil-English,No
OCR-022331,DOC-022331,3676,0.968,0.876,Tamil-English,No
OCR-022332,DOC-022332,1957,0.798,0.887,Tamil,No
OCR-022333,DOC-022333,1427,0.99,0.942,Tamil,No
OCR-022334,DOC-022334,561,0.99,0.879,Tamil,No
OCR-022335,DOC-022335,2354,0.849,0.877,Tamil,No
OCR-022336,DOC-022336,4964,0.867,0.99,Tamil,No
OCR-022337,DOC-022337,5499,0.84,0.936,Tamil,No
OCR-022338,DOC-022338,6023,0.787,0.936,Tamil,No
OCR-022339,DOC-022339,7691,0.812,0.856,Tamil,No
OCR-022340,DOC-022340,2875,0.983,0.943,Tamil,No
OCR-022341,DOC-022341,6058,0.828,0.867,Tamil,No
OCR-022342,DOC-022342,2387,0.99,0.945,Tamil,No
OCR-022343,DOC-022343,8200,0.95,0.848,Tamil-English,No
OCR-022344,DOC-022344,8979,0.789,0.723,Tamil,No
OCR-022345,DOC-022345,1733,0.884,0.946,Tamil,No
OCR-022346,DOC-022346,1404,0.858,0.899,Tamil,No
OCR-022347,DOC-022347,3208,0.924,0.906,Tamil-English,No
OCR-022348,DOC-022348,8290,0.952,0.933,Tamil-English,No
OCR-022349,DOC-022349,1327,0.688,0.935,Tamil,No
OCR-022350,DOC-022350,7379,0.714,0.92,Tamil-English,No
OCR-022351,DOC-022351,6102,0.921,0.977,Tamil,Yes
OCR-022352,DOC-022352,6805,0.715,0.802,Tamil,No
OCR-022353,DOC-022353,6670,0.927,0.907,Tamil-English,No
OCR-022354,DOC-022354,7323,0.838,0.915,Tamil,No
OCR-022355,DOC-022355,9381,0.894,0.906,Tamil,Yes
OCR-022356,DOC-022356,9028,0.942,0.883,Tamil,No
OCR-022357,DOC-022357,85,0.95,0.99,Tamil,No
OCR-022358,DOC-022358,4123,0.93,0.849,Tamil,No
OCR-022359,DOC-022359,1960,0.773,0.99,Tamil-English,No
OCR-022360,DOC-022360,4221,0.989,0.836,Tamil,No
OCR-022361,DOC-022361,1255,0.914,0.846,Tamil-English,Yes
OCR-022362,DOC-022362,5112,0.931,0.941,Tamil,Yes
OCR-022363,DOC-022363,8743,0.941,0.945,Tamil-English,Yes
OCR-022364,DOC-022364,3824,0.962,0.99,Tamil,No
OCR-022365,DOC-022365,1787,0.763,0.99,Tamil,Yes
OCR-022366,DOC-022366,5945,0.99,0.903,Tamil,No
OCR-022367,DOC-022367,5910,0.792,0.953,Tamil-English,Yes
OCR-022368,DOC-022368,7924,0.667,0.811,Tamil,No
OCR-022369,DOC-022369,5103,0.835,0.956,Tamil,No
OCR-022370,DOC-022370,3793,0.99,0.811,Tamil-English,Yes
OCR-022371,DOC-022371,385,0.952,0.866,Tamil-English,No
OCR-022372,DOC-022372,4441,0.787,0.944,Tamil,No
OCR-022373,DOC-022373,3289,0.81,0.827,English,No
OCR-022374,DOC-022374,147,0.816,0.927,Tamil,No
OCR-022375,DOC-022375,2189,0.99,0.925,Tamil-English,No
OCR-022376,DOC-022376,480,0.978,0.886,Tamil,No
OCR-022377,DOC-022377,5177,0.92,0.878,Tamil,No
OCR-022378,DOC-022378,3885,0.837,0.99,Tamil-English,No
OCR-022379,DOC-022379,3937,0.966,0.819,Tamil,Yes
OCR-022380,DOC-022380,2386,0.91,0.865,English,Yes
OCR-022381,DOC-022381,9000,0.947,0.972,Tamil,No
OCR-022382,DOC-022382,880,0.799,0.907,Tamil,Yes
OCR-022383,DOC-022383,2375,0.825,0.986,Tamil,No
OCR-022384,DOC-022384,8788,0.906,0.786,Tamil,No
OCR-022385,DOC-022385,2919,0.94,0.911,Tamil,No
OCR-022386,DOC-022386,3743,0.924,0.745,Tamil,No
OCR-022387,DOC-022387,9175,0.863,0.966,Tamil,No
OCR-022388,DOC-022388,2894,0.877,0.937,Tamil-English,No
OCR-022389,DOC-022389,2162,0.99,0.813,Tamil,No
OCR-022390,DOC-022390,8631,0.873,0.947,Tamil-English,No
OCR-022391,DOC-022391,6324,0.846,0.91,Tamil-English,No
OCR-022392,DOC-022392,1544,0.853,0.802,Tamil,Yes
OCR-022393,DOC-022393,4496,0.99,0.91,Tamil,No
OCR-022394,DOC-022394,1037,0.742,0.919,Tamil,No
OCR-022395,DOC-022395,1968,0.99,0.81,Tamil,No
OCR-022396,DOC-022396,3865,0.959,0.99,English,No
OCR-022397,DOC-022397,676,0.99,0.877,Tamil,No
OCR-022398,DOC-022398,4752,0.972,0.872,Tamil-English,No
OCR-022399,DOC-022399,3113,0.966,0.896,Tamil,No
OCR-022400,DOC-022400,1394,0.832,0.834,Tamil,No
OCR-022401,DOC-022401,3282,0.99,0.977,Tamil,No
OCR-022402,DOC-022402,3607,0.885,0.775,Tamil-English,No
OCR-022403,DOC-022403,6146,0.986,0.881,Tamil-English,Yes
OCR-022404,DOC-022404,5098,0.959,0.958,Tamil,No
OCR-022405,DOC-022405,2062,0.9,0.857,Tamil-English,Yes
OCR-022406,DOC-022406,8601,0.738,0.942,Tamil,No
OCR-022407,DOC-022407,4278,0.944,0.945,Tamil,Yes
OCR-022408,DOC-022408,4273,0.87,0.825,Tamil-English,No
OCR-022409,DOC-022409,6395,0.99,0.801,English,No
OCR-022410,DOC-022410,4829,0.904,0.934,Tamil,No
OCR-022411,DOC-022411,8244,0.921,0.942,Tamil,No
OCR-022412,DOC-022412,5946,0.974,0.772,Tamil,No
OCR-022413,DOC-022413,5130,0.835,0.966,English,Yes
OCR-022414,DOC-022414,3260,0.88,0.938,Tamil,No
OCR-022415,DOC-022415,8023,0.934,0.914,Tamil,No
OCR-022416,DOC-022416,9305,0.855,0.99,Tamil,No
OCR-022417,DOC-022417,2194,0.914,0.814,English,No
OCR-022418,DOC-022418,5249,0.746,0.779,Tamil,No
OCR-022419,DOC-022419,6392,0.869,0.788,Tamil,No
OCR-022420,DOC-022420,3880,0.927,0.99,Tamil,Yes
OCR-022421,DOC-022421,1638,0.903,0.789,Tamil,No
OCR-022422,DOC-022422,4637,0.969,0.887,Tamil,No
OCR-022423,DOC-022423,1932,0.99,0.845,English,No
OCR-022424,DOC-022424,5869,0.963,0.99,Tamil,No
OCR-022425,DOC-022425,5900,0.655,0.99,Tamil,No
OCR-022426,DOC-022426,1774,0.883,0.806,English,No
OCR-022427,DOC-022427,6010,0.823,0.976,Tamil,No
OCR-022428,DOC-022428,346,0.945,0.819,Tamil,No
OCR-022429,DOC-022429,619,0.739,0.939,Tamil,No
OCR-022430,DOC-022430,650,0.863,0.916,Tamil,No
OCR-022431,DOC-022431,9405,0.858,0.88,Tamil-English,No
OCR-022432,DOC-022432,8826,0.99,0.983,Tamil,No
OCR-022433,DOC-022433,8251,0.99,0.99,Tamil-English,No
OCR-022434,DOC-022434,2130,0.892,0.822,Tamil,Yes
OCR-022435,DOC-022435,1601,0.943,0.854,Tamil,Yes
OCR-022436,DOC-022436,7278,0.774,0.934,Tamil,Yes
OCR-022437,DOC-022437,6618,0.919,0.936,Tamil-English,No
OCR-022438,DOC-022438,9268,0.856,0.839,Tamil-English,No
OCR-022439,DOC-022439,5572,0.85,0.803,Tamil,No
OCR-022440,DOC-022440,1789,0.886,0.987,Tamil,No
OCR-022441,DOC-022441,7113,0.969,0.961,Tamil,No
OCR-022442,DOC-022442,5814,0.889,0.895,Tamil,Yes
OCR-022443,DOC-022443,3393,0.783,0.958,Tamil,No
OCR-022444,DOC-022444,4826,0.814,0.903,Tamil,No
OCR-022445,DOC-022445,4906,0.805,0.986,Tamil,No
OCR-022446,DOC-022446,8077,0.901,0.938,English,No
OCR-022447,DOC-022447,57,0.816,0.83,Tamil-English,No
OCR-022448,DOC-022448,8442,0.747,0.918,Tamil,Yes
OCR-022449,DOC-022449,6110,0.857,0.868,Tamil-English,No
OCR-022450,DOC-022450,9371,0.878,0.841,Tamil,No
OCR-022451,DOC-022451,3354,0.898,0.945,Tamil-English,Yes
OCR-022452,DOC-022452,4744,0.875,0.948,English,Yes
OCR-022453,DOC-022453,2919,0.823,0.99,Tamil,No
OCR-022454,DOC-022454,9301,0.99,0.792,Tamil,Yes
OCR-022455,DOC-022455,2994,0.911,0.928,Tamil,No
OCR-022456,DOC-022456,3430,0.895,0.932,Tamil,No
OCR-022457,DOC-022457,8290,0.968,0.93,Tamil,No
OCR-022458,DOC-022458,4210,0.913,0.886,Tamil,No
OCR-022459,DOC-022459,6322,0.975,0.99,Tamil,No
OCR-022460,DOC-022460,6942,0.927,0.968,Tamil,No
OCR-022461,DOC-022461,7503,0.824,0.89,Tamil,No
OCR-022462,DOC-022462,7509,0.905,0.872,Tamil,Yes
OCR-022463,DOC-022463,6534,0.99,0.854,Tamil-English,Yes
OCR-022464,DOC-022464,5425,0.894,0.762,Tamil,No
OCR-022465,DOC-022465,8032,0.942,0.769,Tamil-English,No
OCR-022466,DOC-022466,5036,0.99,0.99,Tamil,No
OCR-022467,DOC-022467,1269,0.987,0.794,Tamil,No
OCR-022468,DOC-022468,3957,0.884,0.824,Tamil,No
OCR-022469,DOC-022469,1735,0.84,0.92,Tamil,No
OCR-022470,DOC-022470,6666,0.866,0.99,Tamil-English,No
OCR-022471,DOC-022471,6282,0.894,0.845,Tamil,No
OCR-022472,DOC-022472,5953,0.839,0.98,Tamil-English,Yes
OCR-022473,DOC-022473,2704,0.899,0.988,Tamil,Yes
OCR-022474,DOC-022474,4938,0.99,0.916,Tamil,No
OCR-022475,DOC-022475,7949,0.99,0.89,Tamil,No
OCR-022476,DOC-022476,5057,0.988,0.942,Tamil,No
OCR-022477,DOC-022477,1706,0.85,0.87,Tamil,No
OCR-022478,DOC-022478,9275,0.99,0.824,Tamil,No
OCR-022479,DOC-022479,9411,0.95,0.905,Tamil,No
OCR-022480,DOC-022480,2688,0.99,0.884,Tamil,Yes
OCR-022481,DOC-022481,3393,0.834,0.832,Tamil,Yes
OCR-022482,DOC-022482,9375,0.827,0.879,Tamil,No
OCR-022483,DOC-022483,3859,0.89,0.98,Tamil,No
OCR-022484,DOC-022484,2312,0.859,0.873,Tamil-English,No
OCR-022485,DOC-022485,2152,0.801,0.921,English,No
OCR-022486,DOC-022486,1554,0.99,0.808,Tamil,No
OCR-022487,DOC-022487,2029,0.63,0.96,English,No
OCR-022488,DOC-022488,7076,0.734,0.99,Tamil,No
OCR-022489,DOC-022489,6417,0.775,0.953,Tamil,No
OCR-022490,DOC-022490,6748,0.945,0.917,Tamil,No
OCR-022491,DOC-022491,7717,0.99,0.772,Tamil,No
OCR-022492,DOC-022492,6773,0.914,0.746,Tamil-English,No
OCR-022493,DOC-022493,4298,0.867,0.867,Tamil,No
OCR-022494,DOC-022494,6655,0.931,0.99,Tamil-English,No
OCR-022495,DOC-022495,3405,0.857,0.881,Tamil,No
OCR-022496,DOC-022496,8949,0.971,0.77,Tamil-English,No
OCR-022497,DOC-022497,8402,0.768,0.832,Tamil,No
OCR-022498,DOC-022498,5041,0.766,0.906,Tamil,No
OCR-022499,DOC-022499,6019,0.898,0.919,Tamil,No
OCR-022500,DOC-022500,303,0.99,0.901,Tamil,No
OCR-022501,DOC-022501,678,0.876,0.829,Tamil,Yes
OCR-022502,DOC-022502,6620,0.829,0.954,Tamil-English,No
OCR-022503,DOC-022503,7268,0.936,0.985,Tamil,Yes
OCR-022504,DOC-022504,6940,0.99,0.815,Tamil,No
OCR-022505,DOC-022505,3498,0.882,0.911,Tamil,No
OCR-022506,DOC-022506,6747,0.99,0.99,Tamil-English,No
