risk_id,parcel_id,waterbody_distance_m,flood_risk,environmental_clearance
ENV-003971,PAR-003971,1039.8,High,Approved
ENV-003972,PAR-003972,171.8,Low,Pending
ENV-003973,PAR-003973,418.3,Low,Approved
ENV-003974,PAR-003974,47.8,High,Approved
ENV-003975,PAR-003975,71.3,Low,Not Required
ENV-003976,PAR-003976,56.5,Medium,Not Required
ENV-003977,PAR-003977,77.8,Low,Not Required
ENV-003978,PAR-003978,333.5,Low,Not Required
ENV-003979,PAR-003979,599.3,Low,Approved
ENV-003980,PAR-003980,59.3,Low,Pending
ENV-003981,PAR-003981,79.8,Medium,Not Required
ENV-003982,PAR-003982,23.6,Low,Approved
ENV-003983,PAR-003983,63.9,High,Approved
ENV-003984,PAR-003984,79.5,Low,Not Required
ENV-003985,PAR-003985,275.4,Medium,Not Required
ENV-003986,PAR-003986,70.4,Low,Not Required
ENV-003987,PAR-003987,140.0,Low,Approved
ENV-003988,PAR-003988,356.3,Low,Approved
ENV-003989,PAR-003989,188.4,Medium,Approved
ENV-003990,PAR-003990,65.8,Low,Pending
ENV-003991,PAR-003991,125.3,High,Pending
ENV-003992,PAR-003992,113.6,Low,Not Required
ENV-003993,PAR-003993,79.8,Low,Not Required
ENV-003994,PAR-003994,233.9,Low,Approved
ENV-003995,PAR-003995,447.3,Low,Not Required
ENV-003996,PAR-003996,76.1,Low,Not Required
ENV-003997,PAR-003997,402.7,Low,Approved
ENV-003998,PAR-003998,333.8,High,Pending
ENV-003999,PAR-003999,59.5,Low,Not Required
ENV-004000,PAR-004000,227.2,Low,Pending
ENV-004001,PAR-004001,37.6,Low,Pending
ENV-004002,PAR-004002,38.4,Low,Approved
ENV-004003,PAR-004003,130.3,Low,Not Required
ENV-004004,PAR-004004,299.8,High,Not Required
ENV-004005,PAR-004005,256.8,Low,Not Required
ENV-004006,PAR-004006,267.3,Low,Not Required
ENV-004007,PAR-004007,631.4,Low,Pending
ENV-004008,PAR-004008,170.4,Low,Pending
ENV-004009,PAR-004009,1156.5,Medium,Not Required
ENV-004010,PAR-004010,95.0,Low,Not Required
ENV-004011,PAR-004011,76.4,Low,Approved
ENV-004012,PAR-004012,191.1,High,Not Required
ENV-004013,PAR-004013,446.7,Low,Not Required
ENV-004014,PAR-004014,435.8,Low,Not Required
ENV-004015,PAR-004015,71.6,Medium,Not Required
ENV-004016,PAR-004016,38.6,Low,Not Required
ENV-004017,PAR-004017,368.9,Low,Approved
ENV-004018,PAR-004018,46.8,Low,Approved
ENV-004019,PAR-004019,146.2,Low,Pending
ENV-004020,PAR-004020,409.0,Low,Pending
ENV-004021,PAR-004021,105.7,Low,Approved
ENV-004022,PAR-004022,247.0,Low,Pending
ENV-004023,PAR-004023,366.9,Low,Approved
ENV-004024,PAR-004024,561.7,High,Not Required
ENV-004025,PAR-004025,111.6,Low,Pending
ENV-004026,PAR-004026,90.9,Low,Approved
ENV-004027,PAR-004027,513.0,Low,Not Required
ENV-004028,PAR-004028,38.9,Low,Not Required
ENV-004029,PAR-004029,67.5,Low,Not Required
ENV-004030,PAR-004030,83.0,Low,Not Required
ENV-004031,PAR-004031,176.3,Low,Not Required
ENV-004032,PAR-004032,366.9,Low,Not Required
ENV-004033,PAR-004033,193.1,Low,Pending
ENV-004034,PAR-004034,534.5,Low,Approved
ENV-004035,PAR-004035,255.7,Low,Approved
ENV-004036,PAR-004036,29.4,Low,Not Required
ENV-004037,PAR-004037,54.8,Low,Pending
ENV-004038,PAR-004038,88.6,Low,Approved
ENV-004039,PAR-004039,306.8,Low,Approved
ENV-004040,PAR-004040,184.2,High,Not Required
ENV-004041,PAR-004041,37.8,Medium,Approved
ENV-004042,PAR-004042,89.5,Medium,Approved
ENV-004043,PAR-004043,1376.0,Low,Not Required
ENV-004044,PAR-004044,2530.1,Low,Approved
ENV-004045,PAR-004045,487.0,Low,Not Required
ENV-004046,PAR-004046,74.7,Medium,Pending
ENV-004047,PAR-004047,17.4,Low,Not Required
ENV-004048,PAR-004048,368.0,Medium,Approved
ENV-004049,PAR-004049,26.1,Medium,Approved
ENV-004050,PAR-004050,334.2,Low,Not Required
ENV-004051,PAR-004051,66.7,High,Approved
ENV-004052,PAR-004052,100.2,Medium,Not Required
ENV-004053,PAR-004053,166.1,Low,Not Required
ENV-004054,PAR-004054,182.7,Low,Not Required
ENV-004055,PAR-004055,31.9,Low,Pending
ENV-004056,PAR-004056,90.6,Low,Approved
ENV-004057,PAR-004057,296.2,Low,Pending
ENV-004058,PAR-004058,71.2,Low,Approved
ENV-004059,PAR-004059,326.4,Medium,Not Required
ENV-004060,PAR-004060,98.7,Low,Not Required
ENV-004061,PAR-004061,313.3,Low,Pending
ENV-004062,PAR-004062,518.9,Medium,Approved
ENV-004063,PAR-004063,197.7,Medium,Approved
ENV-004064,PAR-004064,564.7,Low,Not Required
ENV-004065,PAR-004065,62.2,Low,Approved
ENV-004066,PAR-004066,171.7,High,Pending
ENV-004067,PAR-004067,93.0,Low,Not Required
ENV-004068,PAR-004068,1441.5,Low,Not Required
ENV-004069,PAR-004069,454.0,Low,Pending
ENV-004070,PAR-004070,183.8,Low,Not Required
ENV-004071,PAR-004071,48.4,Low,Approved
ENV-004072,PAR-004072,986.7,Low,Pending
ENV-004073,PAR-004073,290.5,Low,Not Required
ENV-004074,PAR-004074,493.5,High,Not Required
ENV-004075,PAR-004075,352.7,Low,Pending
ENV-004076,PAR-004076,81.3,Medium,Pending
ENV-004077,PAR-004077,348.6,Medium,Not Required
ENV-004078,PAR-004078,19.0,Medium,Pending
ENV-004079,PAR-004079,440.4,Medium,Not Required
ENV-004080,PAR-004080,324.4,Low,Not Required
ENV-004081,PAR-004081,80.7,Low,Not Required
ENV-004082,PAR-004082,721.2,Medium,Not Required
ENV-004083,PAR-004083,736.4,Medium,Approved
ENV-004084,PAR-004084,220.7,Medium,Not Required
ENV-004085,PAR-004085,218.5,Medium,Not Required
ENV-004086,PAR-004086,289.9,Low,Approved
ENV-004087,PAR-004087,266.2,Low,Approved
ENV-004088,PAR-004088,93.3,Low,Not Required
ENV-004089,PAR-004089,105.0,Medium,Not Required
ENV-004090,PAR-004090,127.1,Low,Not Required
ENV-004091,PAR-004091,140.2,Low,Not Required
ENV-004092,PAR-004092,173.0,High,Not Required
ENV-004093,PAR-004093,402.0,Medium,Not Required
ENV-004094,PAR-004094,186.7,Low,Not Required
ENV-004095,PAR-004095,216.6,High,Not Required
ENV-004096,PAR-004096,186.0,High,Not Required
ENV-004097,PAR-004097,368.1,Low,Not Required
ENV-004098,PAR-004098,476.6,Low,Not Required
ENV-004099,PAR-004099,16.5,Low,Not Required
ENV-004100,PAR-004100,154.4,Medium,Not Required
ENV-004101,PAR-004101,345.4,Medium,Not Required
ENV-004102,PAR-004102,117.9,Low,Not Required
ENV-004103,PAR-004103,204.3,Medium,Pending
ENV-004104,PAR-004104,82.6,Low,Not Required
ENV-004105,PAR-004105,33.5,Medium,Not Required
ENV-004106,PAR-004106,149.6,Low,Not Required
ENV-004107,PAR-004107,74.6,Low,Not Required
ENV-004108,PAR-004108,33.0,Medium,Not Required
ENV-004109,PAR-004109,270.8,Low,Not Required
ENV-004110,PAR-004110,158.4,Low,Approved
ENV-004111,PAR-004111,301.4,Low,Not Required
ENV-004112,PAR-004112,929.0,Low,Pending
ENV-004113,PAR-004113,35.4,High,Approved
ENV-004114,PAR-004114,653.6,Low,Not Required
ENV-004115,PAR-004115,61.9,Low,Approved
ENV-004116,PAR-004116,122.9,Low,Approved
ENV-004117,PAR-004117,83.2,Low,Not Required
ENV-004118,PAR-004118,463.8,Low,Not Required
ENV-004119,PAR-004119,544.4,Low,Approved
ENV-004120,PAR-004120,88.7,Low,Not Required
ENV-004121,PAR-004121,32.2,Low,Not Required
ENV-004122,PAR-004122,99.0,Low,Not Required
ENV-004123,PAR-004123,39.3,Low,Not Required
ENV-004124,PAR-004124,24.3,Medium,Not Required
ENV-004125,PAR-004125,563.7,Low,Approved
ENV-004126,PAR-004126,122.2,Low,Not Required
ENV-004127,PAR-004127,2735.0,Low,Not Required
ENV-004128,PAR-004128,129.7,Medium,Approved
ENV-004129,PAR-004129,539.3,Low,Approved
ENV-004130,PAR-004130,160.3,Low,Not Required
ENV-004131,PAR-004131,2.9,Medium,Not Required
ENV-004132,PAR-004132,424.6,Low,Approved
ENV-004133,PAR-004133,80.6,Low,Not Required
ENV-004134,PAR-004134,176.2,Medium,Not Required
ENV-004135,PAR-004135,73.8,Low,Not Required
ENV-004136,PAR-004136,196.7,Low,Approved
ENV-004137,PAR-004137,30.6,Low,Pending
ENV-004138,PAR-004138,175.9,Medium,Not Required
ENV-004139,PAR-004139,1183.1,Low,Not Required
ENV-004140,PAR-004140,131.4,Medium,Not Required
ENV-004141,PAR-004141,150.6,Medium,Not Required
ENV-004142,PAR-004142,44.1,Low,Not Required
ENV-004143,PAR-004143,95.5,Low,Pending
ENV-004144,PAR-004144,722.3,Medium,Pending
ENV-004145,PAR-004145,254.0,Medium,Not Required
ENV-004146,PAR-004146,109.9,High,Approved
ENV-004147,PAR-004147,101.4,Low,Not Required
ENV-004148,PAR-004148,18.1,Low,Not Required
ENV-004149,PAR-004149,166.5,Low,Not Required
ENV-004150,PAR-004150,31.8,High,Approved
ENV-004151,PAR-004151,414.7,High,Not Required
ENV-004152,PAR-004152,143.4,Low,Approved
ENV-004153,PAR-004153,262.5,Low,Approved
ENV-004154,PAR-004154,109.2,Low,Not Required
ENV-004155,PAR-004155,144.0,Low,Not Required
ENV-004156,PAR-004156,203.4,Low,Not Required
ENV-004157,PAR-004157,1461.2,Low,Pending
ENV-004158,PAR-004158,26.3,Low,Pending
ENV-004159,PAR-004159,209.2,Low,Not Required
ENV-004160,PAR-004160,73.1,Low,Not Required
ENV-004161,PAR-004161,285.6,High,Approved
ENV-004162,PAR-004162,25.8,Low,Not Required
ENV-004163,PAR-004163,105.0,Low,Not Required
ENV-004164,PAR-004164,162.9,Low,Pending
ENV-004165,PAR-004165,523.5,Low,Pending
ENV-004166,PAR-004166,76.1,Low,Pending
ENV-004167,PAR-004167,34.1,Low,Not Required
ENV-004168,PAR-004168,66.7,Low,Approved
ENV-004169,PAR-004169,78.1,Medium,Not Required
ENV-004170,PAR-004170,654.1,Medium,Pending
ENV-004171,PAR-004171,787.0,Low,Not Required
ENV-004172,PAR-004172,632.1,Low,Not Required
ENV-004173,PAR-004173,112.8,Low,Approved
ENV-004174,PAR-004174,159.9,Medium,Not Required
ENV-004175,PAR-004175,158.4,Low,Not Required
ENV-004176,PAR-004176,308.5,Low,Not Required
ENV-004177,PAR-004177,96.1,Low,Approved
ENV-004178,PAR-004178,67.4,Low,Approved
ENV-004179,PAR-004179,122.0,Low,Not Required
ENV-004180,PAR-004180,1307.5,Low,Not Required
ENV-004181,PAR-004181,91.9,Low,Not Required
ENV-004182,PAR-004182,135.0,Low,Approved
ENV-004183,PAR-004183,93.8,High,Not Required
ENV-004184,PAR-004184,47.2,Low,Not Required
ENV-004185,PAR-004185,98.0,Low,Not Required
ENV-004186,PAR-004186,117.1,Low,Not Required
ENV-004187,PAR-004187,158.5,Low,Not Required
ENV-004188,PAR-004188,138.4,Low,Not Required
ENV-004189,PAR-004189,106.9,High,Pending
ENV-004190,PAR-004190,66.6,Low,Not Required
ENV-004191,PAR-004191,434.8,Low,Approved
ENV-004192,PAR-004192,224.3,Medium,Not Required
ENV-004193,PAR-004193,118.3,Low,Not Required
ENV-004194,PAR-004194,195.0,Low,Pending
ENV-004195,PAR-004195,840.0,Low,Not Required
ENV-004196,PAR-004196,234.0,Medium,Not Required
ENV-004197,PAR-004197,65.6,Low,Not Required
ENV-004198,PAR-004198,221.5,Low,Approved
ENV-004199,PAR-004199,23.9,Low,Approved
ENV-004200,PAR-004200,104.7,Low,Not Required
ENV-004201,PAR-004201,139.6,Medium,Approved
ENV-004202,PAR-004202,87.4,Low,Approved
ENV-004203,PAR-004203,246.9,Low,Not Required
ENV-004204,PAR-004204,58.5,High,Not Required
ENV-004205,PAR-004205,324.7,High,Not Required
ENV-004206,PAR-004206,13.5,Medium,Approved
ENV-004207,PAR-004207,230.5,Low,Not Required
ENV-004208,PAR-004208,437.4,Low,Not Required
ENV-004209,PAR-004209,245.9,Low,Not Required
ENV-004210,PAR-004210,83.1,Low,Approved
ENV-004211,PAR-004211,300.0,Low,Not Required
ENV-004212,PAR-004212,174.5,Low,Pending
ENV-004213,PAR-004213,80.3,High,Approved
ENV-004214,PAR-004214,44.5,High,Approved
ENV-004215,PAR-004215,184.9,Low,Not Required
ENV-004216,PAR-004216,112.3,Low,Approved
ENV-004217,PAR-004217,34.1,Low,Approved
ENV-004218,PAR-004218,58.6,Low,Approved
ENV-004219,PAR-004219,305.6,Low,Not Required
ENV-004220,PAR-004220,757.2,Low,Not Required
ENV-004221,PAR-004221,86.4,Medium,Not Required
ENV-004222,PAR-004222,123.5,Low,Not Required
ENV-004223,PAR-004223,109.1,Medium,Not Required
ENV-004224,PAR-004224,159.5,Medium,Not Required
ENV-004225,PAR-004225,59.6,Medium,Not Required
ENV-004226,PAR-004226,210.5,Low,Not Required
ENV-004227,PAR-004227,46.9,Low,Not Required
ENV-004228,PAR-004228,656.7,Medium,Not Required
ENV-004229,PAR-004229,34.8,Medium,Approved
ENV-004230,PAR-004230,222.9,Low,Pending
ENV-004231,PAR-004231,96.8,Medium,Pending
ENV-004232,PAR-004232,187.8,High,Not Required
ENV-004233,PAR-004233,109.6,Low,Not Required
ENV-004234,PAR-004234,477.0,Low,Not Required
ENV-004235,PAR-004235,163.1,High,Pending
ENV-004236,PAR-004236,483.5,Low,Not Required
ENV-004237,PAR-004237,176.6,Low,Approved
ENV-004238,PAR-004238,234.9,Low,Not Required
ENV-004239,PAR-004239,115.0,Low,Pending
ENV-004240,PAR-004240,110.6,Low,Not Required
ENV-004241,PAR-004241,471.3,Low,Not Required
ENV-004242,PAR-004242,103.1,Low,Approved
ENV-004243,PAR-004243,114.5,Low,Approved
ENV-004244,PAR-004244,135.0,Low,Not Required
ENV-004245,PAR-004245,126.2,Medium,Approved
ENV-004246,PAR-004246,110.4,Low,Not Required
ENV-004247,PAR-004247,73.4,Low,Approved
ENV-004248,PAR-004248,35.5,High,Not Required
ENV-004249,PAR-004249,263.6,Medium,Not Required
ENV-004250,PAR-004250,622.2,Low,Not Required
ENV-004251,PAR-004251,175.0,High,Not Required
ENV-004252,PAR-004252,77.2,Low,Pending
ENV-004253,PAR-004253,332.7,Medium,Not Required
ENV-004254,PAR-004254,913.8,Low,Not Required
ENV-004255,PAR-004255,39.4,Low,Not Required
ENV-004256,PAR-004256,292.4,Medium,Not Required
ENV-004257,PAR-004257,91.0,Low,Approved
ENV-004258,PAR-004258,95.0,Low,Not Required
ENV-004259,PAR-004259,95.7,Low,Pending
ENV-004260,PAR-004260,1604.5,Low,Approved
ENV-004261,PAR-004261,144.2,Low,Not Required
ENV-004262,PAR-004262,92.3,Low,Approved
ENV-004263,PAR-004263,115.1,Low,Approved
ENV-004264,PAR-004264,69.8,Medium,Not Required
ENV-004265,PAR-004265,197.1,Low,Not Required
ENV-004266,PAR-004266,445.4,Low,Approved
ENV-004267,PAR-004267,166.4,Medium,Not Required
ENV-004268,PAR-004268,200.1,High,Not Required
ENV-004269,PAR-004269,289.0,Medium,Pending
ENV-004270,PAR-004270,135.1,Low,Not Required
ENV-004271,PAR-004271,432.0,Low,Pending
ENV-004272,PAR-004272,446.7,Low,Approved
ENV-004273,PAR-004273,138.4,Low,Approved
ENV-004274,PAR-004274,248.1,Low,Not Required
ENV-004275,PAR-004275,254.6,Medium,Approved
ENV-004276,PAR-004276,170.8,High,Pending
ENV-004277,PAR-004277,82.6,Low,Not Required
ENV-004278,PAR-004278,172.2,Medium,Approved
ENV-004279,PAR-004279,62.8,Low,Not Required
ENV-004280,PAR-004280,76.6,Medium,Not Required
ENV-004281,PAR-004281,108.2,Low,Not Required
ENV-004282,PAR-004282,254.2,Low,Approved
ENV-004283,PAR-004283,73.0,Low,Pending
ENV-004284,PAR-004284,593.1,Medium,Not Required
ENV-004285,PAR-004285,376.1,Low,Not Required
ENV-004286,PAR-004286,72.0,Low,Not Required
ENV-004287,PAR-004287,335.0,Medium,Not Required
ENV-004288,PAR-004288,90.7,Low,Not Required
ENV-004289,PAR-004289,93.8,Low,Not Required
ENV-004290,PAR-004290,165.2,Low,Approved
ENV-004291,PAR-004291,53.2,Low,Not Required
ENV-004292,PAR-004292,134.2,Low,Not Required
ENV-004293,PAR-004293,91.9,Medium,Not Required
ENV-004294,PAR-004294,1129.0,Low,Not Required
ENV-004295,PAR-004295,112.7,Low,Not Required
ENV-004296,PAR-004296,168.9,Low,Not Required
ENV-004297,PAR-004297,304.5,Low,Not Required
ENV-004298,PAR-004298,19.5,Low,Approved
ENV-004299,PAR-004299,413.8,Medium,Not Required
ENV-004300,PAR-004300,129.6,High,Not Required
ENV-004301,PAR-004301,189.7,Medium,Pending
ENV-004302,PAR-004302,24.0,Low,Not Required
ENV-004303,PAR-004303,680.3,Low,Not Required
ENV-004304,PAR-004304,137.6,Low,Not Required
ENV-004305,PAR-004305,186.6,Medium,Pending
ENV-004306,PAR-004306,50.7,High,Approved
ENV-004307,PAR-004307,79.8,Low,Approved
ENV-004308,PAR-004308,124.5,Low,Pending
ENV-004309,PAR-004309,489.5,Low,Not Required
ENV-004310,PAR-004310,157.7,Medium,Not Required
ENV-004311,PAR-004311,176.6,Medium,Not Required
ENV-004312,PAR-004312,250.8,Low,Not Required
ENV-004313,PAR-004313,44.5,High,Not Required
ENV-004314,PAR-004314,671.8,Low,Not Required
ENV-004315,PAR-004315,62.3,Low,Approved
ENV-004316,PAR-004316,78.9,High,Approved
ENV-004317,PAR-004317,62.1,Low,Approved
ENV-004318,PAR-004318,18.9,Low,Not Required
ENV-004319,PAR-004319,144.8,Low,Not Required
ENV-004320,PAR-004320,639.1,Low,Approved
ENV-004321,PAR-004321,125.6,Low,Approved
ENV-004322,PAR-004322,499.6,Low,Not Required
ENV-004323,PAR-004323,170.4,High,Not Required
ENV-004324,PAR-004324,141.6,Medium,Not Required
ENV-004325,PAR-004325,197.5,Medium,Pending
ENV-004326,PAR-004326,509.2,Low,Approved
ENV-004327,PAR-004327,710.8,Low,Not Required
ENV-004328,PAR-004328,255.5,Low,Approved
ENV-004329,PAR-004329,289.9,Low,Approved
ENV-004330,PAR-004330,790.2,Low,Not Required
ENV-004331,PAR-004331,22.9,Low,Pending
ENV-004332,PAR-004332,114.9,High,Approved
ENV-004333,PAR-004333,343.9,Low,Not Required
ENV-004334,PAR-004334,81.0,Low,Not Required
ENV-004335,PAR-004335,230.8,High,Not Required
ENV-004336,PAR-004336,375.2,High,Not Required
ENV-004337,PAR-004337,181.7,Medium,Not Required
ENV-004338,PAR-004338,33.9,Medium,Not Required
ENV-004339,PAR-004339,89.6,Low,Approved
ENV-004340,PAR-004340,345.0,Low,Not Required
ENV-004341,PAR-004341,194.6,Medium,Approved
ENV-004342,PAR-004342,676.5,Low,Not Required
ENV-004343,PAR-004343,239.4,Low,Not Required
ENV-004344,PAR-004344,44.6,Medium,Approved
ENV-004345,PAR-004345,106.9,Medium,Approved
ENV-004346,PAR-004346,1551.9,Low,Approved
ENV-004347,PAR-004347,270.0,High,Not Required
ENV-004348,PAR-004348,103.3,Low,Not Required
ENV-004349,PAR-004349,247.7,Low,Not Required
ENV-004350,PAR-004350,156.3,Low,Approved
ENV-004351,PAR-004351,193.4,Low,Not Required
ENV-004352,PAR-004352,108.5,Medium,Approved
ENV-004353,PAR-004353,172.1,Medium,Approved
ENV-004354,PAR-004354,147.3,Low,Not Required
ENV-004355,PAR-004355,117.7,Low,Not Required
ENV-004356,PAR-004356,80.7,Medium,Approved
ENV-004357,PAR-004357,125.7,Medium,Approved
ENV-004358,PAR-004358,54.0,Medium,Not Required
ENV-004359,PAR-004359,97.7,Medium,Not Required
ENV-004360,PAR-004360,112.1,Low,Pending
ENV-004361,PAR-004361,247.3,Low,Not Required
ENV-004362,PAR-004362,53.3,Medium,Not Required
ENV-004363,PAR-004363,378.1,Low,Approved
ENV-004364,PAR-004364,454.1,Low,Approved
ENV-004365,PAR-004365,57.5,Medium,Approved
ENV-004366,PAR-004366,127.6,High,Not Required
ENV-004367,PAR-004367,127.6,Low,Not Required
ENV-004368,PAR-004368,113.1,Low,Approved
ENV-004369,PAR-004369,397.8,High,Not Required
ENV-004370,PAR-004370,33.6,Low,Approved
ENV-004371,PAR-004371,459.8,Low,Not Required
ENV-004372,PAR-004372,168.3,Medium,Approved
ENV-004373,PAR-004373,69.1,Low,Pending
ENV-004374,PAR-004374,138.4,Low,Not Required
ENV-004375,PAR-004375,305.1,Low,Not Required
ENV-004376,PAR-004376,74.5,Low,Pending
ENV-004377,PAR-004377,60.6,Low,Not Required
ENV-004378,PAR-004378,115.5,Low,Approved
ENV-004379,PAR-004379,479.1,Low,Pending
ENV-004380,PAR-004380,59.5,Low,Not Required
ENV-004381,PAR-004381,123.5,Low,Not Required
ENV-004382,PAR-004382,265.1,Medium,Not Required
ENV-004383,PAR-004383,169.5,Low,Pending
ENV-004384,PAR-004384,439.4,Low,Pending
ENV-004385,PAR-004385,110.8,Medium,Not Required
ENV-004386,PAR-004386,245.0,High,Not Required
ENV-004387,PAR-004387,25.8,Low,Pending
ENV-004388,PAR-004388,141.3,Low,Not Required
ENV-004389,PAR-004389,264.4,Low,Not Required
ENV-004390,PAR-004390,147.2,Medium,Not Required
ENV-004391,PAR-004391,148.0,Low,Not Required
ENV-004392,PAR-004392,508.0,Low,Pending
ENV-004393,PAR-004393,124.1,Low,Not Required
ENV-004394,PAR-004394,89.0,Low,Not Required
ENV-004395,PAR-004395,738.2,Low,Not Required
ENV-004396,PAR-004396,64.0,Low,Pending
ENV-004397,PAR-004397,405.8,Low,Not Required
ENV-004398,PAR-004398,66.9,High,Not Required
ENV-004399,PAR-004399,64.0,Low,Not Required
ENV-004400,PAR-004400,43.2,Low,Not Required
ENV-004401,PAR-004401,22.3,Low,Approved
ENV-004402,PAR-004402,291.7,Low,Not Required
ENV-004403,PAR-004403,117.4,Low,Not Required
ENV-004404,PAR-004404,270.0,Medium,Not Required
ENV-004405,PAR-004405,172.5,Low,Pending
ENV-004406,PAR-004406,724.1,Low,Not Required
ENV-004407,PAR-004407,89.6,Low,Not Required
ENV-004408,PAR-004408,89.3,Low,Approved
ENV-004409,PAR-004409,534.1,Low,Not Required
ENV-004410,PAR-004410,226.9,Medium,Not Required
ENV-004411,PAR-004411,197.0,High,Not Required
ENV-004412,PAR-004412,218.3,Low,Approved
ENV-004413,PAR-004413,569.5,Low,Not Required
ENV-004414,PAR-004414,307.4,Low,Approved
ENV-004415,PAR-004415,72.2,Low,Not Required
ENV-004416,PAR-004416,55.3,Low,Not Required
ENV-004417,PAR-004417,273.5,Low,Not Required
ENV-004418,PAR-004418,187.6,Low,Not Required
ENV-004419,PAR-004419,36.6,Low,Not Required
ENV-004420,PAR-004420,53.9,Low,Not Required
ENV-004421,PAR-004421,349.6,Medium,Approved
ENV-004422,PAR-004422,178.5,Medium,Pending
ENV-004423,PAR-004423,73.0,Low,Approved
ENV-004424,PAR-004424,97.6,Low,Not Required
ENV-004425,PAR-004425,388.7,Low,Approved
ENV-004426,PAR-004426,87.3,Low,Approved
ENV-004427,PAR-004427,52.7,Medium,Not Required
ENV-004428,PAR-004428,120.4,Medium,Approved
ENV-004429,PAR-004429,301.5,Low,Not Required
ENV-004430,PAR-004430,719.6,Medium,Not Required
ENV-004431,PAR-004431,217.1,Low,Approved
ENV-004432,PAR-004432,68.9,Medium,Not Required
ENV-004433,PAR-004433,680.9,Low,Not Required
ENV-004434,PAR-004434,1012.4,Medium,Not Required
ENV-004435,PAR-004435,59.9,Low,Pending
ENV-004436,PAR-004436,114.4,Medium,Not Required
ENV-004437,PAR-004437,34.2,Low,Not Required
ENV-004438,PAR-004438,64.8,Low,Not Required
ENV-004439,PAR-004439,110.0,Medium,Not Required
ENV-004440,PAR-004440,85.4,Low,Not Required
ENV-004441,PAR-004441,70.2,Low,Not Required
ENV-004442,PAR-004442,190.1,Low,Not Required
ENV-004443,PAR-004443,234.4,Low,Not Required
ENV-004444,PAR-004444,29.8,Low,Approved
ENV-004445,PAR-004445,171.4,Medium,Approved
ENV-004446,PAR-004446,67.1,High,Not Required
ENV-004447,PAR-004447,103.9,Low,Not Required
ENV-004448,PAR-004448,168.5,Low,Not Required
ENV-004449,PAR-004449,1525.4,Medium,Approved
ENV-004450,PAR-004450,1152.0,Low,Not Required
ENV-004451,PAR-004451,859.2,Medium,Not Required
ENV-004452,PAR-004452,78.1,Low,Pending
ENV-004453,PAR-004453,100.4,Medium,Not Required
ENV-004454,PAR-004454,784.3,Low,Not Required
ENV-004455,PAR-004455,74.1,Low,Pending
ENV-004456,PAR-004456,552.3,Low,Pending
ENV-004457,PAR-004457,254.5,Low,Not Required
ENV-004458,PAR-004458,166.5,Medium,Approved
ENV-004459,PAR-004459,111.5,Low,Approved
ENV-004460,PAR-004460,136.6,Low,Not Required
ENV-004461,PAR-004461,14.3,Medium,Approved
