project_id,project_name,project_type,district,taluk,total_land_required,affected_parcels,affected_families,project_start_date,expected_completion_date
PRJ-04053,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,2.7,7,6,2025-06-11,2025-12-11
PRJ-03076,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,0.82,5,4,2025-04-12,2026-03-23
PRJ-01272,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.19,9,5,2024-01-31,2026-05-25
PRJ-01097,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,2.04,8,3,2025-09-05,2027-03-06
PRJ-03182,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.56,9,8,2023-10-24,2025-02-13
PRJ-03930,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.44,6,5,2025-01-16,2027-02-09
PRJ-03831,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,3.56,7,5,2024-12-06,2026-07-02
PRJ-01057,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,0.72,6,7,2025-07-26,2027-12-05
PRJ-02564,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.05,1,7,2024-07-04,2025-01-17
PRJ-01321,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,5.47,5,4,2022-10-14,2025-03-23
PRJ-04142,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.54,4,6,2024-07-07,2025-11-17
PRJ-02884,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.05,5,3,2022-03-08,2023-01-12
PRJ-02924,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.53,5,5,2024-05-04,2025-07-01
PRJ-03074,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,2.05,7,5,2025-07-06,2027-07-24
PRJ-04589,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.28,7,4,2025-08-11,2026-07-23
PRJ-02988,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.58,7,6,2024-06-18,2026-01-19
PRJ-03192,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,2.64,4,3,2022-12-25,2023-10-17
PRJ-02714,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,3.56,7,5,2025-12-15,2026-07-18
PRJ-02694,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.75,8,3,2024-05-14,2025-11-10
PRJ-02030,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,0.71,3,1,2022-10-17,2023-05-08
PRJ-01960,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,3.46,9,5,2023-02-13,2024-05-22
PRJ-01405,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,4.76,5,8,2024-03-13,2025-05-18
PRJ-00419,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,9.71,8,5,2025-06-29,2027-08-23
PRJ-02421,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.33,3,8,2022-05-12,2023-04-16
PRJ-02500,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,2.58,4,6,2024-05-29,2025-11-28
PRJ-02618,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,2.28,8,6,2023-11-05,2025-01-16
PRJ-04347,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.95,8,9,2024-11-11,2027-02-25
PRJ-01235,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,2.28,6,3,2022-10-08,2023-05-13
PRJ-00003,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,3.73,4,1,2023-09-24,2024-07-25
PRJ-04460,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.67,10,4,2025-04-20,2026-06-04
PRJ-01568,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,3.29,4,4,2025-03-22,2026-04-29
PRJ-02007,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.35,6,5,2025-08-13,2026-06-04
PRJ-03685,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,1.63,6,7,2025-06-30,2026-03-23
PRJ-01225,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.11,5,4,2024-04-28,2024-12-30
PRJ-02908,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.61,6,4,2023-11-05,2024-07-05
PRJ-00134,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,0.61,4,6,2025-02-02,2025-12-31
PRJ-03957,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,2.32,5,8,2026-04-10,2026-11-01
PRJ-00733,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.21,6,5,2022-06-26,2023-04-10
PRJ-01052,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,2.4,9,7,2022-12-09,2023-09-05
PRJ-02500,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,1.55,3,7,2024-05-01,2025-04-01
PRJ-01364,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,0.17,5,5,2022-07-22,2023-11-22
PRJ-00775,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.65,7,7,2025-02-25,2026-11-20
PRJ-02272,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,3.07,5,4,2024-01-21,2025-07-25
PRJ-03689,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,2.68,5,3,2023-12-07,2025-09-04
PRJ-04963,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,3.37,9,7,2022-09-05,2024-07-01
PRJ-03098,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,1.7,6,7,2025-12-24,2027-04-19
PRJ-03375,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.85,4,7,2023-08-11,2024-03-09
PRJ-01491,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,1.89,3,4,2026-01-15,2028-01-22
PRJ-03388,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,2.1,5,5,2025-10-07,2027-03-28
PRJ-02664,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,5.0,6,4,2024-07-10,2026-06-07
PRJ-03963,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.96,12,9,2023-12-10,2024-08-14
PRJ-03780,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.44,5,3,2026-05-17,2028-04-09
PRJ-00370,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.51,6,2,2026-02-15,2027-04-28
PRJ-01878,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,2.3,7,7,2022-08-25,2023-03-20
PRJ-02568,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,3.1,4,5,2023-07-04,2025-07-24
PRJ-03414,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.66,7,6,2023-12-11,2024-12-28
PRJ-00447,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,2.35,8,2,2022-11-09,2024-06-13
PRJ-04127,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,1.5,4,4,2025-08-09,2027-09-30
PRJ-02919,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,5.8,7,3,2025-12-24,2028-04-07
PRJ-03122,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,1.62,6,2,2024-08-04,2026-09-29
PRJ-00485,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,4.37,7,6,2024-05-16,2026-05-15
PRJ-03329,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,0.61,9,6,2024-01-28,2026-06-26
PRJ-03261,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,4.12,6,6,2024-03-02,2025-12-18
PRJ-03579,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.36,8,5,2025-11-03,2027-04-25
PRJ-03481,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,1.73,3,6,2023-02-14,2025-07-06
PRJ-04672,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,3.92,3,4,2023-05-20,2025-03-15
PRJ-03032,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.1,3,4,2022-09-07,2023-08-06
PRJ-00194,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.29,7,4,2025-06-20,2026-11-16
PRJ-00011,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,0.43,5,8,2023-02-04,2024-07-01
PRJ-03463,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.57,4,4,2022-10-20,2024-12-04
PRJ-04225,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,1.17,7,8,2023-04-18,2025-07-17
PRJ-03407,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,1.93,8,4,2023-03-13,2023-11-24
PRJ-00485,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.29,7,5,2026-01-18,2027-01-08
PRJ-03978,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,2.81,7,6,2023-12-08,2025-03-09
PRJ-03958,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,2.32,3,5,2024-02-14,2025-12-11
PRJ-02466,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,2.59,7,4,2023-05-21,2025-01-20
PRJ-03889,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.01,9,8,2025-04-22,2027-03-11
PRJ-00894,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,6.14,6,7,2023-02-19,2024-08-18
PRJ-00985,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,2.76,6,4,2022-01-13,2024-06-14
PRJ-00453,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.68,7,5,2024-02-07,2024-08-16
PRJ-04709,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.24,5,9,2023-06-27,2024-09-17
PRJ-04722,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,5.86,7,6,2022-10-03,2024-08-14
PRJ-03454,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,0.36,4,8,2023-12-23,2025-04-08
PRJ-03783,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,4.43,8,3,2023-02-01,2025-04-25
PRJ-02268,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,3.28,7,5,2022-07-17,2024-05-07
PRJ-01784,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.12,7,3,2022-12-28,2024-09-07
PRJ-03562,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,5.05,6,7,2026-04-10,2026-10-11
PRJ-03590,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,0.53,5,2,2023-04-26,2025-09-12
PRJ-02520,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.53,12,3,2022-10-23,2025-03-18
PRJ-03888,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,5.21,3,6,2022-12-03,2023-09-22
PRJ-01526,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.23,3,5,2025-07-08,2026-09-18
PRJ-00653,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,1.87,3,10,2025-08-31,2027-04-27
PRJ-01944,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.42,5,6,2022-02-11,2024-06-28
PRJ-02724,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,0.72,7,3,2022-07-28,2023-05-09
PRJ-04859,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,0.65,6,3,2022-09-14,2023-10-02
PRJ-00563,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,7.44,5,3,2025-10-17,2028-03-01
PRJ-00316,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.39,10,7,2022-01-14,2024-06-15
PRJ-01468,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.24,11,2,2025-11-15,2026-09-20
PRJ-00628,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,5.06,9,4,2022-08-06,2024-05-31
PRJ-02296,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,2.24,12,3,2023-10-17,2026-03-09
PRJ-04912,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.42,6,6,2026-04-30,2028-06-06
PRJ-03334,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,2.11,6,7,2022-12-16,2024-04-28
PRJ-00450,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,1.78,8,6,2024-07-04,2026-12-18
PRJ-02146,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.94,7,5,2022-09-02,2024-02-13
PRJ-01528,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.66,7,2,2022-09-20,2024-03-25
PRJ-04850,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,1.5,7,4,2025-03-23,2027-07-19
PRJ-03370,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,1.7,4,9,2024-10-10,2025-05-15
PRJ-03518,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.85,2,3,2022-08-14,2023-07-30
PRJ-01606,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,5.14,7,5,2024-07-31,2025-08-14
PRJ-02286,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.5,4,3,2024-06-01,2025-09-19
PRJ-03694,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,3.98,4,5,2022-12-04,2024-08-09
PRJ-03669,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.5,10,5,2024-11-27,2025-11-06
PRJ-00086,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,0.66,4,8,2023-10-19,2026-01-25
PRJ-04260,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,2.08,4,3,2023-04-02,2023-12-14
PRJ-00902,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,0.47,4,3,2025-12-23,2026-12-30
PRJ-01083,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,2.3,7,8,2025-03-12,2025-09-27
PRJ-02964,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.06,4,3,2024-04-20,2025-12-10
PRJ-04456,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.94,6,2,2022-01-29,2022-10-20
PRJ-00376,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.73,6,7,2025-09-27,2026-04-15
PRJ-03286,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.88,5,4,2024-04-06,2024-10-27
PRJ-02106,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.2,4,8,2024-10-24,2026-06-03
PRJ-03944,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.68,7,6,2023-04-02,2023-10-09
PRJ-00921,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,5.57,5,5,2023-10-14,2026-01-25
PRJ-03035,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,4.74,9,6,2022-11-07,2024-10-31
PRJ-04932,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,2.01,4,7,2025-12-04,2027-08-25
PRJ-01856,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,1.43,6,5,2025-11-20,2027-03-16
PRJ-00882,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,1.06,9,4,2023-08-19,2024-06-19
PRJ-02561,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,3.11,9,4,2024-08-20,2025-08-11
PRJ-01751,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,4.53,7,6,2023-06-04,2024-05-21
PRJ-03139,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,5.97,6,3,2022-07-25,2023-01-23
PRJ-01350,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.93,4,2,2023-03-26,2025-03-13
PRJ-00760,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,0.57,7,4,2026-05-08,2027-10-07
PRJ-00354,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,2.4,9,5,2024-01-15,2025-12-21
PRJ-04026,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.34,7,3,2025-05-12,2025-11-09
PRJ-01240,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,0.99,7,7,2025-10-08,2027-06-16
PRJ-02267,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,1.9,4,5,2023-08-11,2025-06-16
PRJ-03853,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,2.17,6,2,2023-10-10,2024-10-01
PRJ-00214,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,6.0,3,9,2025-05-04,2025-11-19
PRJ-01686,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,1.17,7,4,2022-04-05,2023-02-19
PRJ-00215,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.56,8,4,2022-03-05,2024-02-08
PRJ-04948,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,1.91,6,3,2022-04-28,2024-07-29
PRJ-04258,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.82,6,9,2022-12-30,2023-08-09
PRJ-04342,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,0.73,4,1,2025-08-16,2026-04-15
PRJ-02333,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,0.27,9,4,2022-10-04,2024-08-31
PRJ-01666,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.8,8,5,2023-10-18,2025-09-25
PRJ-04255,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,2.54,6,6,2023-08-11,2024-09-14
PRJ-03429,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.86,5,5,2023-04-03,2024-10-27
PRJ-01211,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,3.21,2,3,2022-01-07,2023-01-13
PRJ-01357,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,1.01,5,8,2022-09-14,2024-05-26
PRJ-04244,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.84,2,7,2026-02-04,2027-12-03
PRJ-02087,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,3.62,7,7,2026-04-22,2028-01-15
PRJ-00845,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,2.6,8,6,2024-07-25,2025-03-12
PRJ-01772,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,1.49,6,10,2024-09-15,2026-04-08
PRJ-02822,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.28,7,3,2025-01-03,2026-12-04
PRJ-00197,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.61,9,5,2024-06-14,2025-05-07
PRJ-00611,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.77,7,4,2026-03-12,2027-02-20
PRJ-00868,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,2.56,7,5,2024-04-23,2025-10-07
PRJ-02412,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,1.22,5,5,2022-01-17,2023-12-22
PRJ-01975,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,1.77,7,2,2023-05-30,2025-09-19
PRJ-03613,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,2.39,7,1,2024-06-16,2026-02-27
PRJ-02505,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,2.46,10,4,2024-05-25,2026-06-22
PRJ-04825,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,2.66,6,3,2026-02-19,2026-08-21
PRJ-02610,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.16,5,6,2022-07-29,2024-09-09
PRJ-03665,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,1.25,8,5,2026-05-13,2028-10-16
PRJ-04718,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,1.48,2,6,2024-12-13,2026-06-12
PRJ-04974,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.59,6,5,2024-04-02,2026-06-10
PRJ-01494,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,0.43,8,7,2025-04-12,2026-09-12
PRJ-03816,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,1.9,5,6,2023-06-09,2024-01-02
PRJ-02126,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.71,7,7,2025-05-25,2027-07-05
PRJ-04150,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,2.48,5,8,2022-04-14,2023-03-11
PRJ-04872,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,0.98,3,3,2023-10-18,2024-06-01
PRJ-03068,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.96,5,6,2024-11-25,2025-06-25
PRJ-01985,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,6.31,8,7,2022-07-28,2024-09-20
PRJ-04969,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.99,5,2,2024-11-21,2026-07-10
PRJ-02568,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,1.65,8,5,2023-09-07,2025-06-12
PRJ-00022,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.33,6,4,2022-06-19,2024-04-10
PRJ-03434,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,1.01,5,8,2024-12-25,2026-06-08
PRJ-04810,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,1.35,5,4,2022-11-19,2023-10-31
PRJ-03409,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,3.43,7,9,2025-12-23,2026-12-27
PRJ-04380,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,0.89,4,4,2024-12-14,2026-11-05
PRJ-03985,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,3.39,5,4,2025-07-23,2027-08-08
PRJ-02381,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,0.88,7,8,2023-11-30,2024-11-10
PRJ-03941,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,0.78,9,10,2023-05-14,2025-01-18
PRJ-03822,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.5,6,5,2023-04-18,2024-07-03
PRJ-04917,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,2.39,4,3,2025-05-20,2026-06-24
PRJ-00692,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,2.34,5,2,2022-05-16,2024-10-31
