approval_id,project_id,department,approval_status,approval_delay_days
APR-028741,PRJ-01046,PWD,Approved,30
APR-028742,PRJ-00214,RDO,Approved,5
APR-028743,PRJ-02598,PWD,Approved,38
APR-028744,PRJ-00733,Revenue,Approved,33
APR-028745,PRJ-02565,District Administration,Approved,33
APR-028746,PRJ-00904,District Administration,Approved,29
APR-028747,PRJ-00036,District Administration,Approved,6
APR-028748,PRJ-01320,District Administration,Approved,14
APR-028749,PRJ-02635,PWD,Approved,43
APR-028750,PRJ-03378,Rural Development,Pending,19
APR-028751,PRJ-02509,PWD,Approved,2
APR-028752,PRJ-01216,PWD,Approved,37
APR-028753,PRJ-03758,District Administration,Approved,20
APR-028754,PRJ-04595,Revenue,Pending,100
APR-028755,PRJ-04978,District Administration,Approved,40
APR-028756,PRJ-04627,PWD,Approved,38
APR-028757,PRJ-04076,District Administration,Pending,124
APR-028758,PRJ-00573,Revenue,Pending,336
APR-028759,PRJ-02301,District Administration,Approved,24
APR-028760,PRJ-01018,PWD,Pending,463
APR-028761,PRJ-04789,RDO,Approved,13
APR-028762,PRJ-04877,District Administration,Approved,0
APR-028763,PRJ-03370,Rural Development,Approved,8
APR-028764,PRJ-03132,PWD,Approved,30
APR-028765,PRJ-04154,Rural Development,Approved,10
APR-028766,PRJ-00187,Rural Development,Pending,478
APR-028767,PRJ-04587,RDO,Pending,321
APR-028768,PRJ-01197,Rural Development,Approved,3
APR-028769,PRJ-04568,PWD,Approved,23
APR-028770,PRJ-03162,PWD,Approved,24
APR-028771,PRJ-01616,PWD,Approved,32
APR-028772,PRJ-00485,PWD,Approved,11
APR-028773,PRJ-00554,Rural Development,Approved,6
APR-028774,PRJ-03486,Rural Development,Pending,112
APR-028775,PRJ-01200,PWD,Approved,30
APR-028776,PRJ-04962,RDO,Approved,40
APR-028777,PRJ-03022,Rural Development,Approved,6
APR-028778,PRJ-01336,RDO,Approved,39
APR-028779,PRJ-00478,Rural Development,Approved,33
APR-028780,PRJ-00561,Revenue,Approved,25
APR-028781,PRJ-01462,RDO,Approved,41
APR-028782,PRJ-00706,PWD,Approved,35
APR-028783,PRJ-02528,Rural Development,Approved,35
APR-028784,PRJ-01333,RDO,Pending,139
APR-028785,PRJ-02697,Revenue,Approved,43
APR-028786,PRJ-03780,RDO,Approved,0
APR-028787,PRJ-02827,RDO,Approved,5
APR-028788,PRJ-02378,PWD,Approved,1
APR-028789,PRJ-03318,District Administration,Approved,36
APR-028790,PRJ-00360,District Administration,Pending,71
APR-028791,PRJ-03988,Rural Development,Approved,36
APR-028792,PRJ-02607,District Administration,Pending,219
APR-028793,PRJ-04089,District Administration,Pending,247
APR-028794,PRJ-00945,District Administration,Approved,22
APR-028795,PRJ-02651,Revenue,Pending,42
APR-028796,PRJ-03974,Revenue,Approved,4
APR-028797,PRJ-03613,Rural Development,Approved,41
APR-028798,PRJ-04959,District Administration,Pending,129
APR-028799,PRJ-02556,RDO,Approved,34
APR-028800,PRJ-04623,RDO,Approved,25
APR-028801,PRJ-01606,PWD,Approved,1
APR-028802,PRJ-00034,RDO,Pending,84
APR-028803,PRJ-00724,Rural Development,Approved,20
APR-028804,PRJ-03409,Revenue,Approved,41
APR-028805,PRJ-01083,PWD,Approved,26
APR-028806,PRJ-02379,RDO,Approved,31
APR-028807,PRJ-01520,PWD,Approved,8
APR-028808,PRJ-02029,PWD,Approved,26
APR-028809,PRJ-04320,RDO,Pending,199
APR-028810,PRJ-01265,District Administration,Pending,280
APR-028811,PRJ-03074,Rural Development,Approved,40
APR-028812,PRJ-03715,Rural Development,Approved,36
APR-028813,PRJ-02997,Rural Development,Approved,8
APR-028814,PRJ-01700,Rural Development,Approved,25
APR-028815,PRJ-00900,Revenue,Approved,2
APR-028816,PRJ-01724,Revenue,Approved,42
APR-028817,PRJ-01731,Revenue,Approved,33
APR-028818,PRJ-01791,PWD,Approved,31
APR-028819,PRJ-04795,Rural Development,Approved,26
APR-028820,PRJ-04568,District Administration,Approved,44
APR-028821,PRJ-04433,PWD,Approved,12
APR-028822,PRJ-01665,Revenue,Approved,39
APR-028823,PRJ-02048,RDO,Approved,31
APR-028824,PRJ-00897,District Administration,Approved,18
APR-028825,PRJ-03535,District Administration,Approved,27
APR-028826,PRJ-03998,RDO,Approved,43
APR-028827,PRJ-00936,Rural Development,Approved,41
APR-028828,PRJ-00510,PWD,Approved,19
APR-028829,PRJ-01182,PWD,Pending,261
APR-028830,PRJ-00025,District Administration,Pending,359
APR-028831,PRJ-04118,PWD,Approved,21
APR-028832,PRJ-00898,RDO,Approved,6
APR-028833,PRJ-02739,Rural Development,Approved,33
APR-028834,PRJ-02522,RDO,Approved,12
APR-028835,PRJ-02513,District Administration,Approved,40
APR-028836,PRJ-04680,Rural Development,Approved,8
APR-028837,PRJ-04054,RDO,Approved,33
APR-028838,PRJ-00351,District Administration,Approved,28
APR-028839,PRJ-01894,District Administration,Approved,7
APR-028840,PRJ-02136,Revenue,Pending,101
APR-028841,PRJ-02104,District Administration,Approved,42
APR-028842,PRJ-02679,PWD,Pending,43
APR-028843,PRJ-04664,Revenue,Approved,24
APR-028844,PRJ-03463,District Administration,Approved,5
APR-028845,PRJ-00837,RDO,Approved,13
APR-028846,PRJ-03055,PWD,Approved,21
APR-028847,PRJ-01873,Revenue,Approved,16
APR-028848,PRJ-03381,PWD,Approved,32
APR-028849,PRJ-01861,RDO,Approved,17
APR-028850,PRJ-02281,RDO,Approved,13
APR-028851,PRJ-00136,District Administration,Approved,12
APR-028852,PRJ-03039,District Administration,Approved,43
APR-028853,PRJ-03543,RDO,Approved,13
APR-028854,PRJ-01641,RDO,Pending,410
APR-028855,PRJ-01509,Rural Development,Approved,14
APR-028856,PRJ-04820,District Administration,Approved,19
APR-028857,PRJ-00606,District Administration,Approved,8
APR-028858,PRJ-03095,Rural Development,Approved,24
APR-028859,PRJ-03638,Revenue,Pending,236
APR-028860,PRJ-03240,RDO,Approved,12
APR-028861,PRJ-02526,RDO,Pending,273
APR-028862,PRJ-01834,Rural Development,Approved,10
APR-028863,PRJ-04401,PWD,Pending,275
APR-028864,PRJ-01790,Rural Development,Approved,26
APR-028865,PRJ-00626,Rural Development,Approved,44
APR-028866,PRJ-01374,PWD,Approved,40
APR-028867,PRJ-00867,Revenue,Approved,17
APR-028868,PRJ-02077,Revenue,Approved,39
APR-028869,PRJ-01219,PWD,Approved,22
APR-028870,PRJ-00393,Rural Development,Approved,29
APR-028871,PRJ-00837,Revenue,Approved,9
APR-028872,PRJ-04036,Rural Development,Approved,3
APR-028873,PRJ-02327,PWD,Approved,40
APR-028874,PRJ-01464,Rural Development,Approved,42
APR-028875,PRJ-01227,Revenue,Approved,21
APR-028876,PRJ-04498,RDO,Approved,43
APR-028877,PRJ-02358,District Administration,Pending,391
APR-028878,PRJ-02869,Revenue,Approved,44
APR-028879,PRJ-03386,Rural Development,Approved,44
APR-028880,PRJ-04198,RDO,Approved,8
APR-028881,PRJ-03299,Revenue,Approved,32
APR-028882,PRJ-04745,District Administration,Approved,28
APR-028883,PRJ-02653,PWD,Approved,20
APR-028884,PRJ-01028,Rural Development,Approved,7
APR-028885,PRJ-02792,RDO,Approved,36
APR-028886,PRJ-00315,Revenue,Approved,24
APR-028887,PRJ-03955,RDO,Approved,14
APR-028888,PRJ-02432,PWD,Approved,40
APR-028889,PRJ-02778,RDO,Approved,10
APR-028890,PRJ-00438,PWD,Approved,36
APR-028891,PRJ-04403,PWD,Approved,18
APR-028892,PRJ-03126,Rural Development,Approved,15
APR-028893,PRJ-05000,District Administration,Approved,22
APR-028894,PRJ-02750,Rural Development,Approved,16
APR-028895,PRJ-01498,PWD,Approved,26
APR-028896,PRJ-00643,Revenue,Approved,39
APR-028897,PRJ-02858,Revenue,Approved,28
APR-028898,PRJ-04732,Rural Development,Approved,8
APR-028899,PRJ-01215,Rural Development,Approved,41
APR-028900,PRJ-04479,District Administration,Approved,22
APR-028901,PRJ-03839,RDO,Pending,469
APR-028902,PRJ-01983,Revenue,Approved,27
APR-028903,PRJ-01893,Rural Development,Approved,28
APR-028904,PRJ-03796,Rural Development,Approved,22
APR-028905,PRJ-01998,Rural Development,Approved,1
APR-028906,PRJ-04766,Rural Development,Approved,16
APR-028907,PRJ-02790,Revenue,Approved,10
APR-028908,PRJ-00658,RDO,Approved,24
APR-028909,PRJ-04715,Revenue,Approved,4
APR-028910,PRJ-03319,District Administration,Approved,32
APR-028911,PRJ-03700,PWD,Approved,23
APR-028912,PRJ-00346,District Administration,Pending,417
APR-028913,PRJ-04248,District Administration,Approved,43
APR-028914,PRJ-03161,Revenue,Approved,5
APR-028915,PRJ-02682,District Administration,Approved,6
APR-028916,PRJ-02969,RDO,Approved,20
APR-028917,PRJ-02402,Rural Development,Approved,27
APR-028918,PRJ-04113,PWD,Approved,43
APR-028919,PRJ-04949,PWD,Pending,224
APR-028920,PRJ-01686,Rural Development,Approved,27
APR-028921,PRJ-02851,Rural Development,Approved,23
APR-028922,PRJ-03453,RDO,Approved,7
APR-028923,PRJ-04714,RDO,Pending,68
APR-028924,PRJ-02061,PWD,Approved,18
APR-028925,PRJ-01925,Rural Development,Approved,32
APR-028926,PRJ-01363,Rural Development,Pending,296
APR-028927,PRJ-04969,RDO,Approved,27
APR-028928,PRJ-03481,District Administration,Approved,7
APR-028929,PRJ-04326,District Administration,Approved,20
APR-028930,PRJ-04004,District Administration,Approved,36
APR-028931,PRJ-04348,RDO,Approved,24
APR-028932,PRJ-02458,District Administration,Approved,32
APR-028933,PRJ-01662,PWD,Approved,41
APR-028934,PRJ-00928,District Administration,Approved,38
APR-028935,PRJ-03084,Rural Development,Approved,40
APR-028936,PRJ-01902,PWD,Approved,39
APR-028937,PRJ-04528,PWD,Approved,16
APR-028938,PRJ-03237,RDO,Approved,0
APR-028939,PRJ-00311,Rural Development,Approved,9
APR-028940,PRJ-02024,Revenue,Approved,28
APR-028941,PRJ-02875,Rural Development,Approved,12
APR-028942,PRJ-00898,RDO,Approved,44
APR-028943,PRJ-03879,PWD,Pending,153
APR-028944,PRJ-01059,Rural Development,Approved,17
APR-028945,PRJ-04096,Revenue,Approved,37
APR-028946,PRJ-03457,District Administration,Approved,34
APR-028947,PRJ-00932,RDO,Approved,20
APR-028948,PRJ-00887,RDO,Approved,0
APR-028949,PRJ-03488,Revenue,Approved,44
APR-028950,PRJ-04585,Revenue,Approved,24
APR-028951,PRJ-02170,PWD,Approved,23
APR-028952,PRJ-04643,RDO,Approved,22
APR-028953,PRJ-03652,Revenue,Approved,15
APR-028954,PRJ-02608,District Administration,Approved,14
APR-028955,PRJ-00547,Rural Development,Approved,16
APR-028956,PRJ-03743,Rural Development,Pending,438
APR-028957,PRJ-03947,PWD,Approved,20
APR-028958,PRJ-01380,District Administration,Approved,22
APR-028959,PRJ-01472,Rural Development,Approved,9
APR-028960,PRJ-04177,Rural Development,Approved,23
APR-028961,PRJ-00572,RDO,Approved,44
APR-028962,PRJ-01538,District Administration,Approved,32
APR-028963,PRJ-00994,District Administration,Pending,169
APR-028964,PRJ-04123,PWD,Approved,14
APR-028965,PRJ-02161,RDO,Pending,482
APR-028966,PRJ-01047,District Administration,Approved,26
APR-028967,PRJ-02493,District Administration,Approved,11
APR-028968,PRJ-02795,District Administration,Approved,39
APR-028969,PRJ-03430,Revenue,Approved,32
APR-028970,PRJ-03616,PWD,Approved,21
APR-028971,PRJ-04980,RDO,Approved,7
APR-028972,PRJ-01575,Rural Development,Pending,186
APR-028973,PRJ-04619,PWD,Pending,307
APR-028974,PRJ-02600,PWD,Approved,2
APR-028975,PRJ-03436,Revenue,Approved,12
APR-028976,PRJ-03478,Revenue,Approved,42
APR-028977,PRJ-02547,District Administration,Approved,29
APR-028978,PRJ-02797,District Administration,Approved,30
APR-028979,PRJ-02546,District Administration,Approved,4
APR-028980,PRJ-00530,District Administration,Approved,1
APR-028981,PRJ-01054,District Administration,Approved,27
APR-028982,PRJ-04706,Rural Development,Approved,15
APR-028983,PRJ-01442,Revenue,Approved,22
APR-028984,PRJ-00465,Rural Development,Approved,30
APR-028985,PRJ-00439,Rural Development,Approved,34
APR-028986,PRJ-01464,District Administration,Approved,33
APR-028987,PRJ-02368,Revenue,Approved,11
APR-028988,PRJ-04360,District Administration,Approved,41
APR-028989,PRJ-00113,Revenue,Approved,44
APR-028990,PRJ-00115,Rural Development,Approved,41
APR-028991,PRJ-00489,Revenue,Approved,21
APR-028992,PRJ-04503,District Administration,Approved,27
APR-028993,PRJ-03305,PWD,Approved,2
APR-028994,PRJ-00783,Revenue,Approved,12
APR-028995,PRJ-00069,Rural Development,Approved,30
APR-028996,PRJ-00504,RDO,Approved,24
APR-028997,PRJ-00792,District Administration,Pending,203
APR-028998,PRJ-03274,RDO,Approved,28
APR-028999,PRJ-03235,PWD,Approved,32
APR-029000,PRJ-02515,Revenue,Approved,17
APR-029001,PRJ-01602,Revenue,Approved,18
APR-029002,PRJ-03570,District Administration,Approved,33
APR-029003,PRJ-00641,District Administration,Approved,3
APR-029004,PRJ-03226,PWD,Approved,19
APR-029005,PRJ-03373,District Administration,Pending,53
APR-029006,PRJ-00171,PWD,Approved,21
APR-029007,PRJ-00735,PWD,Approved,39
APR-029008,PRJ-03643,PWD,Approved,38
APR-029009,PRJ-02507,RDO,Approved,10
APR-029010,PRJ-02264,PWD,Approved,11
APR-029011,PRJ-02765,RDO,Approved,36
APR-029012,PRJ-03982,PWD,Approved,8
APR-029013,PRJ-03625,RDO,Approved,35
APR-029014,PRJ-01051,RDO,Approved,25
APR-029015,PRJ-01901,Rural Development,Pending,68
APR-029016,PRJ-03067,PWD,Pending,485
APR-029017,PRJ-04167,PWD,Approved,3
APR-029018,PRJ-04375,PWD,Approved,17
APR-029019,PRJ-04495,PWD,Approved,40
APR-029020,PRJ-01721,RDO,Approved,5
APR-029021,PRJ-03904,PWD,Approved,2
APR-029022,PRJ-00647,Revenue,Pending,315
APR-029023,PRJ-00648,PWD,Approved,4
APR-029024,PRJ-01393,Rural Development,Approved,3
APR-029025,PRJ-01267,District Administration,Approved,18
APR-029026,PRJ-04944,Revenue,Approved,40
APR-029027,PRJ-02254,PWD,Approved,29
APR-029028,PRJ-04799,PWD,Pending,229
APR-029029,PRJ-04442,District Administration,Approved,33
APR-029030,PRJ-03051,Rural Development,Approved,21
APR-029031,PRJ-00991,Rural Development,Approved,15
APR-029032,PRJ-02831,Rural Development,Approved,10
APR-029033,PRJ-02690,RDO,Approved,2
APR-029034,PRJ-02586,District Administration,Approved,18
APR-029035,PRJ-00118,Revenue,Approved,3
APR-029036,PRJ-00361,RDO,Approved,37
APR-029037,PRJ-01960,Revenue,Approved,40
APR-029038,PRJ-00913,Revenue,Approved,7
APR-029039,PRJ-04823,PWD,Approved,4
APR-029040,PRJ-03168,Rural Development,Approved,32
APR-029041,PRJ-03769,Revenue,Approved,8
APR-029042,PRJ-03054,District Administration,Approved,43
APR-029043,PRJ-04193,Revenue,Approved,42
APR-029044,PRJ-04079,Rural Development,Approved,16
APR-029045,PRJ-03848,PWD,Approved,36
APR-029046,PRJ-01356,Rural Development,Approved,3
APR-029047,PRJ-00489,RDO,Approved,20
APR-029048,PRJ-02654,Rural Development,Approved,19
APR-029049,PRJ-04820,District Administration,Approved,5
APR-029050,PRJ-01602,Rural Development,Approved,0
APR-029051,PRJ-00283,RDO,Approved,18
APR-029052,PRJ-03658,RDO,Approved,7
APR-029053,PRJ-03831,Revenue,Pending,206
APR-029054,PRJ-02338,PWD,Pending,225
APR-029055,PRJ-01775,District Administration,Approved,23
APR-029056,PRJ-03934,Revenue,Approved,21
APR-029057,PRJ-04180,RDO,Pending,32
APR-029058,PRJ-01818,RDO,Approved,3
APR-029059,PRJ-02253,RDO,Pending,312
APR-029060,PRJ-00233,District Administration,Pending,353
APR-029061,PRJ-01597,PWD,Pending,61
APR-029062,PRJ-01886,RDO,Approved,7
APR-029063,PRJ-02154,PWD,Approved,40
APR-029064,PRJ-03119,District Administration,Pending,459
APR-029065,PRJ-01242,Rural Development,Approved,31
APR-029066,PRJ-00005,Rural Development,Approved,7
APR-029067,PRJ-04041,PWD,Approved,37
APR-029068,PRJ-01102,RDO,Approved,18
APR-029069,PRJ-01943,District Administration,Pending,290
APR-029070,PRJ-03309,Rural Development,Pending,490
APR-029071,PRJ-01575,PWD,Approved,0
APR-029072,PRJ-03739,RDO,Approved,11
APR-029073,PRJ-01495,PWD,Approved,15
APR-029074,PRJ-03107,PWD,Approved,23
APR-029075,PRJ-00751,PWD,Pending,347
APR-029076,PRJ-02948,Rural Development,Pending,244
APR-029077,PRJ-04218,PWD,Pending,376
APR-029078,PRJ-02973,Revenue,Approved,12
APR-029079,PRJ-01169,Revenue,Approved,21
APR-029080,PRJ-01044,Rural Development,Approved,27
APR-029081,PRJ-00532,Revenue,Approved,44
APR-029082,PRJ-00231,RDO,Approved,20
APR-029083,PRJ-02272,Revenue,Approved,37
APR-029084,PRJ-00618,RDO,Approved,17
APR-029085,PRJ-04198,RDO,Approved,3
APR-029086,PRJ-01408,Revenue,Approved,26
APR-029087,PRJ-00976,RDO,Approved,22
APR-029088,PRJ-02515,Rural Development,Approved,23
APR-029089,PRJ-01792,District Administration,Approved,2
APR-029090,PRJ-04815,Revenue,Approved,6
APR-029091,PRJ-01642,District Administration,Approved,33
APR-029092,PRJ-01942,Rural Development,Approved,4
APR-029093,PRJ-00234,PWD,Approved,37
APR-029094,PRJ-04501,PWD,Approved,10
APR-029095,PRJ-01082,Rural Development,Approved,39
APR-029096,PRJ-01527,District Administration,Approved,27
APR-029097,PRJ-00886,Rural Development,Approved,18
APR-029098,PRJ-03490,RDO,Approved,7
APR-029099,PRJ-00652,RDO,Approved,41
APR-029100,PRJ-04726,Rural Development,Approved,37
APR-029101,PRJ-04975,District Administration,Approved,31
APR-029102,PRJ-01227,District Administration,Approved,38
APR-029103,PRJ-01975,PWD,Approved,18
APR-029104,PRJ-01410,PWD,Approved,27
APR-029105,PRJ-00974,RDO,Approved,11
APR-029106,PRJ-04148,Rural Development,Approved,6
APR-029107,PRJ-01111,District Administration,Approved,14
APR-029108,PRJ-04201,RDO,Approved,24
APR-029109,PRJ-04912,Revenue,Approved,21
APR-029110,PRJ-04163,District Administration,Approved,24
APR-029111,PRJ-03527,Revenue,Approved,15
APR-029112,PRJ-03569,PWD,Approved,7
APR-029113,PRJ-00861,RDO,Pending,64
APR-029114,PRJ-00159,District Administration,Approved,16
APR-029115,PRJ-00081,RDO,Approved,0
APR-029116,PRJ-02789,Rural Development,Approved,42
APR-029117,PRJ-02501,RDO,Approved,34
APR-029118,PRJ-04686,District Administration,Approved,19
APR-029119,PRJ-00726,Rural Development,Approved,26
APR-029120,PRJ-04627,District Administration,Pending,94
APR-029121,PRJ-00801,RDO,Approved,35
APR-029122,PRJ-02505,Revenue,Approved,36
APR-029123,PRJ-01878,PWD,Approved,0
APR-029124,PRJ-02246,District Administration,Approved,0
APR-029125,PRJ-01258,Revenue,Approved,4
APR-029126,PRJ-03383,PWD,Approved,7
APR-029127,PRJ-01386,PWD,Approved,5
APR-029128,PRJ-04590,Rural Development,Approved,16
APR-029129,PRJ-03581,RDO,Approved,28
APR-029130,PRJ-03806,RDO,Approved,20
APR-029131,PRJ-04430,Revenue,Approved,0
APR-029132,PRJ-02160,RDO,Approved,43
APR-029133,PRJ-04478,Rural Development,Approved,26
APR-029134,PRJ-00892,RDO,Approved,22
APR-029135,PRJ-02645,District Administration,Approved,38
APR-029136,PRJ-04751,Revenue,Approved,13
APR-029137,PRJ-02732,District Administration,Approved,8
APR-029138,PRJ-04508,RDO,Approved,1
APR-029139,PRJ-00905,PWD,Approved,27
APR-029140,PRJ-02590,PWD,Approved,28
APR-029141,PRJ-04765,RDO,Approved,37
APR-029142,PRJ-01503,PWD,Approved,18
APR-029143,PRJ-00440,Rural Development,Approved,24
APR-029144,PRJ-02739,PWD,Approved,27
APR-029145,PRJ-02833,Rural Development,Approved,35
APR-029146,PRJ-03448,RDO,Approved,1
APR-029147,PRJ-02147,PWD,Pending,222
APR-029148,PRJ-02767,District Administration,Pending,470
APR-029149,PRJ-04692,PWD,Approved,30
APR-029150,PRJ-01904,PWD,Pending,175
APR-029151,PRJ-00135,Revenue,Approved,20
APR-029152,PRJ-01911,PWD,Approved,2
APR-029153,PRJ-04942,PWD,Approved,3
APR-029154,PRJ-03925,District Administration,Approved,44
APR-029155,PRJ-03830,District Administration,Approved,1
APR-029156,PRJ-03519,Revenue,Approved,2
APR-029157,PRJ-03994,District Administration,Pending,44
APR-029158,PRJ-00236,PWD,Approved,25
APR-029159,PRJ-00907,District Administration,Approved,38
APR-029160,PRJ-01580,RDO,Approved,39
APR-029161,PRJ-03161,PWD,Approved,9
APR-029162,PRJ-02010,RDO,Approved,44
APR-029163,PRJ-00001,RDO,Approved,40
APR-029164,PRJ-03447,RDO,Approved,38
APR-029165,PRJ-04682,Rural Development,Pending,42
APR-029166,PRJ-00074,Rural Development,Approved,17
APR-029167,PRJ-00631,Rural Development,Approved,7
APR-029168,PRJ-02764,RDO,Approved,13
APR-029169,PRJ-04288,Revenue,Approved,12
APR-029170,PRJ-00276,Revenue,Approved,0
APR-029171,PRJ-00764,Rural Development,Approved,36
APR-029172,PRJ-02428,Revenue,Approved,35
APR-029173,PRJ-04754,District Administration,Approved,9
APR-029174,PRJ-04164,Rural Development,Approved,38
APR-029175,PRJ-01669,PWD,Pending,358
APR-029176,PRJ-01139,RDO,Approved,26
APR-029177,PRJ-02011,District Administration,Approved,28
APR-029178,PRJ-02896,Revenue,Approved,42
APR-029179,PRJ-02293,District Administration,Approved,13
APR-029180,PRJ-00071,District Administration,Approved,31
APR-029181,PRJ-01710,Rural Development,Approved,15
APR-029182,PRJ-04073,Rural Development,Approved,12
APR-029183,PRJ-01539,PWD,Approved,14
APR-029184,PRJ-04703,RDO,Approved,35
APR-029185,PRJ-03617,District Administration,Approved,29
APR-029186,PRJ-03293,Rural Development,Approved,1
APR-029187,PRJ-00289,RDO,Approved,28
APR-029188,PRJ-02603,RDO,Approved,3
APR-029189,PRJ-00887,Rural Development,Approved,10
APR-029190,PRJ-02684,PWD,Pending,190
APR-029191,PRJ-00858,Revenue,Approved,34
APR-029192,PRJ-03312,Rural Development,Approved,9
