document_id,record_id,document_type,language,image_quality,document_year
DOC-026474,26474,Mutation Order,English,Good,2019
DOC-026475,26475,Chitta,Tamil,Good,1983
DOC-026476,26476,Chitta,Tamil,Poor,2014
DOC-026477,26477,Patta,Tamil,Good,2011
DOC-026478,26478,Mutation Order,Tamil-English,Moderate,2017
DOC-026479,26479,FMB,Tamil-English,Good,1983
DOC-026480,26480,Patta,Tamil,Good,2002
DOC-026481,26481,Sale Deed,Tamil,Faded,2002
DOC-026482,26482,Mutation Order,Tamil,Moderate,1993
DOC-026483,26483,Sale Deed,Tamil,Poor,1983
DOC-026484,26484,Patta,Tamil,Moderate,2016
DOC-026485,26485,Mutation Order,Tamil,Good,2017
DOC-026486,26486,A-Register,Tamil,Moderate,2024
DOC-026487,26487,Mutation Order,English,Good,1982
DOC-026488,26488,Mutation Order,Tamil,Moderate,1980
DOC-026489,26489,Patta,Tamil-English,Moderate,2024
DOC-026490,26490,Mutation Order,Tamil-English,Good,1986
DOC-026491,26491,Chitta,Tamil,Moderate,1987
DOC-026492,26492,Mutation Order,Tamil-English,Good,2005
DOC-026493,26493,Sale Deed,Tamil,Good,1998
DOC-026494,26494,Sale Deed,Tamil-English,Good,1995
DOC-026495,26495,Chitta,Tamil-English,Good,1988
DOC-026496,26496,Patta,Tamil,Good,2005
DOC-026497,26497,A-Register,English,Faded,2004
DOC-026498,26498,Patta,Tamil-English,Good,1989
DOC-026499,26499,FMB,English,Moderate,2013
DOC-026500,26500,A-Register,Tamil,Moderate,1990
DOC-026501,26501,Sale Deed,Tamil,Poor,2010
DOC-026502,26502,A-Register,Tamil,Poor,2016
DOC-026503,26503,Sale Deed,Tamil-English,Faded,1997
DOC-026504,26504,FMB,Tamil,Poor,2006
DOC-026505,26505,Mutation Order,Tamil,Moderate,2016
DOC-026506,26506,Patta,Tamil,Moderate,1997
DOC-026507,26507,Patta,Tamil,Good,2014
DOC-026508,26508,Patta,Tamil,Moderate,2025
DOC-026509,26509,Mutation Order,Tamil-English,Moderate,1998
DOC-026510,26510,A-Register,Tamil-English,Good,2005
DOC-026511,26511,Chitta,Tamil,Good,1991
DOC-026512,26512,A-Register,Tamil,Poor,2003
DOC-026513,26513,Mutation Order,Tamil,Poor,2009
DOC-026514,26514,Sale Deed,Tamil-English,Poor,2000
DOC-026515,26515,Chitta,English,Good,1991
DOC-026516,26516,A-Register,Tamil-English,Poor,1996
DOC-026517,26517,Chitta,Tamil,Good,1983
DOC-026518,26518,FMB,Tamil,Good,2008
DOC-026519,26519,Patta,Tamil,Moderate,2006
DOC-026520,26520,Patta,English,Moderate,1990
DOC-026521,26521,Mutation Order,English,Good,1994
DOC-026522,26522,Chitta,Tamil,Good,2010
DOC-026523,26523,Sale Deed,Tamil,Good,2008
DOC-026524,26524,Mutation Order,English,Moderate,2013
DOC-026525,26525,Mutation Order,Tamil,Moderate,1987
DOC-026526,26526,Chitta,Tamil-English,Faded,2018
DOC-026527,26527,Patta,English,Good,1998
DOC-026528,26528,Chitta,Tamil,Good,1988
DOC-026529,26529,Chitta,Tamil,Good,2018
DOC-026530,26530,Chitta,Tamil,Good,1996
DOC-026531,26531,Mutation Order,Tamil-English,Moderate,1995
DOC-026532,26532,Mutation Order,English,Moderate,2004
DOC-026533,26533,Patta,Tamil,Moderate,2021
DOC-026534,26534,A-Register,Tamil,Faded,1982
DOC-026535,26535,Sale Deed,Tamil-English,Moderate,1992
DOC-026536,26536,A-Register,Tamil-English,Moderate,1992
DOC-026537,26537,A-Register,Tamil,Poor,1985
DOC-026538,26538,Chitta,Tamil,Good,1986
DOC-026539,26539,A-Register,Tamil,Good,1986
DOC-026540,26540,A-Register,Tamil-English,Poor,1992
DOC-026541,26541,A-Register,Tamil-English,Good,2021
DOC-026542,26542,FMB,Tamil,Poor,2001
DOC-026543,26543,Chitta,Tamil-English,Good,2016
DOC-026544,26544,Patta,Tamil,Moderate,2022
DOC-026545,26545,Sale Deed,Tamil,Good,1991
DOC-026546,26546,Patta,Tamil,Good,2007
DOC-026547,26547,Mutation Order,Tamil-English,Moderate,1980
DOC-026548,26548,Patta,Tamil,Moderate,1989
DOC-026549,26549,FMB,English,Poor,2011
DOC-026550,26550,Patta,Tamil,Good,2022
DOC-026551,26551,Sale Deed,Tamil,Moderate,1986
DOC-026552,26552,A-Register,Tamil,Good,2000
DOC-026553,26553,Patta,Tamil,Moderate,2012
DOC-026554,26554,A-Register,Tamil,Moderate,2000
DOC-026555,26555,Mutation Order,Tamil,Good,1987
DOC-026556,26556,FMB,Tamil,Good,1994
DOC-026557,26557,A-Register,English,Good,1989
DOC-026558,26558,Patta,Tamil,Good,2022
DOC-026559,26559,Mutation Order,Tamil-English,Good,2022
DOC-026560,26560,Patta,Tamil,Moderate,1990
DOC-026561,26561,A-Register,Tamil,Good,1987
DOC-026562,26562,A-Register,Tamil,Good,1987
DOC-026563,26563,Patta,Tamil,Poor,1984
DOC-026564,26564,FMB,Tamil,Moderate,2005
DOC-026565,26565,Sale Deed,Tamil,Poor,2017
DOC-026566,26566,Mutation Order,Tamil,Good,2008
DOC-026567,26567,Mutation Order,Tamil,Good,1988
DOC-026568,26568,A-Register,Tamil-English,Moderate,2024
DOC-026569,26569,Patta,Tamil,Moderate,2002
DOC-026570,26570,Sale Deed,Tamil,Poor,2005
DOC-026571,26571,Sale Deed,Tamil,Good,2021
DOC-026572,26572,Mutation Order,Tamil,Moderate,1998
DOC-026573,26573,A-Register,Tamil-English,Moderate,2023
DOC-026574,26574,Patta,Tamil,Moderate,2015
DOC-026575,26575,FMB,Tamil,Poor,1984
DOC-026576,26576,Mutation Order,English,Good,2005
DOC-026577,26577,FMB,Tamil-English,Good,2006
DOC-026578,26578,A-Register,Tamil-English,Good,1980
DOC-026579,26579,Mutation Order,Tamil,Moderate,2023
DOC-026580,26580,Chitta,Tamil,Poor,1996
DOC-026581,26581,Mutation Order,English,Moderate,1990
DOC-026582,26582,A-Register,Tamil,Good,1997
DOC-026583,26583,Patta,Tamil,Good,2014
DOC-026584,26584,FMB,Tamil,Good,1991
DOC-026585,26585,Patta,Tamil-English,Moderate,1997
DOC-026586,26586,Mutation Order,Tamil,Moderate,1980
DOC-026587,26587,Sale Deed,Tamil,Good,1995
DOC-026588,26588,Chitta,Tamil-English,Poor,1996
DOC-026589,26589,Chitta,Tamil-English,Moderate,1996
DOC-026590,26590,Mutation Order,Tamil-English,Good,1998
DOC-026591,26591,A-Register,English,Good,1985
DOC-026592,26592,FMB,Tamil,Good,2007
DOC-026593,26593,Patta,Tamil,Good,2003
DOC-026594,26594,Patta,Tamil,Poor,2002
DOC-026595,26595,Patta,Tamil,Good,1984
DOC-026596,26596,Mutation Order,Tamil-English,Good,1987
DOC-026597,26597,Mutation Order,Tamil-English,Faded,2010
DOC-026598,26598,A-Register,English,Moderate,2000
DOC-026599,26599,Sale Deed,Tamil-English,Good,2012
DOC-026600,26600,Sale Deed,Tamil,Good,1981
DOC-026601,26601,Mutation Order,Tamil,Poor,2019
DOC-026602,26602,Patta,Tamil,Good,2025
DOC-026603,26603,Patta,Tamil,Good,2009
DOC-026604,26604,A-Register,Tamil,Good,2000
DOC-026605,26605,Mutation Order,Tamil,Good,2002
DOC-026606,26606,Chitta,Tamil,Poor,1983
DOC-026607,26607,Chitta,Tamil,Moderate,2008
DOC-026608,26608,Chitta,Tamil-English,Moderate,2020
DOC-026609,26609,Patta,Tamil,Moderate,1992
DOC-026610,26610,Chitta,Tamil,Good,1986
DOC-026611,26611,Sale Deed,English,Good,1998
DOC-026612,26612,A-Register,Tamil,Good,2011
DOC-026613,26613,FMB,Tamil,Moderate,1998
DOC-026614,26614,Mutation Order,Tamil,Good,2008
DOC-026615,26615,Chitta,Tamil,Poor,1997
DOC-026616,26616,Patta,Tamil-English,Good,2019
DOC-026617,26617,A-Register,English,Poor,2013
DOC-026618,26618,Mutation Order,Tamil,Poor,2001
DOC-026619,26619,A-Register,Tamil-English,Good,2016
DOC-026620,26620,A-Register,Tamil,Moderate,1986
DOC-026621,26621,Sale Deed,English,Good,1995
DOC-026622,26622,Mutation Order,Tamil,Good,1989
DOC-026623,26623,A-Register,English,Moderate,2009
DOC-026624,26624,Sale Deed,Tamil,Good,1984
DOC-026625,26625,Patta,Tamil,Good,1980
DOC-026626,26626,Mutation Order,Tamil,Poor,2007
DOC-026627,26627,A-Register,Tamil-English,Moderate,2001
DOC-026628,26628,Mutation Order,English,Faded,2022
DOC-026629,26629,Mutation Order,Tamil-English,Moderate,1993
DOC-026630,26630,Chitta,Tamil,Faded,1984
DOC-026631,26631,Sale Deed,Tamil,Good,2005
DOC-026632,26632,A-Register,Tamil,Moderate,1997
DOC-026633,26633,Patta,Tamil,Good,2024
DOC-026634,26634,Chitta,Tamil,Good,2002
DOC-026635,26635,A-Register,Tamil,Poor,2024
DOC-026636,26636,FMB,Tamil-English,Good,1990
DOC-026637,26637,Sale Deed,Tamil,Good,2008
DOC-026638,26638,A-Register,Tamil-English,Good,2023
DOC-026639,26639,Mutation Order,Tamil,Moderate,2007
DOC-026640,26640,Chitta,Tamil,Poor,2009
DOC-026641,26641,A-Register,Tamil,Moderate,2007
DOC-026642,26642,Mutation Order,Tamil,Good,2007
DOC-026643,26643,Mutation Order,Tamil,Moderate,2019
DOC-026644,26644,FMB,English,Good,2007
DOC-026645,26645,Patta,Tamil,Good,1992
DOC-026646,26646,Sale Deed,Tamil,Poor,2005
DOC-026647,26647,Patta,Tamil,Moderate,1989
DOC-026648,26648,Sale Deed,Tamil-English,Good,1986
DOC-026649,26649,Sale Deed,Tamil,Good,2013
DOC-026650,26650,Chitta,Tamil,Good,2006
DOC-026651,26651,FMB,Tamil,Moderate,1987
DOC-026652,26652,Chitta,Tamil,Poor,2022
DOC-026653,26653,Patta,Tamil,Moderate,2002
DOC-026654,26654,Mutation Order,English,Moderate,2009
DOC-026655,26655,Sale Deed,Tamil,Good,2019
DOC-026656,26656,A-Register,Tamil,Good,1980
DOC-026657,26657,Patta,Tamil-English,Poor,2022
DOC-026658,26658,Patta,Tamil,Poor,2020
DOC-026659,26659,Mutation Order,Tamil,Moderate,2008
DOC-026660,26660,A-Register,Tamil,Moderate,1998
DOC-026661,26661,Mutation Order,Tamil,Good,2013
DOC-026662,26662,Mutation Order,Tamil,Good,2016
DOC-026663,26663,A-Register,Tamil-English,Good,1997
DOC-026664,26664,Chitta,Tamil-English,Good,2011
DOC-026665,26665,FMB,Tamil,Good,1989
DOC-026666,26666,FMB,Tamil-English,Poor,2010
DOC-026667,26667,Chitta,Tamil-English,Poor,2018
DOC-026668,26668,Chitta,Tamil-English,Good,1985
DOC-026669,26669,Patta,Tamil-English,Moderate,2011
DOC-026670,26670,Mutation Order,Tamil-English,Good,2006
DOC-026671,26671,FMB,Tamil,Good,1999
DOC-026672,26672,A-Register,Tamil-English,Good,2014
DOC-026673,26673,Sale Deed,Tamil-English,Good,2021
DOC-026674,26674,A-Register,Tamil,Good,2017
DOC-026675,26675,Mutation Order,Tamil,Moderate,1984
DOC-026676,26676,Chitta,Tamil,Poor,1997
DOC-026677,26677,Chitta,Tamil,Good,2020
DOC-026678,26678,A-Register,Tamil,Good,1991
DOC-026679,26679,FMB,Tamil,Moderate,1993
DOC-026680,26680,A-Register,Tamil,Poor,2008
DOC-026681,26681,Chitta,Tamil,Good,2021
DOC-026682,26682,FMB,Tamil,Good,2024
DOC-026683,26683,A-Register,Tamil-English,Moderate,1980
DOC-026684,26684,FMB,Tamil,Poor,2021
DOC-026685,26685,Mutation Order,Tamil-English,Moderate,2019
DOC-026686,26686,A-Register,Tamil,Poor,2006
DOC-026687,26687,A-Register,Tamil,Good,2012
DOC-026688,26688,FMB,Tamil,Good,1994
DOC-026689,26689,Mutation Order,Tamil,Good,2021
DOC-026690,26690,Sale Deed,Tamil-English,Good,2021
DOC-026691,26691,Chitta,Tamil,Good,2001
DOC-026692,26692,Mutation Order,English,Good,1980
DOC-026693,26693,Mutation Order,English,Good,1995
DOC-026694,26694,Chitta,Tamil,Good,2006
DOC-026695,26695,FMB,Tamil-English,Good,1994
DOC-026696,26696,Sale Deed,Tamil,Good,2019
DOC-026697,26697,Mutation Order,Tamil,Moderate,2003
DOC-026698,26698,Patta,Tamil,Good,2021
DOC-026699,26699,Chitta,Tamil-English,Moderate,2019
DOC-026700,26700,A-Register,Tamil,Good,2007
DOC-026701,26701,FMB,Tamil,Moderate,1994
DOC-026702,26702,Sale Deed,Tamil,Good,1997
DOC-026703,26703,Patta,English,Good,1995
DOC-026704,26704,A-Register,English,Poor,2010
DOC-026705,26705,Mutation Order,Tamil,Poor,2003
DOC-026706,26706,FMB,Tamil,Good,2024
DOC-026707,26707,Chitta,Tamil,Good,1989
DOC-026708,26708,Sale Deed,Tamil,Poor,2022
DOC-026709,26709,FMB,Tamil,Good,1985
DOC-026710,26710,Mutation Order,Tamil,Good,1981
DOC-026711,26711,Chitta,English,Moderate,1996
DOC-026712,26712,FMB,Tamil,Faded,1989
DOC-026713,26713,Chitta,Tamil,Faded,2020
DOC-026714,26714,Mutation Order,Tamil,Good,2022
DOC-026715,26715,A-Register,Tamil,Moderate,2011
DOC-026716,26716,A-Register,English,Poor,2006
DOC-026717,26717,Sale Deed,Tamil-English,Poor,1996
DOC-026718,26718,Mutation Order,Tamil-English,Poor,1980
DOC-026719,26719,FMB,Tamil-English,Faded,1989
DOC-026720,26720,Sale Deed,Tamil-English,Good,1991
DOC-026721,26721,Chitta,Tamil,Moderate,2010
DOC-026722,26722,Mutation Order,Tamil,Moderate,1995
DOC-026723,26723,Patta,Tamil-English,Good,1981
DOC-026724,26724,A-Register,Tamil,Moderate,2002
DOC-026725,26725,FMB,Tamil,Moderate,2016
DOC-026726,26726,FMB,Tamil,Good,2007
DOC-026727,26727,Chitta,Tamil,Moderate,1980
DOC-026728,26728,FMB,Tamil,Moderate,1995
DOC-026729,26729,Chitta,Tamil,Moderate,1981
DOC-026730,26730,Sale Deed,English,Moderate,1995
DOC-026731,26731,Sale Deed,Tamil,Moderate,2009
DOC-026732,26732,Mutation Order,Tamil-English,Good,2014
DOC-026733,26733,A-Register,Tamil,Good,1992
DOC-026734,26734,Patta,Tamil,Good,2012
DOC-026735,26735,A-Register,Tamil,Moderate,1997
DOC-026736,26736,A-Register,Tamil,Moderate,2003
DOC-026737,26737,Sale Deed,English,Good,1992
DOC-026738,26738,Patta,Tamil,Poor,2000
DOC-026739,26739,A-Register,Tamil,Good,1981
DOC-026740,26740,Mutation Order,Tamil,Good,2016
DOC-026741,26741,FMB,Tamil,Poor,1987
DOC-026742,26742,Sale Deed,Tamil,Moderate,2004
DOC-026743,26743,A-Register,Tamil,Poor,2021
DOC-026744,26744,Patta,Tamil,Good,1994
DOC-026745,26745,A-Register,Tamil-English,Moderate,1981
DOC-026746,26746,Patta,English,Good,1997
DOC-026747,26747,Chitta,Tamil,Moderate,2006
DOC-026748,26748,Patta,Tamil,Moderate,1994
DOC-026749,26749,Sale Deed,English,Moderate,2002
DOC-026750,26750,Patta,Tamil,Moderate,1982
DOC-026751,26751,FMB,Tamil,Good,1992
DOC-026752,26752,Mutation Order,Tamil,Good,2023
DOC-026753,26753,Sale Deed,Tamil,Poor,2013
DOC-026754,26754,Patta,Tamil,Moderate,2025
DOC-026755,26755,A-Register,Tamil,Moderate,2000
DOC-026756,26756,A-Register,Tamil,Good,2010
DOC-026757,26757,Sale Deed,Tamil,Poor,2024
DOC-026758,26758,A-Register,Tamil-English,Good,2009
DOC-026759,26759,Patta,Tamil,Poor,1999
DOC-026760,26760,A-Register,Tamil,Poor,1988
DOC-026761,26761,Patta,Tamil,Good,2007
DOC-026762,26762,A-Register,Tamil-English,Moderate,1996
DOC-026763,26763,A-Register,Tamil,Moderate,2017
DOC-026764,26764,FMB,Tamil,Good,2016
DOC-026765,26765,FMB,Tamil,Moderate,1994
DOC-026766,26766,Chitta,Tamil,Good,2016
DOC-026767,26767,FMB,Tamil,Moderate,1986
DOC-026768,26768,Sale Deed,Tamil,Poor,1986
DOC-026769,26769,A-Register,Tamil,Good,2012
DOC-026770,26770,Mutation Order,Tamil,Moderate,1999
DOC-026771,26771,Chitta,English,Good,1986
DOC-026772,26772,A-Register,Tamil,Moderate,2016
DOC-026773,26773,Patta,Tamil,Moderate,1995
DOC-026774,26774,Sale Deed,Tamil,Poor,2003
DOC-026775,26775,FMB,Tamil,Poor,2024
DOC-026776,26776,Patta,Tamil,Moderate,1988
DOC-026777,26777,FMB,Tamil,Poor,2014
DOC-026778,26778,Sale Deed,Tamil,Moderate,2012
DOC-026779,26779,Sale Deed,Tamil-English,Moderate,2014
DOC-026780,26780,Sale Deed,Tamil,Good,1988
DOC-026781,26781,A-Register,Tamil,Good,2024
DOC-026782,26782,FMB,Tamil,Moderate,2025
DOC-026783,26783,Mutation Order,Tamil,Good,1986
DOC-026784,26784,A-Register,English,Good,2020
DOC-026785,26785,Mutation Order,Tamil-English,Moderate,2016
DOC-026786,26786,Sale Deed,Tamil,Moderate,1994
DOC-026787,26787,Chitta,Tamil,Moderate,1986
DOC-026788,26788,Mutation Order,Tamil,Faded,2020
DOC-026789,26789,Sale Deed,Tamil,Moderate,2007
DOC-026790,26790,FMB,Tamil,Good,1990
DOC-026791,26791,A-Register,Tamil,Poor,2000
DOC-026792,26792,Mutation Order,Tamil-English,Good,2023
DOC-026793,26793,Chitta,Tamil,Good,1983
DOC-026794,26794,Sale Deed,Tamil-English,Good,2023
DOC-026795,26795,Patta,Tamil,Moderate,2015
DOC-026796,26796,Patta,Tamil,Good,2019
DOC-026797,26797,Patta,English,Moderate,2009
DOC-026798,26798,Patta,Tamil,Good,2022
DOC-026799,26799,Chitta,Tamil,Good,1986
DOC-026800,26800,Sale Deed,Tamil,Good,2009
DOC-026801,26801,Mutation Order,Tamil,Moderate,2015
DOC-026802,26802,Mutation Order,English,Moderate,2015
DOC-026803,26803,Sale Deed,Tamil,Good,2007
DOC-026804,26804,Chitta,Tamil,Moderate,1995
DOC-026805,26805,Patta,Tamil,Moderate,1985
DOC-026806,26806,Mutation Order,Tamil,Good,1999
DOC-026807,26807,Sale Deed,Tamil,Good,2014
DOC-026808,26808,A-Register,English,Good,2004
DOC-026809,26809,FMB,Tamil,Moderate,2008
DOC-026810,26810,Sale Deed,Tamil-English,Moderate,2003
DOC-026811,26811,Mutation Order,Tamil-English,Poor,2000
DOC-026812,26812,Patta,Tamil,Poor,1980
DOC-026813,26813,Chitta,Tamil,Moderate,2008
DOC-026814,26814,Chitta,Tamil,Moderate,1994
DOC-026815,26815,A-Register,Tamil-English,Moderate,2010
DOC-026816,26816,Sale Deed,Tamil,Moderate,1980
DOC-026817,26817,A-Register,Tamil,Good,2006
DOC-026818,26818,Mutation Order,Tamil,Faded,2006
DOC-026819,26819,Patta,Tamil-English,Good,2000
DOC-026820,26820,Patta,Tamil,Good,2014
DOC-026821,26821,FMB,Tamil-English,Moderate,2004
DOC-026822,26822,FMB,Tamil,Poor,2008
DOC-026823,26823,Sale Deed,Tamil,Good,1994
DOC-026824,26824,Mutation Order,English,Good,2014
DOC-026825,26825,Patta,Tamil,Good,1998
DOC-026826,26826,Sale Deed,Tamil,Good,1997
DOC-026827,26827,A-Register,Tamil-English,Moderate,1998
DOC-026828,26828,Patta,Tamil-English,Moderate,1983
DOC-026829,26829,Mutation Order,Tamil,Good,2012
DOC-026830,26830,Sale Deed,Tamil,Good,2013
DOC-026831,26831,Patta,English,Good,2018
DOC-026832,26832,FMB,Tamil,Good,1991
DOC-026833,26833,Chitta,Tamil,Good,2010
DOC-026834,26834,A-Register,Tamil,Good,1981
DOC-026835,26835,FMB,Tamil,Good,2018
DOC-026836,26836,Chitta,Tamil,Moderate,1990
DOC-026837,26837,A-Register,Tamil,Good,1997
DOC-026838,26838,Patta,Tamil-English,Good,2002
DOC-026839,26839,Mutation Order,Tamil-English,Moderate,1988
DOC-026840,26840,Mutation Order,Tamil-English,Good,2011
DOC-026841,26841,Sale Deed,Tamil,Good,1981
DOC-026842,26842,Sale Deed,Tamil,Good,2013
DOC-026843,26843,Patta,Tamil,Moderate,1998
DOC-026844,26844,Sale Deed,Tamil,Good,1996
DOC-026845,26845,Mutation Order,Tamil-English,Good,1999
DOC-026846,26846,Mutation Order,Tamil,Moderate,2003
DOC-026847,26847,Patta,Tamil,Moderate,2005
DOC-026848,26848,Sale Deed,Tamil,Good,1998
DOC-026849,26849,Chitta,Tamil,Good,2013
DOC-026850,26850,A-Register,Tamil-English,Moderate,1990
DOC-026851,26851,A-Register,Tamil,Good,1983
DOC-026852,26852,Mutation Order,Tamil,Good,2013
DOC-026853,26853,Sale Deed,Tamil,Moderate,2015
DOC-026854,26854,Mutation Order,Tamil,Moderate,2022
DOC-026855,26855,FMB,Tamil,Poor,2025
DOC-026856,26856,Chitta,Tamil,Good,1993
DOC-026857,26857,Mutation Order,Tamil,Moderate,1985
DOC-026858,26858,Chitta,Tamil-English,Good,1982
DOC-026859,26859,Patta,Tamil,Faded,1989
DOC-026860,26860,Sale Deed,Tamil,Good,2018
DOC-026861,26861,A-Register,Tamil,Good,2009
DOC-026862,26862,FMB,Tamil,Poor,2020
DOC-026863,26863,Sale Deed,Tamil,Good,1986
DOC-026864,26864,FMB,Tamil,Moderate,1981
DOC-026865,26865,Mutation Order,Tamil,Moderate,2015
DOC-026866,26866,A-Register,Tamil,Moderate,1993
DOC-026867,26867,Chitta,English,Moderate,2022
DOC-026868,26868,A-Register,Tamil,Moderate,2021
DOC-026869,26869,FMB,Tamil,Good,1988
DOC-026870,26870,Chitta,Tamil-English,Poor,2015
DOC-026871,26871,Patta,Tamil,Faded,2011
DOC-026872,26872,Chitta,Tamil-English,Moderate,1989
DOC-026873,26873,Patta,English,Good,1998
DOC-026874,26874,Sale Deed,English,Poor,2000
DOC-026875,26875,FMB,Tamil-English,Good,1983
DOC-026876,26876,FMB,Tamil,Good,2001
DOC-026877,26877,A-Register,Tamil,Good,1991
DOC-026878,26878,Chitta,Tamil-English,Moderate,1995
DOC-026879,26879,Chitta,Tamil,Moderate,1999
DOC-026880,26880,A-Register,Tamil-English,Moderate,1987
DOC-026881,26881,A-Register,Tamil,Good,1995
DOC-026882,26882,Mutation Order,Tamil,Good,1981
DOC-026883,26883,A-Register,Tamil,Moderate,1992
DOC-026884,26884,A-Register,Tamil-English,Good,1993
DOC-026885,26885,Chitta,Tamil,Moderate,1992
DOC-026886,26886,Patta,Tamil,Poor,1984
DOC-026887,26887,Patta,English,Good,2010
DOC-026888,26888,Mutation Order,Tamil,Moderate,2004
DOC-026889,26889,Mutation Order,Tamil,Good,2007
DOC-026890,26890,Sale Deed,Tamil-English,Moderate,2016
DOC-026891,26891,Sale Deed,Tamil,Good,1981
DOC-026892,26892,A-Register,Tamil,Poor,2014
DOC-026893,26893,FMB,Tamil-English,Good,1980
DOC-026894,26894,Sale Deed,Tamil,Moderate,2007
DOC-026895,26895,Chitta,English,Moderate,2016
DOC-026896,26896,FMB,Tamil-English,Good,2011
DOC-026897,26897,Patta,Tamil,Good,1993
DOC-026898,26898,Mutation Order,Tamil,Good,2005
DOC-026899,26899,A-Register,Tamil,Good,2019
DOC-026900,26900,FMB,Tamil,Moderate,2008
DOC-026901,26901,FMB,Tamil,Good,1999
DOC-026902,26902,Sale Deed,English,Moderate,2011
DOC-026903,26903,Sale Deed,English,Good,2022
DOC-026904,26904,FMB,Tamil,Good,2021
DOC-026905,26905,Chitta,Tamil,Good,1980
DOC-026906,26906,Patta,Tamil,Moderate,1985
DOC-026907,26907,A-Register,Tamil,Moderate,1982
DOC-026908,26908,Sale Deed,Tamil,Good,2001
DOC-026909,26909,Chitta,Tamil-English,Good,2018
DOC-026910,26910,Mutation Order,Tamil,Moderate,1983
DOC-026911,26911,A-Register,Tamil,Good,1992
DOC-026912,26912,Mutation Order,Tamil-English,Good,2010
DOC-026913,26913,Mutation Order,Tamil,Good,2013
DOC-026914,26914,Sale Deed,Tamil,Moderate,2009
DOC-026915,26915,A-Register,Tamil,Good,2019
DOC-026916,26916,A-Register,Tamil-English,Moderate,1992
DOC-026917,26917,FMB,English,Good,1995
DOC-026918,26918,Mutation Order,Tamil,Good,2019
DOC-026919,26919,Chitta,English,Moderate,2016
DOC-026920,26920,FMB,English,Poor,2018
DOC-026921,26921,A-Register,Tamil,Moderate,2012
DOC-026922,26922,A-Register,Tamil,Good,1987
DOC-026923,26923,Chitta,Tamil,Moderate,1996
DOC-026924,26924,Chitta,Tamil,Moderate,2016
DOC-026925,26925,Chitta,Tamil,Good,2011
DOC-026926,26926,A-Register,Tamil,Good,2001
DOC-026927,26927,Chitta,English,Good,2015
DOC-026928,26928,Sale Deed,Tamil,Good,1998
DOC-026929,26929,Mutation Order,Tamil-English,Moderate,1980
DOC-026930,26930,Mutation Order,Tamil,Faded,2012
DOC-026931,26931,Patta,Tamil,Good,1993
DOC-026932,26932,Mutation Order,Tamil-English,Good,2021
DOC-026933,26933,Patta,Tamil,Faded,1992
DOC-026934,26934,Chitta,Tamil,Faded,1993
DOC-026935,26935,A-Register,Tamil,Good,2010
DOC-026936,26936,FMB,Tamil,Moderate,1984
DOC-026937,26937,Patta,Tamil,Moderate,2019
DOC-026938,26938,A-Register,Tamil-English,Good,2006
DOC-026939,26939,A-Register,Tamil,Good,1988
DOC-026940,26940,A-Register,Tamil-English,Good,2022
DOC-026941,26941,Sale Deed,Tamil,Good,2021
DOC-026942,26942,A-Register,English,Faded,2008
DOC-026943,26943,Mutation Order,Tamil,Moderate,2010
DOC-026944,26944,Chitta,Tamil,Good,2009
DOC-026945,26945,Sale Deed,Tamil,Good,1993
DOC-026946,26946,Sale Deed,Tamil,Good,1997
DOC-026947,26947,Chitta,Tamil-English,Good,2025
DOC-026948,26948,Patta,Tamil,Faded,2012
DOC-026949,26949,Sale Deed,Tamil,Moderate,1990
DOC-026950,26950,Patta,Tamil,Good,1984
DOC-026951,26951,Chitta,Tamil,Good,2005
DOC-026952,26952,Mutation Order,Tamil,Good,2022
DOC-026953,26953,A-Register,Tamil,Moderate,1998
