weather_id,project_id,monsoon_exposure,extreme_rain_events,weather_risk_score
WX-032343,PRJ-00813,High,1,30.0
WX-032344,PRJ-04936,Low,0,98.4
WX-032345,PRJ-00126,Medium,0,36.7
WX-032346,PRJ-00999,Low,0,50.3
WX-032347,PRJ-00237,Medium,0,94.1
WX-032348,PRJ-00369,Low,1,84.6
WX-032349,PRJ-04799,High,1,78.1
WX-032350,PRJ-03070,High,0,31.7
WX-032351,PRJ-04977,Medium,3,38.2
WX-032352,PRJ-03203,Low,0,73.0
WX-032353,PRJ-03275,Medium,3,25.9
WX-032354,PRJ-04139,Medium,1,10.2
WX-032355,PRJ-01489,High,3,61.8
WX-032356,PRJ-02588,Low,1,99.4
WX-032357,PRJ-00709,High,1,66.2
WX-032358,PRJ-00457,High,2,69.1
WX-032359,PRJ-01872,Low,2,77.2
WX-032360,PRJ-02215,Medium,3,51.2
WX-032361,PRJ-00210,Low,1,69.9
WX-032362,PRJ-02333,Medium,2,34.4
WX-032363,PRJ-04958,Medium,1,25.7
WX-032364,PRJ-00907,Low,1,30.7
WX-032365,PRJ-03303,Low,2,51.2
WX-032366,PRJ-02228,High,1,53.3
WX-032367,PRJ-01835,Low,0,74.2
WX-032368,PRJ-04271,Low,1,69.1
WX-032369,PRJ-02963,High,2,94.1
WX-032370,PRJ-02456,Medium,0,52.9
WX-032371,PRJ-01309,High,0,83.0
WX-032372,PRJ-04014,High,2,89.4
WX-032373,PRJ-00982,Low,2,80.7
WX-032374,PRJ-00087,Low,3,32.2
WX-032375,PRJ-01136,High,8,29.8
WX-032376,PRJ-01136,Medium,3,34.3
WX-032377,PRJ-03715,Low,1,71.2
WX-032378,PRJ-01390,Low,1,47.1
WX-032379,PRJ-01148,Medium,0,9.4
WX-032380,PRJ-01021,Medium,4,6.0
WX-032381,PRJ-01521,Medium,1,72.2
WX-032382,PRJ-04878,High,0,20.4
WX-032383,PRJ-03482,Low,1,94.6
WX-032384,PRJ-00863,Medium,2,87.7
WX-032385,PRJ-04315,High,4,77.0
WX-032386,PRJ-03669,Medium,0,12.6
WX-032387,PRJ-02390,Low,0,53.3
WX-032388,PRJ-03701,Low,3,24.4
WX-032389,PRJ-01810,High,3,70.6
WX-032390,PRJ-00109,Low,1,69.2
WX-032391,PRJ-00790,Medium,3,21.7
WX-032392,PRJ-00952,Low,2,11.6
WX-032393,PRJ-01008,Medium,2,78.0
WX-032394,PRJ-03334,Medium,2,81.3
WX-032395,PRJ-04691,Medium,2,73.0
WX-032396,PRJ-04388,Low,4,5.4
WX-032397,PRJ-04887,Medium,1,53.2
WX-032398,PRJ-03081,High,3,17.5
WX-032399,PRJ-01313,Low,2,83.3
WX-032400,PRJ-01711,Low,2,45.3
WX-032401,PRJ-00654,Low,2,23.7
WX-032402,PRJ-02962,Medium,1,11.2
WX-032403,PRJ-00169,High,1,25.2
WX-032404,PRJ-02582,Low,0,36.0
WX-032405,PRJ-00844,Medium,3,43.2
WX-032406,PRJ-00574,Low,4,86.7
WX-032407,PRJ-00993,Low,1,88.2
WX-032408,PRJ-04045,Low,1,32.3
WX-032409,PRJ-02715,Medium,2,7.1
WX-032410,PRJ-01585,Low,1,72.6
WX-032411,PRJ-04640,Medium,1,3.2
WX-032412,PRJ-00252,Medium,1,57.9
WX-032413,PRJ-01968,Medium,0,85.7
WX-032414,PRJ-03772,High,2,73.8
WX-032415,PRJ-00385,Low,1,68.2
WX-032416,PRJ-01464,Medium,1,92.6
WX-032417,PRJ-02035,Medium,0,12.9
WX-032418,PRJ-04117,Low,1,32.5
WX-032419,PRJ-01925,High,1,3.4
WX-032420,PRJ-03082,Medium,3,16.1
WX-032421,PRJ-02461,Medium,1,6.6
WX-032422,PRJ-03652,Medium,2,76.7
WX-032423,PRJ-03339,Low,0,43.7
WX-032424,PRJ-03926,Low,2,20.3
WX-032425,PRJ-01117,Medium,0,39.7
WX-032426,PRJ-00619,Medium,2,42.6
WX-032427,PRJ-04248,Medium,3,53.3
WX-032428,PRJ-01059,Medium,0,90.2
WX-032429,PRJ-01478,High,3,18.8
WX-032430,PRJ-04319,Medium,0,99.6
WX-032431,PRJ-00777,Medium,2,91.9
WX-032432,PRJ-00151,Low,2,45.0
WX-032433,PRJ-04541,High,1,34.9
WX-032434,PRJ-00896,Low,1,10.4
WX-032435,PRJ-01664,Medium,2,38.4
WX-032436,PRJ-03912,Medium,3,87.9
WX-032437,PRJ-04132,High,2,9.9
WX-032438,PRJ-04097,Low,1,67.9
WX-032439,PRJ-01920,High,2,92.8
WX-032440,PRJ-03392,Low,0,76.4
WX-032441,PRJ-00445,High,0,26.8
WX-032442,PRJ-00443,Low,0,15.8
WX-032443,PRJ-02646,Low,1,6.1
WX-032444,PRJ-04443,Low,0,1.9
WX-032445,PRJ-04524,Low,1,22.9
WX-032446,PRJ-00778,High,1,3.6
WX-032447,PRJ-04123,High,4,37.6
WX-032448,PRJ-00268,Low,2,50.4
WX-032449,PRJ-00490,Low,3,88.8
WX-032450,PRJ-01296,Low,2,64.7
WX-032451,PRJ-02470,Medium,0,35.5
WX-032452,PRJ-03434,Low,2,23.8
WX-032453,PRJ-01368,Low,2,25.9
WX-032454,PRJ-03122,Medium,1,77.8
WX-032455,PRJ-03934,Medium,3,49.3
WX-032456,PRJ-03684,Low,3,21.6
WX-032457,PRJ-02491,Medium,2,26.2
WX-032458,PRJ-00606,High,2,1.1
WX-032459,PRJ-04686,Low,1,10.8
WX-032460,PRJ-00509,Low,1,28.8
WX-032461,PRJ-01701,Low,3,9.2
WX-032462,PRJ-03656,Low,1,75.8
WX-032463,PRJ-04667,High,3,96.9
WX-032464,PRJ-04758,Low,1,30.9
WX-032465,PRJ-02492,Low,2,94.0
WX-032466,PRJ-02002,Low,0,81.0
WX-032467,PRJ-00821,Medium,0,19.1
WX-032468,PRJ-02923,Low,2,34.8
WX-032469,PRJ-03000,Medium,5,72.8
WX-032470,PRJ-00203,Medium,1,58.5
WX-032471,PRJ-01540,Low,2,22.2
WX-032472,PRJ-02298,Low,1,82.1
WX-032473,PRJ-01412,High,1,35.3
WX-032474,PRJ-04514,Medium,1,90.4
WX-032475,PRJ-02694,Medium,0,60.8
WX-032476,PRJ-04853,Low,2,64.8
WX-032477,PRJ-01461,Medium,2,82.6
WX-032478,PRJ-02793,Low,1,39.1
WX-032479,PRJ-02660,High,2,20.8
WX-032480,PRJ-03736,Medium,0,69.7
WX-032481,PRJ-01391,Medium,1,7.4
WX-032482,PRJ-04201,Medium,4,48.7
WX-032483,PRJ-01180,Low,3,72.0
WX-032484,PRJ-02746,Low,3,82.3
WX-032485,PRJ-02170,Medium,2,20.1
WX-032486,PRJ-01688,Low,2,56.2
WX-032487,PRJ-04549,Medium,2,84.0
WX-032488,PRJ-01768,Medium,0,74.6
WX-032489,PRJ-03733,Medium,1,80.8
WX-032490,PRJ-02740,Medium,0,80.8
WX-032491,PRJ-04734,Low,2,82.9
WX-032492,PRJ-00764,Medium,1,18.1
WX-032493,PRJ-01152,Medium,3,91.8
WX-032494,PRJ-01886,Medium,1,65.5
WX-032495,PRJ-01399,Low,1,27.2
WX-032496,PRJ-03128,Medium,3,42.4
WX-032497,PRJ-03168,Medium,0,54.3
WX-032498,PRJ-04477,High,4,77.9
WX-032499,PRJ-02838,Medium,3,7.8
WX-032500,PRJ-03339,High,1,60.1
WX-032501,PRJ-03968,Medium,1,28.8
WX-032502,PRJ-03780,Medium,0,75.0
WX-032503,PRJ-02034,Medium,2,69.9
WX-032504,PRJ-04831,Medium,1,27.5
WX-032505,PRJ-01001,Low,0,78.3
WX-032506,PRJ-02197,High,2,45.1
WX-032507,PRJ-00437,Low,1,3.6
WX-032508,PRJ-03829,Medium,0,9.1
WX-032509,PRJ-00981,Low,1,5.2
WX-032510,PRJ-02705,Low,0,18.7
WX-032511,PRJ-00942,High,2,44.9
WX-032512,PRJ-01149,Medium,1,81.5
WX-032513,PRJ-02305,Medium,0,17.3
WX-032514,PRJ-00269,High,2,55.6
WX-032515,PRJ-04572,Low,0,31.7
WX-032516,PRJ-04627,Medium,3,29.3
WX-032517,PRJ-04836,Low,0,48.0
WX-032518,PRJ-02033,High,1,83.5
WX-032519,PRJ-00463,Low,2,98.8
WX-032520,PRJ-02370,High,0,75.7
WX-032521,PRJ-01383,Low,0,76.0
WX-032522,PRJ-03015,Medium,2,35.3
WX-032523,PRJ-00856,Medium,2,63.7
WX-032524,PRJ-03199,High,0,18.1
WX-032525,PRJ-03601,Medium,0,62.0
WX-032526,PRJ-01603,High,1,30.8
WX-032527,PRJ-02693,Low,4,84.2
WX-032528,PRJ-03161,Medium,3,34.5
WX-032529,PRJ-02124,Low,3,70.3
WX-032530,PRJ-02500,Low,2,96.5
WX-032531,PRJ-01991,High,3,28.3
WX-032532,PRJ-02261,Medium,1,55.2
WX-032533,PRJ-04758,Low,3,78.7
WX-032534,PRJ-01363,Medium,3,48.8
WX-032535,PRJ-04338,Medium,1,80.9
WX-032536,PRJ-02835,Low,2,8.4
WX-032537,PRJ-03617,Medium,1,74.0
WX-032538,PRJ-00311,Low,1,84.3
WX-032539,PRJ-00745,Low,0,28.3
WX-032540,PRJ-04661,Medium,1,27.7
WX-032541,PRJ-01696,Low,4,17.1
WX-032542,PRJ-00519,High,1,62.6
WX-032543,PRJ-02266,Low,2,82.7
WX-032544,PRJ-01098,High,1,54.5
WX-032545,PRJ-01602,High,1,58.1
WX-032546,PRJ-02596,Low,3,57.8
WX-032547,PRJ-04984,Low,3,42.3
WX-032548,PRJ-03133,Medium,3,49.9
WX-032549,PRJ-04888,High,1,43.0
WX-032550,PRJ-01889,Low,2,22.4
WX-032551,PRJ-01507,Low,2,69.3
WX-032552,PRJ-04676,Low,3,39.1
WX-032553,PRJ-01602,High,0,84.3
WX-032554,PRJ-02220,High,1,1.8
WX-032555,PRJ-02205,Medium,3,29.5
WX-032556,PRJ-02354,Medium,1,86.4
WX-032557,PRJ-03640,Low,2,92.5
WX-032558,PRJ-01601,Low,3,24.6
WX-032559,PRJ-02383,Low,0,76.7
WX-032560,PRJ-01473,High,1,69.5
WX-032561,PRJ-04567,Medium,0,46.8
WX-032562,PRJ-01088,Medium,1,86.7
WX-032563,PRJ-02866,Medium,2,18.1
WX-032564,PRJ-01169,Low,0,90.1
WX-032565,PRJ-03074,High,0,89.5
WX-032566,PRJ-04994,High,0,95.0
WX-032567,PRJ-01428,Low,1,84.4
WX-032568,PRJ-04163,High,4,42.3
WX-032569,PRJ-00475,Low,1,46.0
WX-032570,PRJ-02126,Medium,1,1.6
WX-032571,PRJ-00208,High,0,21.9
WX-032572,PRJ-00784,High,3,94.1
WX-032573,PRJ-02723,Medium,4,24.6
WX-032574,PRJ-01522,Low,0,86.0
WX-032575,PRJ-02232,Low,3,19.5
WX-032576,PRJ-04437,Medium,1,64.8
WX-032577,PRJ-01535,Medium,1,62.6
WX-032578,PRJ-00552,Medium,4,37.9
WX-032579,PRJ-03735,Low,1,79.1
WX-032580,PRJ-04633,High,1,72.6
WX-032581,PRJ-00092,Medium,4,69.0
WX-032582,PRJ-01129,Low,1,16.7
WX-032583,PRJ-00259,Low,0,87.1
WX-032584,PRJ-03936,Medium,2,27.2
WX-032585,PRJ-00263,Medium,2,2.2
WX-032586,PRJ-03511,Low,2,70.8
WX-032587,PRJ-00743,Medium,2,46.8
WX-032588,PRJ-00089,Medium,0,2.5
WX-032589,PRJ-02447,Low,0,42.0
WX-032590,PRJ-02077,Low,1,42.5
WX-032591,PRJ-04550,High,0,21.3
WX-032592,PRJ-00145,Low,3,4.6
WX-032593,PRJ-03928,High,3,58.2
WX-032594,PRJ-00015,Low,1,86.0
WX-032595,PRJ-01074,Medium,2,5.5
WX-032596,PRJ-04910,High,1,95.0
WX-032597,PRJ-02508,Low,0,78.0
WX-032598,PRJ-01332,Low,0,88.4
WX-032599,PRJ-04474,Medium,2,7.7
WX-032600,PRJ-02779,Low,2,35.4
WX-032601,PRJ-01384,Low,0,4.3
WX-032602,PRJ-03549,Low,3,70.4
WX-032603,PRJ-00271,High,2,1.7
WX-032604,PRJ-03503,High,2,60.0
WX-032605,PRJ-02975,Medium,3,7.8
WX-032606,PRJ-02201,Low,2,3.5
WX-032607,PRJ-03653,Medium,2,4.3
WX-032608,PRJ-01482,Medium,1,90.6
WX-032609,PRJ-01861,High,0,0.4
WX-032610,PRJ-02232,Medium,2,78.4
WX-032611,PRJ-02875,Medium,1,13.9
WX-032612,PRJ-00273,Low,1,72.9
WX-032613,PRJ-02829,High,1,30.8
WX-032614,PRJ-00794,Low,1,14.1
WX-032615,PRJ-01138,Medium,4,19.1
WX-032616,PRJ-00068,Low,3,85.6
WX-032617,PRJ-04448,Low,2,92.0
WX-032618,PRJ-03861,Medium,2,58.7
WX-032619,PRJ-03481,Medium,2,84.3
WX-032620,PRJ-01787,Low,2,7.3
WX-032621,PRJ-02678,Low,2,49.7
WX-032622,PRJ-03154,Medium,1,31.3
WX-032623,PRJ-00763,Medium,5,0.7
WX-032624,PRJ-03666,Low,1,46.6
WX-032625,PRJ-00286,Low,2,47.1
WX-032626,PRJ-03408,High,4,74.3
WX-032627,PRJ-01608,Medium,1,56.5
WX-032628,PRJ-02478,Low,0,22.2
WX-032629,PRJ-02351,Medium,1,48.0
WX-032630,PRJ-01854,Medium,0,20.4
WX-032631,PRJ-04880,Low,2,69.7
WX-032632,PRJ-04105,Low,2,79.6
WX-032633,PRJ-00668,Medium,3,86.4
WX-032634,PRJ-03678,High,1,6.6
WX-032635,PRJ-00747,Low,0,78.5
WX-032636,PRJ-00520,Low,0,93.2
WX-032637,PRJ-04107,Low,2,56.9
WX-032638,PRJ-04931,Low,2,99.2
WX-032639,PRJ-04192,High,2,81.1
WX-032640,PRJ-01381,Low,3,11.5
WX-032641,PRJ-04186,Low,3,41.6
WX-032642,PRJ-02026,Medium,0,76.6
WX-032643,PRJ-02338,Medium,1,61.3
WX-032644,PRJ-03097,High,2,89.5
WX-032645,PRJ-00235,Medium,1,84.1
WX-032646,PRJ-03716,Low,2,36.2
WX-032647,PRJ-01616,High,1,99.0
WX-032648,PRJ-01716,Low,2,87.3
WX-032649,PRJ-02511,High,3,17.3
WX-032650,PRJ-04066,Medium,1,39.1
WX-032651,PRJ-03102,High,1,30.0
WX-032652,PRJ-00155,Medium,1,52.9
WX-032653,PRJ-03693,Low,2,24.9
WX-032654,PRJ-04537,Low,0,26.7
WX-032655,PRJ-04715,High,0,4.6
WX-032656,PRJ-00770,Low,2,56.0
WX-032657,PRJ-02928,Medium,0,23.6
WX-032658,PRJ-02386,High,0,91.6
WX-032659,PRJ-01942,Medium,1,51.3
WX-032660,PRJ-04349,Medium,3,41.1
WX-032661,PRJ-03219,Low,0,10.1
WX-032662,PRJ-02168,Low,0,72.9
WX-032663,PRJ-03269,Low,0,36.5
WX-032664,PRJ-04539,Medium,3,15.2
WX-032665,PRJ-04276,Low,1,26.2
WX-032666,PRJ-00718,Low,1,82.0
WX-032667,PRJ-01760,High,1,29.1
WX-032668,PRJ-04194,Low,0,76.8
WX-032669,PRJ-03432,Medium,1,84.6
WX-032670,PRJ-00906,Low,1,36.1
WX-032671,PRJ-02678,High,3,87.2
WX-032672,PRJ-03540,High,3,80.7
WX-032673,PRJ-03895,Medium,0,0.1
WX-032674,PRJ-01303,Low,0,80.2
WX-032675,PRJ-04972,Low,3,45.7
WX-032676,PRJ-01548,Medium,0,46.9
WX-032677,PRJ-04909,Medium,4,56.8
WX-032678,PRJ-00009,Low,1,67.2
WX-032679,PRJ-03342,Low,1,85.5
WX-032680,PRJ-02573,Low,1,21.3
WX-032681,PRJ-00937,Low,3,73.8
WX-032682,PRJ-02003,Low,1,28.7
WX-032683,PRJ-02227,Low,1,58.5
WX-032684,PRJ-02129,Medium,2,99.5
WX-032685,PRJ-02009,Low,2,48.7
WX-032686,PRJ-03675,Low,1,82.0
WX-032687,PRJ-01779,Medium,2,33.3
WX-032688,PRJ-00112,Low,1,1.0
WX-032689,PRJ-04976,Low,5,4.9
WX-032690,PRJ-01455,Low,1,86.3
WX-032691,PRJ-02169,Low,2,87.6
WX-032692,PRJ-03947,Low,2,5.1
WX-032693,PRJ-02266,Medium,2,17.5
WX-032694,PRJ-03634,Medium,0,84.2
WX-032695,PRJ-01818,Medium,2,38.6
WX-032696,PRJ-02605,Medium,2,24.1
WX-032697,PRJ-01061,Medium,0,6.9
WX-032698,PRJ-00565,Medium,1,22.3
WX-032699,PRJ-00747,Low,0,15.3
WX-032700,PRJ-00729,Low,0,7.0
WX-032701,PRJ-03842,Medium,2,20.1
WX-032702,PRJ-02384,Medium,2,1.1
WX-032703,PRJ-03123,Low,1,2.5
WX-032704,PRJ-02577,Low,1,17.9
WX-032705,PRJ-04610,High,1,53.5
WX-032706,PRJ-02125,Medium,2,9.3
WX-032707,PRJ-01090,Medium,1,23.9
WX-032708,PRJ-00911,Low,1,70.3
WX-032709,PRJ-04226,Medium,0,47.0
WX-032710,PRJ-00765,Low,0,54.4
WX-032711,PRJ-01289,Medium,0,97.1
WX-032712,PRJ-04412,Low,3,81.1
WX-032713,PRJ-00863,Medium,2,9.0
WX-032714,PRJ-01134,Medium,0,59.7
WX-032715,PRJ-00535,Medium,2,1.0
WX-032716,PRJ-03018,Low,1,29.7
WX-032717,PRJ-04713,Low,1,12.1
WX-032718,PRJ-01265,Medium,3,91.0
WX-032719,PRJ-00743,High,1,85.7
WX-032720,PRJ-00397,High,0,68.6
WX-032721,PRJ-01109,Medium,0,2.6
WX-032722,PRJ-01504,Low,3,40.5
WX-032723,PRJ-03809,High,4,67.7
WX-032724,PRJ-01644,Low,3,97.7
WX-032725,PRJ-00113,Medium,0,31.4
WX-032726,PRJ-01574,Low,0,4.6
WX-032727,PRJ-04207,Medium,1,41.2
WX-032728,PRJ-01017,Low,1,71.4
WX-032729,PRJ-03764,Medium,1,62.2
WX-032730,PRJ-01343,Low,2,99.7
WX-032731,PRJ-04524,Low,3,12.7
WX-032732,PRJ-00101,Low,1,91.0
WX-032733,PRJ-03097,Low,1,51.3
WX-032734,PRJ-02356,Low,1,66.2
WX-032735,PRJ-00183,Medium,2,37.4
WX-032736,PRJ-04490,Low,0,6.2
WX-032737,PRJ-03692,Medium,1,89.7
WX-032738,PRJ-01297,Medium,0,40.5
WX-032739,PRJ-03699,Medium,0,0.5
WX-032740,PRJ-02050,High,3,19.6
WX-032741,PRJ-01616,Medium,2,26.8
WX-032742,PRJ-04850,Medium,1,90.3
WX-032743,PRJ-02122,Low,4,80.3
WX-032744,PRJ-01841,Medium,4,57.0
WX-032745,PRJ-04617,High,2,33.5
WX-032746,PRJ-03163,High,1,55.8
WX-032747,PRJ-02846,High,2,2.7
WX-032748,PRJ-01584,Low,1,69.0
WX-032749,PRJ-01811,Low,3,0.6
WX-032750,PRJ-02647,High,4,92.9
WX-032751,PRJ-04292,Low,0,88.8
WX-032752,PRJ-03667,Low,0,61.9
WX-032753,PRJ-01064,Low,1,34.4
WX-032754,PRJ-03195,Medium,0,97.3
WX-032755,PRJ-04085,Medium,2,83.5
WX-032756,PRJ-03142,High,0,64.6
WX-032757,PRJ-00034,Low,2,52.1
WX-032758,PRJ-01915,Low,2,68.3
WX-032759,PRJ-04157,Medium,2,26.5
WX-032760,PRJ-03118,Low,1,36.5
WX-032761,PRJ-03730,Medium,4,21.8
WX-032762,PRJ-00398,High,3,32.0
WX-032763,PRJ-01805,Medium,1,82.4
WX-032764,PRJ-04442,Low,2,97.1
WX-032765,PRJ-01492,High,0,49.8
WX-032766,PRJ-03343,Low,3,42.2
WX-032767,PRJ-03865,Low,0,95.7
WX-032768,PRJ-03110,Medium,0,29.6
WX-032769,PRJ-01166,High,2,84.9
WX-032770,PRJ-02473,Low,2,29.2
WX-032771,PRJ-02724,Medium,2,50.9
WX-032772,PRJ-04280,Medium,1,11.8
WX-032773,PRJ-00562,High,0,33.0
WX-032774,PRJ-02900,High,0,8.1
WX-032775,PRJ-04367,High,2,86.9
WX-032776,PRJ-03587,Low,0,45.4
WX-032777,PRJ-03240,Medium,2,44.1
WX-032778,PRJ-02560,High,1,64.1
WX-032779,PRJ-03551,Low,0,5.6
WX-032780,PRJ-02896,Medium,1,45.6
WX-032781,PRJ-03339,Low,2,88.8
WX-032782,PRJ-04914,Medium,1,77.8
WX-032783,PRJ-04509,Medium,1,64.6
WX-032784,PRJ-00469,Low,2,87.5
WX-032785,PRJ-00665,Low,1,8.7
WX-032786,PRJ-04637,Medium,1,16.1
WX-032787,PRJ-01322,Low,2,64.4
WX-032788,PRJ-03110,Low,2,7.6
WX-032789,PRJ-02440,Low,1,56.6
WX-032790,PRJ-00863,Low,2,54.3
WX-032791,PRJ-01980,Medium,0,27.4
WX-032792,PRJ-04847,Low,1,19.7
WX-032793,PRJ-03601,High,0,18.1
WX-032794,PRJ-03936,Medium,2,94.3
WX-032795,PRJ-03475,Low,0,85.2
WX-032796,PRJ-00484,High,1,19.5
WX-032797,PRJ-02713,Medium,3,17.5
WX-032798,PRJ-00026,Medium,1,0.9
WX-032799,PRJ-01876,Medium,1,14.5
WX-032800,PRJ-02649,Low,4,40.7
WX-032801,PRJ-04192,High,4,83.5
WX-032802,PRJ-00046,Low,0,7.4
WX-032803,PRJ-02882,Medium,0,81.0
WX-032804,PRJ-01368,Low,6,51.9
WX-032805,PRJ-01722,Low,1,56.0
WX-032806,PRJ-00193,Medium,1,53.1
WX-032807,PRJ-01536,Low,1,99.1
WX-032808,PRJ-03191,High,2,11.1
WX-032809,PRJ-01907,Medium,3,88.9
WX-032810,PRJ-00797,High,3,85.8
WX-032811,PRJ-00171,Medium,2,48.7
WX-032812,PRJ-01430,Medium,1,16.0
WX-032813,PRJ-00459,Medium,1,5.3
WX-032814,PRJ-01672,Medium,0,86.1
WX-032815,PRJ-03039,Low,1,9.2
WX-032816,PRJ-03752,Low,0,95.3
WX-032817,PRJ-01153,Low,1,7.8
WX-032818,PRJ-03189,Low,2,71.4
WX-032819,PRJ-02908,Low,0,38.8
WX-032820,PRJ-02681,Low,1,83.7
WX-032821,PRJ-02968,Medium,5,55.2
WX-032822,PRJ-00145,Medium,3,53.0
WX-032823,PRJ-02529,Low,0,96.9
WX-032824,PRJ-02890,Low,2,84.6
WX-032825,PRJ-02531,Low,2,97.3
WX-032826,PRJ-01453,Medium,3,71.0
WX-032827,PRJ-03552,Low,0,14.3
WX-032828,PRJ-00310,Low,2,73.0
WX-032829,PRJ-01013,Low,1,23.1
WX-032830,PRJ-03856,Medium,1,96.7
WX-032831,PRJ-04182,Low,1,51.9
WX-032832,PRJ-02338,Medium,1,64.7
WX-032833,PRJ-01915,Low,3,0.4
WX-032834,PRJ-02028,Medium,0,72.7
WX-032835,PRJ-03559,Medium,1,95.4
WX-032836,PRJ-03990,Low,0,29.0
WX-032837,PRJ-04189,High,0,5.4
WX-032838,PRJ-03329,Low,0,87.4
WX-032839,PRJ-00213,Low,1,3.2
WX-032840,PRJ-00691,Medium,3,5.3
WX-032841,PRJ-01369,Low,0,92.4
WX-032842,PRJ-03468,High,1,44.3
WX-032843,PRJ-02954,Medium,0,22.5
WX-032844,PRJ-00277,Medium,2,52.8
WX-032845,PRJ-03474,Low,0,98.8
WX-032846,PRJ-03702,Medium,0,9.0
WX-032847,PRJ-04984,Low,1,3.3
WX-032848,PRJ-02379,Low,0,29.8
WX-032849,PRJ-02957,High,1,70.6
WX-032850,PRJ-04142,Low,1,23.4
WX-032851,PRJ-00256,High,3,7.8
WX-032852,PRJ-02810,Low,2,35.0
WX-032853,PRJ-03370,Low,3,13.3
WX-032854,PRJ-00604,Medium,0,96.4
WX-032855,PRJ-02276,Medium,0,8.0
WX-032856,PRJ-00942,Low,0,81.5
WX-032857,PRJ-01502,Medium,1,33.3
WX-032858,PRJ-00542,Medium,0,59.3
WX-032859,PRJ-03359,High,0,35.8
WX-032860,PRJ-03366,Medium,1,70.4
WX-032861,PRJ-00624,Low,2,1.4
WX-032862,PRJ-00977,Low,0,76.6
WX-032863,PRJ-01363,Low,0,27.0
WX-032864,PRJ-04181,Low,0,34.5
WX-032865,PRJ-02370,Medium,4,3.9
WX-032866,PRJ-03911,Low,0,38.5
WX-032867,PRJ-04401,Low,3,93.5
WX-032868,PRJ-01866,High,3,94.2
WX-032869,PRJ-02475,Low,0,78.3
WX-032870,PRJ-04933,Low,0,86.0
WX-032871,PRJ-00565,Low,0,82.7
WX-032872,PRJ-00860,High,1,2.1
WX-032873,PRJ-01239,Medium,1,62.1
WX-032874,PRJ-00067,Medium,3,95.7
WX-032875,PRJ-01209,Low,2,94.5
WX-032876,PRJ-00110,Low,2,24.6
WX-032877,PRJ-00267,High,2,62.3
WX-032878,PRJ-01189,High,1,67.8
WX-032879,PRJ-03208,Low,1,49.6
WX-032880,PRJ-03038,Low,0,38.5
WX-032881,PRJ-04742,High,2,76.3
WX-032882,PRJ-01739,Medium,2,90.3
WX-032883,PRJ-01607,Low,1,91.5
WX-032884,PRJ-01174,Low,3,79.8
WX-032885,PRJ-03574,High,1,11.6
WX-032886,PRJ-01923,Medium,3,83.2
WX-032887,PRJ-02683,High,1,1.3
WX-032888,PRJ-02420,Medium,3,54.1
WX-032889,PRJ-04414,Low,2,49.8
WX-032890,PRJ-03887,High,3,18.5
WX-032891,PRJ-02988,High,3,33.5
WX-032892,PRJ-03691,Medium,1,49.8
WX-032893,PRJ-04718,Medium,0,96.5
WX-032894,PRJ-02516,Low,2,15.2
WX-032895,PRJ-00508,Medium,2,3.9
WX-032896,PRJ-04999,High,0,88.8
WX-032897,PRJ-00709,Low,3,77.5
WX-032898,PRJ-01882,Low,2,34.4
WX-032899,PRJ-03553,Medium,2,2.2
WX-032900,PRJ-04574,Low,2,9.2
WX-032901,PRJ-04551,Medium,0,59.9
WX-032902,PRJ-00866,Low,0,39.3
WX-032903,PRJ-00560,Medium,1,94.0
WX-032904,PRJ-02112,Low,1,34.2
WX-032905,PRJ-00772,High,5,96.2
WX-032906,PRJ-02177,High,0,58.7
WX-032907,PRJ-02391,Medium,3,54.8
WX-032908,PRJ-01353,Medium,0,75.2
WX-032909,PRJ-00091,Low,1,71.9
WX-032910,PRJ-01147,Low,2,40.5
WX-032911,PRJ-03265,Low,1,68.7
WX-032912,PRJ-02816,Medium,1,90.6
WX-032913,PRJ-03369,Low,2,76.5
WX-032914,PRJ-01825,Low,2,62.9
WX-032915,PRJ-02376,High,2,70.2
WX-032916,PRJ-00420,Medium,5,97.7
WX-032917,PRJ-02235,Medium,4,12.8
WX-032918,PRJ-03461,High,4,19.1
WX-032919,PRJ-01319,Medium,1,96.6
WX-032920,PRJ-02170,Low,1,20.4
WX-032921,PRJ-00196,Low,2,6.4
WX-032922,PRJ-02402,High,0,87.1
WX-032923,PRJ-00667,High,0,25.7
WX-032924,PRJ-02543,High,0,55.2
WX-032925,PRJ-03669,Low,2,28.7
WX-032926,PRJ-03726,Medium,0,15.7
WX-032927,PRJ-00436,Low,0,47.8
WX-032928,PRJ-03449,High,4,39.0
WX-032929,PRJ-00584,High,2,63.6
WX-032930,PRJ-00438,High,2,11.8
WX-032931,PRJ-00786,Medium,0,85.5
WX-032932,PRJ-02066,Low,3,61.6
WX-032933,PRJ-00522,High,1,6.2
WX-032934,PRJ-04259,Low,1,23.4
WX-032935,PRJ-01211,Medium,1,74.1
WX-032936,PRJ-03878,High,2,45.6
WX-032937,PRJ-03479,Low,2,81.8
WX-032938,PRJ-00008,Medium,1,63.3
WX-032939,PRJ-00620,Low,0,5.6
WX-032940,PRJ-01805,Medium,1,93.8
WX-032941,PRJ-02870,Low,1,44.0
WX-032942,PRJ-03009,Low,0,90.9
WX-032943,PRJ-02257,High,0,79.8
WX-032944,PRJ-02152,High,0,98.8
WX-032945,PRJ-04576,Low,0,64.7
