project_id,parcel_id,case_id,land_required,affected_family_count,priority
PRJ-04585,PAR-002575,CASE-002575,0.713,1,High
PRJ-02943,PAR-002576,CASE-002576,0.13,1,Normal
PRJ-00981,PAR-002577,CASE-002577,0.604,4,Normal
PRJ-00386,PAR-002578,CASE-002578,1.522,1,Strategic
PRJ-03880,PAR-002579,CASE-002579,2.394,6,Normal
PRJ-04552,PAR-002580,CASE-002580,0.601,1,Normal
PRJ-02938,PAR-002581,CASE-002581,0.828,3,High
PRJ-03731,PAR-002582,CASE-002582,1.093,4,Strategic
PRJ-02335,PAR-002583,CASE-002583,0.809,3,Normal
PRJ-03882,PAR-002584,CASE-002584,0.573,2,Normal
PRJ-04305,PAR-002585,CASE-002585,0.622,2,Strategic
PRJ-00522,PAR-002586,CASE-002586,1.046,2,Normal
PRJ-04816,PAR-002587,CASE-002587,0.396,2,Strategic
PRJ-00211,PAR-002588,CASE-002588,1.215,3,Normal
PRJ-00023,PAR-002589,CASE-002589,0.396,2,Normal
PRJ-04014,PAR-002590,CASE-002590,1.026,2,Normal
PRJ-04423,PAR-002591,CASE-002591,0.957,2,Normal
PRJ-02633,PAR-002592,CASE-002592,0.916,1,High
PRJ-02270,PAR-002593,CASE-002593,2.236,1,Normal
PRJ-02549,PAR-002594,CASE-002594,0.212,1,Normal
PRJ-02289,PAR-002595,CASE-002595,0.879,3,High
PRJ-01982,PAR-002596,CASE-002596,0.557,1,Strategic
PRJ-03949,PAR-002597,CASE-002597,0.961,3,Normal
PRJ-01178,PAR-002598,CASE-002598,0.84,1,High
PRJ-04645,PAR-002599,CASE-002599,0.801,1,High
PRJ-02351,PAR-002600,CASE-002600,1.984,4,High
PRJ-03485,PAR-002601,CASE-002601,0.959,1,Normal
PRJ-01313,PAR-002602,CASE-002602,1.466,2,Normal
PRJ-04272,PAR-002603,CASE-002603,0.88,3,High
PRJ-00151,PAR-002604,CASE-002604,1.446,2,Normal
PRJ-01133,PAR-002605,CASE-002605,1.897,3,High
PRJ-03967,PAR-002606,CASE-002606,5.459,3,High
PRJ-02126,PAR-002607,CASE-002607,2.138,3,Normal
PRJ-02424,PAR-002608,CASE-002608,0.633,3,High
PRJ-01349,PAR-002609,CASE-002609,1.167,1,Normal
PRJ-03509,PAR-002610,CASE-002610,0.605,2,Strategic
PRJ-02846,PAR-002611,CASE-002611,0.312,4,Normal
PRJ-04252,PAR-002612,CASE-002612,2.713,4,Normal
PRJ-00019,PAR-002613,CASE-002613,1.402,1,Normal
PRJ-04261,PAR-002614,CASE-002614,1.598,1,Strategic
PRJ-01369,PAR-002615,CASE-002615,0.925,2,High
PRJ-03625,PAR-002616,CASE-002616,0.51,4,Normal
PRJ-04530,PAR-002617,CASE-002617,0.613,3,High
PRJ-02860,PAR-002618,CASE-002618,0.595,3,Normal
PRJ-03301,PAR-002619,CASE-002619,0.263,1,High
PRJ-00751,PAR-002620,CASE-002620,1.868,2,Normal
PRJ-00301,PAR-002621,CASE-002621,1.499,3,Normal
PRJ-03204,PAR-002622,CASE-002622,0.213,2,High
PRJ-04347,PAR-002623,CASE-002623,2.692,2,Strategic
PRJ-01199,PAR-002624,CASE-002624,1.726,3,Normal
PRJ-01504,PAR-002625,CASE-002625,1.372,3,Strategic
PRJ-02172,PAR-002626,CASE-002626,2.926,2,High
PRJ-02949,PAR-002627,CASE-002627,0.379,3,Normal
PRJ-03064,PAR-002628,CASE-002628,0.2,2,Normal
PRJ-02228,PAR-002629,CASE-002629,0.909,2,Normal
PRJ-04603,PAR-002630,CASE-002630,0.436,3,Normal
PRJ-02613,PAR-002631,CASE-002631,1.352,4,Normal
PRJ-04546,PAR-002632,CASE-002632,2.692,3,High
PRJ-02711,PAR-002633,CASE-002633,0.785,1,Normal
PRJ-04023,PAR-002634,CASE-002634,0.56,1,Strategic
PRJ-00923,PAR-002635,CASE-002635,0.149,1,High
PRJ-04526,PAR-002636,CASE-002636,1.882,2,Strategic
PRJ-04526,PAR-002637,CASE-002637,1.459,2,High
PRJ-04587,PAR-002638,CASE-002638,0.464,2,High
PRJ-00041,PAR-002639,CASE-002639,1.185,2,Normal
PRJ-02502,PAR-002640,CASE-002640,5.133,2,Normal
PRJ-03567,PAR-002641,CASE-002641,1.142,2,High
PRJ-03515,PAR-002642,CASE-002642,1.455,3,Normal
PRJ-02671,PAR-002643,CASE-002643,1.389,3,Normal
PRJ-01230,PAR-002644,CASE-002644,0.368,1,Normal
PRJ-01545,PAR-002645,CASE-002645,2.067,2,Normal
PRJ-02547,PAR-002646,CASE-002646,1.421,2,Strategic
PRJ-01912,PAR-002647,CASE-002647,0.624,1,Strategic
PRJ-03535,PAR-002648,CASE-002648,0.429,2,High
PRJ-01353,PAR-002649,CASE-002649,0.167,2,Normal
PRJ-03542,PAR-002650,CASE-002650,0.277,1,High
PRJ-00587,PAR-002651,CASE-002651,0.44,1,Normal
PRJ-03911,PAR-002652,CASE-002652,1.2,2,High
PRJ-02621,PAR-002653,CASE-002653,0.682,3,Normal
PRJ-03517,PAR-002654,CASE-002654,1.09,1,Normal
PRJ-01718,PAR-002655,CASE-002655,0.575,2,Normal
PRJ-03265,PAR-002656,CASE-002656,1.468,1,Strategic
PRJ-04109,PAR-002657,CASE-002657,1.712,2,High
PRJ-04734,PAR-002658,CASE-002658,1.136,6,Normal
PRJ-01038,PAR-002659,CASE-002659,1.79,2,Normal
PRJ-04781,PAR-002660,CASE-002660,1.309,3,Normal
PRJ-04800,PAR-002661,CASE-002661,0.536,2,Normal
PRJ-03994,PAR-002662,CASE-002662,0.745,1,Normal
PRJ-01786,PAR-002663,CASE-002663,2.671,6,High
PRJ-03715,PAR-002664,CASE-002664,0.216,1,Normal
PRJ-03551,PAR-002665,CASE-002665,0.493,4,Normal
PRJ-02881,PAR-002666,CASE-002666,1.183,2,Normal
PRJ-04783,PAR-002667,CASE-002667,0.975,6,Normal
PRJ-03897,PAR-002668,CASE-002668,0.595,2,Normal
PRJ-01760,PAR-002669,CASE-002669,1.941,2,Normal
PRJ-04308,PAR-002670,CASE-002670,0.966,3,Normal
PRJ-01776,PAR-002671,CASE-002671,0.911,2,Normal
PRJ-02917,PAR-002672,CASE-002672,0.124,3,High
PRJ-03616,PAR-002673,CASE-002673,0.41,3,Normal
PRJ-00337,PAR-002674,CASE-002674,2.156,4,High
PRJ-00522,PAR-002675,CASE-002675,0.945,3,Normal
PRJ-00986,PAR-002676,CASE-002676,0.338,1,Normal
PRJ-03488,PAR-002677,CASE-002677,1.376,3,Normal
PRJ-00776,PAR-002678,CASE-002678,1.65,3,Normal
PRJ-03554,PAR-002679,CASE-002679,0.5,3,High
PRJ-02089,PAR-002680,CASE-002680,0.287,4,Normal
PRJ-03693,PAR-002681,CASE-002681,0.819,1,Normal
PRJ-00148,PAR-002682,CASE-002682,0.606,1,High
PRJ-02985,PAR-002683,CASE-002683,1.069,4,High
PRJ-04670,PAR-002684,CASE-002684,0.579,1,High
PRJ-00427,PAR-002685,CASE-002685,3.885,2,Normal
PRJ-03871,PAR-002686,CASE-002686,0.505,2,Normal
PRJ-02995,PAR-002687,CASE-002687,1.602,2,Normal
PRJ-00482,PAR-002688,CASE-002688,0.268,3,Normal
PRJ-02435,PAR-002689,CASE-002689,0.517,1,Normal
PRJ-02585,PAR-002690,CASE-002690,1.829,1,Normal
PRJ-00361,PAR-002691,CASE-002691,0.102,2,Normal
PRJ-03892,PAR-002692,CASE-002692,0.492,5,High
PRJ-01435,PAR-002693,CASE-002693,0.465,1,High
PRJ-02324,PAR-002694,CASE-002694,0.488,2,Normal
PRJ-03124,PAR-002695,CASE-002695,0.872,3,Normal
PRJ-01045,PAR-002696,CASE-002696,0.627,2,High
PRJ-02060,PAR-002697,CASE-002697,1.919,2,Normal
PRJ-01924,PAR-002698,CASE-002698,1.218,3,Normal
PRJ-03500,PAR-002699,CASE-002699,4.574,1,Strategic
PRJ-00776,PAR-002700,CASE-002700,1.039,3,High
PRJ-04097,PAR-002701,CASE-002701,0.917,5,Normal
PRJ-02099,PAR-002702,CASE-002702,0.636,2,Strategic
PRJ-00451,PAR-002703,CASE-002703,1.78,1,Normal
PRJ-04547,PAR-002704,CASE-002704,0.855,1,Normal
PRJ-01514,PAR-002705,CASE-002705,1.736,4,High
PRJ-04048,PAR-002706,CASE-002706,0.596,3,Normal
PRJ-03210,PAR-002707,CASE-002707,2.135,3,High
PRJ-01185,PAR-002708,CASE-002708,0.609,1,Strategic
PRJ-04821,PAR-002709,CASE-002709,0.231,3,High
PRJ-01929,PAR-002710,CASE-002710,0.853,2,Normal
PRJ-03643,PAR-002711,CASE-002711,2.243,3,Normal
PRJ-04187,PAR-002712,CASE-002712,0.904,1,Strategic
PRJ-01940,PAR-002713,CASE-002713,3.986,3,High
PRJ-00209,PAR-002714,CASE-002714,1.036,3,High
PRJ-03555,PAR-002715,CASE-002715,0.756,4,Normal
PRJ-02125,PAR-002716,CASE-002716,0.947,2,Normal
PRJ-04055,PAR-002717,CASE-002717,0.966,2,Normal
PRJ-01615,PAR-002718,CASE-002718,2.753,3,Normal
PRJ-04854,PAR-002719,CASE-002719,0.669,3,Normal
PRJ-03199,PAR-002720,CASE-002720,2.028,2,Normal
PRJ-01436,PAR-002721,CASE-002721,0.195,2,Normal
PRJ-03848,PAR-002722,CASE-002722,0.636,3,Normal
PRJ-04119,PAR-002723,CASE-002723,0.275,4,Normal
PRJ-04532,PAR-002724,CASE-002724,1.69,3,Strategic
PRJ-02419,PAR-002725,CASE-002725,1.103,3,Normal
PRJ-03465,PAR-002726,CASE-002726,0.535,2,Normal
PRJ-01811,PAR-002727,CASE-002727,1.339,2,High
PRJ-00423,PAR-002728,CASE-002728,0.129,2,Normal
PRJ-04078,PAR-002729,CASE-002729,0.814,1,Strategic
PRJ-03430,PAR-002730,CASE-002730,0.408,2,Normal
PRJ-04134,PAR-002731,CASE-002731,0.327,2,High
PRJ-00406,PAR-002732,CASE-002732,0.977,1,Normal
PRJ-03351,PAR-002733,CASE-002733,1.924,3,Strategic
PRJ-00148,PAR-002734,CASE-002734,0.951,3,Normal
PRJ-04654,PAR-002735,CASE-002735,0.562,2,Normal
PRJ-03552,PAR-002736,CASE-002736,0.386,2,Normal
PRJ-00558,PAR-002737,CASE-002737,0.509,1,High
PRJ-04488,PAR-002738,CASE-002738,1.795,1,High
PRJ-02310,PAR-002739,CASE-002739,0.962,2,High
PRJ-04579,PAR-002740,CASE-002740,1.327,1,Normal
PRJ-01640,PAR-002741,CASE-002741,0.348,4,High
PRJ-00734,PAR-002742,CASE-002742,2.449,1,Normal
PRJ-04780,PAR-002743,CASE-002743,1.104,2,High
PRJ-03646,PAR-002744,CASE-002744,0.434,4,High
PRJ-00358,PAR-002745,CASE-002745,0.18,1,Strategic
PRJ-04448,PAR-002746,CASE-002746,0.75,1,Normal
PRJ-03194,PAR-002747,CASE-002747,2.815,1,High
PRJ-00050,PAR-002748,CASE-002748,1.277,1,Strategic
PRJ-00719,PAR-002749,CASE-002749,0.18,2,Normal
PRJ-04768,PAR-002750,CASE-002750,0.364,2,High
PRJ-00456,PAR-002751,CASE-002751,0.25,3,High
PRJ-00835,PAR-002752,CASE-002752,1.436,5,Normal
PRJ-00691,PAR-002753,CASE-002753,1.071,3,Normal
PRJ-03461,PAR-002754,CASE-002754,2.095,2,Normal
PRJ-00593,PAR-002755,CASE-002755,0.678,3,Strategic
PRJ-04785,PAR-002756,CASE-002756,0.424,2,Normal
PRJ-02456,PAR-002757,CASE-002757,0.48,3,High
PRJ-04066,PAR-002758,CASE-002758,1.3,2,Strategic
PRJ-01015,PAR-002759,CASE-002759,0.563,2,Normal
PRJ-04631,PAR-002760,CASE-002760,2.155,2,High
PRJ-03978,PAR-002761,CASE-002761,1.646,3,Normal
PRJ-02987,PAR-002762,CASE-002762,0.569,1,Normal
PRJ-04637,PAR-002763,CASE-002763,0.653,2,Normal
PRJ-03655,PAR-002764,CASE-002764,0.81,2,Normal
PRJ-03446,PAR-002765,CASE-002765,0.486,2,High
PRJ-04537,PAR-002766,CASE-002766,0.821,2,High
PRJ-02570,PAR-002767,CASE-002767,1.364,3,Normal
PRJ-03313,PAR-002768,CASE-002768,0.355,2,High
PRJ-00795,PAR-002769,CASE-002769,0.71,1,Normal
PRJ-00680,PAR-002770,CASE-002770,0.572,2,High
PRJ-04663,PAR-002771,CASE-002771,3.29,2,Normal
PRJ-00170,PAR-002772,CASE-002772,0.719,1,Normal
PRJ-02122,PAR-002773,CASE-002773,0.848,1,Normal
PRJ-03119,PAR-002774,CASE-002774,1.956,4,Normal
PRJ-04011,PAR-002775,CASE-002775,0.86,2,Normal
PRJ-00699,PAR-002776,CASE-002776,0.525,3,Normal
PRJ-04608,PAR-002777,CASE-002777,0.403,1,Normal
PRJ-02990,PAR-002778,CASE-002778,1.679,3,High
PRJ-04995,PAR-002779,CASE-002779,0.816,1,Normal
PRJ-01086,PAR-002780,CASE-002780,0.791,2,Normal
PRJ-01049,PAR-002781,CASE-002781,0.368,1,Strategic
PRJ-04422,PAR-002782,CASE-002782,3.741,2,Normal
PRJ-01944,PAR-002783,CASE-002783,0.834,1,High
PRJ-02064,PAR-002784,CASE-002784,1.867,3,Strategic
PRJ-04322,PAR-002785,CASE-002785,0.335,2,Normal
PRJ-00983,PAR-002786,CASE-002786,1.961,3,Normal
PRJ-04331,PAR-002787,CASE-002787,1.415,3,Normal
PRJ-02761,PAR-002788,CASE-002788,5.674,2,Normal
PRJ-01056,PAR-002789,CASE-002789,0.364,2,Normal
PRJ-02662,PAR-002790,CASE-002790,0.587,2,High
PRJ-00475,PAR-002791,CASE-002791,0.727,2,Normal
PRJ-04636,PAR-002792,CASE-002792,0.355,3,Normal
PRJ-02473,PAR-002793,CASE-002793,1.165,3,High
PRJ-01805,PAR-002794,CASE-002794,1.487,2,High
PRJ-01177,PAR-002795,CASE-002795,2.859,1,Normal
PRJ-01447,PAR-002796,CASE-002796,0.902,1,High
PRJ-01915,PAR-002797,CASE-002797,0.434,1,Normal
PRJ-03367,PAR-002798,CASE-002798,0.913,3,High
PRJ-00313,PAR-002799,CASE-002799,2.083,3,High
PRJ-04436,PAR-002800,CASE-002800,1.098,3,Normal
PRJ-04046,PAR-002801,CASE-002801,2.036,4,Normal
PRJ-02041,PAR-002802,CASE-002802,3.197,2,Normal
PRJ-02909,PAR-002803,CASE-002803,1.743,3,Normal
PRJ-03274,PAR-002804,CASE-002804,0.947,3,Normal
PRJ-02056,PAR-002805,CASE-002805,4.613,3,Strategic
PRJ-00646,PAR-002806,CASE-002806,0.819,2,Normal
PRJ-02937,PAR-002807,CASE-002807,2.471,1,Normal
PRJ-03792,PAR-002808,CASE-002808,4.243,4,Normal
PRJ-04288,PAR-002809,CASE-002809,0.325,4,High
PRJ-00873,PAR-002810,CASE-002810,6.971,2,Normal
PRJ-04896,PAR-002811,CASE-002811,1.039,3,Normal
PRJ-04029,PAR-002812,CASE-002812,0.734,2,High
PRJ-02241,PAR-002813,CASE-002813,0.573,3,Strategic
PRJ-04035,PAR-002814,CASE-002814,1.526,4,Normal
PRJ-00577,PAR-002815,CASE-002815,0.532,4,High
PRJ-02872,PAR-002816,CASE-002816,3.108,2,Normal
PRJ-00091,PAR-002817,CASE-002817,2.753,2,Normal
PRJ-00385,PAR-002818,CASE-002818,1.952,3,High
PRJ-03971,PAR-002819,CASE-002819,2.031,1,High
PRJ-01743,PAR-002820,CASE-002820,2.942,2,High
PRJ-04267,PAR-002821,CASE-002821,0.217,3,Normal
PRJ-00948,PAR-002822,CASE-002822,0.783,2,Normal
PRJ-03806,PAR-002823,CASE-002823,0.933,2,High
PRJ-04498,PAR-002824,CASE-002824,1.205,3,Normal
PRJ-02860,PAR-002825,CASE-002825,1.326,3,Strategic
PRJ-01862,PAR-002826,CASE-002826,0.318,1,Normal
PRJ-02990,PAR-002827,CASE-002827,1.891,1,High
PRJ-04628,PAR-002828,CASE-002828,0.458,1,High
PRJ-04335,PAR-002829,CASE-002829,0.72,2,Normal
PRJ-01706,PAR-002830,CASE-002830,2.425,3,High
PRJ-00536,PAR-002831,CASE-002831,0.363,2,Strategic
PRJ-01298,PAR-002832,CASE-002832,0.871,3,Normal
PRJ-02760,PAR-002833,CASE-002833,0.339,2,Normal
PRJ-02566,PAR-002834,CASE-002834,2.037,2,Normal
PRJ-03065,PAR-002835,CASE-002835,0.26,1,Normal
PRJ-00912,PAR-002836,CASE-002836,0.386,3,High
PRJ-00652,PAR-002837,CASE-002837,0.406,1,Normal
PRJ-03591,PAR-002838,CASE-002838,0.615,2,Normal
PRJ-03038,PAR-002839,CASE-002839,1.197,3,High
PRJ-02575,PAR-002840,CASE-002840,0.705,3,Normal
PRJ-04971,PAR-002841,CASE-002841,4.551,2,High
PRJ-04723,PAR-002842,CASE-002842,0.875,2,Normal
PRJ-00272,PAR-002843,CASE-002843,0.475,3,Normal
PRJ-01540,PAR-002844,CASE-002844,0.757,2,Normal
PRJ-00771,PAR-002845,CASE-002845,2.801,1,Normal
PRJ-02925,PAR-002846,CASE-002846,0.614,2,Normal
PRJ-01535,PAR-002847,CASE-002847,0.536,3,Normal
PRJ-02724,PAR-002848,CASE-002848,1.82,1,Normal
PRJ-04685,PAR-002849,CASE-002849,1.191,3,Normal
PRJ-03331,PAR-002850,CASE-002850,0.756,1,Normal
PRJ-02507,PAR-002851,CASE-002851,0.703,2,Normal
PRJ-03642,PAR-002852,CASE-002852,0.672,1,Strategic
PRJ-03729,PAR-002853,CASE-002853,0.334,1,Normal
PRJ-00056,PAR-002854,CASE-002854,0.62,2,High
PRJ-00160,PAR-002855,CASE-002855,1.454,3,Normal
PRJ-02177,PAR-002856,CASE-002856,0.734,2,Normal
PRJ-04537,PAR-002857,CASE-002857,0.198,1,Normal
PRJ-00931,PAR-002858,CASE-002858,0.376,3,Normal
PRJ-04905,PAR-002859,CASE-002859,2.413,2,Normal
PRJ-01105,PAR-002860,CASE-002860,0.362,2,Normal
PRJ-00242,PAR-002861,CASE-002861,0.489,3,Normal
PRJ-01996,PAR-002862,CASE-002862,1.259,1,High
PRJ-01269,PAR-002863,CASE-002863,0.648,3,Normal
PRJ-01328,PAR-002864,CASE-002864,0.176,4,Strategic
PRJ-04896,PAR-002865,CASE-002865,0.707,2,High
PRJ-04499,PAR-002866,CASE-002866,0.266,4,High
PRJ-00798,PAR-002867,CASE-002867,0.244,2,Normal
PRJ-03745,PAR-002868,CASE-002868,1.768,3,Normal
PRJ-04516,PAR-002869,CASE-002869,0.565,2,High
PRJ-01892,PAR-002870,CASE-002870,0.55,2,Normal
PRJ-03089,PAR-002871,CASE-002871,0.405,1,Normal
PRJ-01448,PAR-002872,CASE-002872,1.174,1,Strategic
PRJ-02476,PAR-002873,CASE-002873,2.603,2,High
PRJ-00882,PAR-002874,CASE-002874,0.958,1,Normal
PRJ-03336,PAR-002875,CASE-002875,0.589,3,Normal
PRJ-01410,PAR-002876,CASE-002876,1.105,2,Normal
PRJ-02122,PAR-002877,CASE-002877,0.429,2,Normal
PRJ-01972,PAR-002878,CASE-002878,0.534,1,High
PRJ-00590,PAR-002879,CASE-002879,0.963,3,Normal
PRJ-04859,PAR-002880,CASE-002880,2.254,1,Strategic
PRJ-00110,PAR-002881,CASE-002881,1.667,2,Strategic
PRJ-04202,PAR-002882,CASE-002882,0.126,3,Strategic
PRJ-04046,PAR-002883,CASE-002883,0.598,1,High
PRJ-03334,PAR-002884,CASE-002884,0.323,2,Normal
PRJ-04452,PAR-002885,CASE-002885,2.465,2,Strategic
PRJ-02202,PAR-002886,CASE-002886,0.49,2,High
PRJ-01676,PAR-002887,CASE-002887,0.401,2,Normal
PRJ-01662,PAR-002888,CASE-002888,1.356,3,Normal
PRJ-00611,PAR-002889,CASE-002889,1.128,4,Normal
PRJ-04365,PAR-002890,CASE-002890,0.903,2,High
PRJ-03235,PAR-002891,CASE-002891,1.131,2,Normal
PRJ-03085,PAR-002892,CASE-002892,0.388,1,High
PRJ-00194,PAR-002893,CASE-002893,0.841,2,Normal
PRJ-02016,PAR-002894,CASE-002894,1.361,2,Normal
PRJ-02093,PAR-002895,CASE-002895,1.013,2,Normal
PRJ-00662,PAR-002896,CASE-002896,1.666,1,Normal
PRJ-00968,PAR-002897,CASE-002897,1.353,1,High
PRJ-00150,PAR-002898,CASE-002898,1.195,4,Normal
PRJ-01929,PAR-002899,CASE-002899,0.457,2,Normal
PRJ-02624,PAR-002900,CASE-002900,0.865,2,Normal
PRJ-01744,PAR-002901,CASE-002901,1.131,4,Normal
PRJ-01159,PAR-002902,CASE-002902,2.426,4,Strategic
PRJ-03291,PAR-002903,CASE-002903,0.238,4,High
PRJ-00399,PAR-002904,CASE-002904,1.668,5,High
PRJ-03981,PAR-002905,CASE-002905,2.425,3,Normal
PRJ-02009,PAR-002906,CASE-002906,1.582,2,Normal
PRJ-00667,PAR-002907,CASE-002907,1.499,4,Normal
PRJ-02751,PAR-002908,CASE-002908,0.508,1,Normal
PRJ-00837,PAR-002909,CASE-002909,0.525,2,High
PRJ-04787,PAR-002910,CASE-002910,0.208,1,Normal
PRJ-04062,PAR-002911,CASE-002911,0.515,1,Normal
PRJ-01034,PAR-002912,CASE-002912,0.644,2,Normal
PRJ-02840,PAR-002913,CASE-002913,0.501,3,Normal
PRJ-01691,PAR-002914,CASE-002914,2.333,2,Normal
PRJ-00474,PAR-002915,CASE-002915,0.568,3,Normal
PRJ-04118,PAR-002916,CASE-002916,0.238,2,Normal
PRJ-02943,PAR-002917,CASE-002917,0.67,2,Normal
PRJ-01873,PAR-002918,CASE-002918,0.362,2,Strategic
PRJ-04914,PAR-002919,CASE-002919,0.631,2,High
PRJ-03136,PAR-002920,CASE-002920,0.813,1,Normal
PRJ-03803,PAR-002921,CASE-002921,0.503,2,High
PRJ-04747,PAR-002922,CASE-002922,0.678,2,Normal
PRJ-01986,PAR-002923,CASE-002923,0.929,3,High
PRJ-04241,PAR-002924,CASE-002924,1.803,3,Normal
PRJ-00026,PAR-002925,CASE-002925,0.197,1,Normal
PRJ-00999,PAR-002926,CASE-002926,5.026,4,High
PRJ-00845,PAR-002927,CASE-002927,0.674,2,Normal
PRJ-02166,PAR-002928,CASE-002928,0.437,2,High
PRJ-00784,PAR-002929,CASE-002929,1.062,2,Normal
PRJ-00594,PAR-002930,CASE-002930,4.144,3,High
PRJ-02966,PAR-002931,CASE-002931,1.076,1,High
PRJ-00919,PAR-002932,CASE-002932,0.563,2,High
PRJ-04285,PAR-002933,CASE-002933,0.729,4,High
PRJ-04193,PAR-002934,CASE-002934,0.636,2,Normal
PRJ-03869,PAR-002935,CASE-002935,0.317,2,High
PRJ-03058,PAR-002936,CASE-002936,0.965,1,Normal
PRJ-02926,PAR-002937,CASE-002937,1.176,2,Normal
PRJ-00701,PAR-002938,CASE-002938,1.868,2,High
PRJ-03487,PAR-002939,CASE-002939,0.474,2,Normal
PRJ-03091,PAR-002940,CASE-002940,2.985,2,Normal
PRJ-00904,PAR-002941,CASE-002941,1.85,2,High
PRJ-04520,PAR-002942,CASE-002942,0.713,3,Normal
PRJ-01527,PAR-002943,CASE-002943,0.654,2,Strategic
PRJ-04480,PAR-002944,CASE-002944,1.032,2,Strategic
PRJ-00168,PAR-002945,CASE-002945,1.482,3,Normal
PRJ-03741,PAR-002946,CASE-002946,0.742,3,Normal
PRJ-00528,PAR-002947,CASE-002947,1.136,2,High
PRJ-04426,PAR-002948,CASE-002948,0.525,1,Normal
PRJ-01706,PAR-002949,CASE-002949,1.633,4,Normal
PRJ-04224,PAR-002950,CASE-002950,0.76,1,High
PRJ-03327,PAR-002951,CASE-002951,2.894,3,Normal
PRJ-01950,PAR-002952,CASE-002952,4.497,3,Strategic
PRJ-04183,PAR-002953,CASE-002953,0.538,1,High
PRJ-01033,PAR-002954,CASE-002954,1.302,1,Normal
PRJ-03089,PAR-002955,CASE-002955,2.244,2,High
PRJ-00658,PAR-002956,CASE-002956,1.075,1,High
PRJ-03483,PAR-002957,CASE-002957,0.181,3,Normal
PRJ-01828,PAR-002958,CASE-002958,0.401,2,Normal
PRJ-00304,PAR-002959,CASE-002959,0.781,1,Strategic
PRJ-01267,PAR-002960,CASE-002960,1.016,2,Normal
PRJ-04403,PAR-002961,CASE-002961,0.269,2,Strategic
PRJ-03613,PAR-002962,CASE-002962,3.248,2,High
PRJ-04731,PAR-002963,CASE-002963,0.975,2,Normal
PRJ-01705,PAR-002964,CASE-002964,1.148,4,Strategic
PRJ-03909,PAR-002965,CASE-002965,0.726,2,Normal
PRJ-04633,PAR-002966,CASE-002966,2.462,2,Normal
PRJ-04513,PAR-002967,CASE-002967,1.382,2,Normal
PRJ-02861,PAR-002968,CASE-002968,2.155,3,Normal
PRJ-03110,PAR-002969,CASE-002969,1.626,2,High
PRJ-04858,PAR-002970,CASE-002970,0.694,2,Normal
PRJ-01539,PAR-002971,CASE-002971,0.31,2,Strategic
PRJ-02748,PAR-002972,CASE-002972,0.595,3,High
PRJ-02784,PAR-002973,CASE-002973,1.475,2,High
PRJ-03610,PAR-002974,CASE-002974,0.617,1,Normal
PRJ-01794,PAR-002975,CASE-002975,2.785,3,Strategic
PRJ-01498,PAR-002976,CASE-002976,0.592,2,Normal
PRJ-03942,PAR-002977,CASE-002977,0.179,3,Normal
PRJ-03540,PAR-002978,CASE-002978,0.145,4,High
PRJ-04326,PAR-002979,CASE-002979,0.719,5,Normal
PRJ-00043,PAR-002980,CASE-002980,1.06,1,Normal
PRJ-00374,PAR-002981,CASE-002981,0.8,4,High
PRJ-04217,PAR-002982,CASE-002982,0.52,2,High
PRJ-00308,PAR-002983,CASE-002983,0.243,3,Normal
PRJ-03446,PAR-002984,CASE-002984,0.865,4,High
PRJ-04934,PAR-002985,CASE-002985,0.718,1,Normal
PRJ-02670,PAR-002986,CASE-002986,1.077,4,High
PRJ-00167,PAR-002987,CASE-002987,1.674,1,Normal
PRJ-01914,PAR-002988,CASE-002988,1.961,1,Normal
PRJ-04597,PAR-002989,CASE-002989,0.513,2,Normal
PRJ-01260,PAR-002990,CASE-002990,0.486,3,Normal
PRJ-00504,PAR-002991,CASE-002991,0.525,3,Strategic
PRJ-02577,PAR-002992,CASE-002992,0.123,1,Normal
PRJ-03160,PAR-002993,CASE-002993,1.141,2,Normal
PRJ-02905,PAR-002994,CASE-002994,0.517,2,Normal
PRJ-03966,PAR-002995,CASE-002995,0.352,1,Normal
PRJ-01863,PAR-002996,CASE-002996,0.478,1,Normal
PRJ-00688,PAR-002997,CASE-002997,4.694,2,High
PRJ-01764,PAR-002998,CASE-002998,0.884,3,High
PRJ-02281,PAR-002999,CASE-002999,0.447,2,High
PRJ-01203,PAR-003000,CASE-003000,0.861,4,Normal
PRJ-01874,PAR-003001,CASE-003001,0.672,3,Normal
PRJ-03783,PAR-003002,CASE-003002,0.627,1,Strategic
PRJ-01537,PAR-003003,CASE-003003,0.701,3,High
PRJ-03137,PAR-003004,CASE-003004,2.02,2,High
PRJ-03048,PAR-003005,CASE-003005,0.929,3,High
PRJ-03871,PAR-003006,CASE-003006,0.754,2,Normal
PRJ-00964,PAR-003007,CASE-003007,0.753,1,Normal
PRJ-01339,PAR-003008,CASE-003008,4.288,1,Strategic
PRJ-04998,PAR-003009,CASE-003009,1.733,5,Normal
PRJ-04543,PAR-003010,CASE-003010,0.928,2,Strategic
PRJ-01279,PAR-003011,CASE-003011,1.369,1,Strategic
PRJ-00117,PAR-003012,CASE-003012,0.481,3,High
PRJ-03960,PAR-003013,CASE-003013,0.629,2,Normal
PRJ-04857,PAR-003014,CASE-003014,0.208,2,Normal
PRJ-04117,PAR-003015,CASE-003015,0.942,3,Normal
PRJ-04431,PAR-003016,CASE-003016,1.113,2,Normal
