response_id,project_id,stakeholder_type,response_time_days,responsiveness_score
RESP-032393,PRJ-01008,Contractor,6,66.2
RESP-032394,PRJ-03334,Revenue Officer,8,81.7
RESP-032395,PRJ-04691,RDO,13,87.6
RESP-032396,PRJ-04388,Project Manager,5,86.6
RESP-032397,PRJ-04887,Project Manager,23,100.0
RESP-032398,PRJ-03081,RDO,3,80.8
RESP-032399,PRJ-01313,Contractor,14,100.0
RESP-032400,PRJ-01711,Landowner,17,86.5
RESP-032401,PRJ-00654,Project Manager,10,81.1
RESP-032402,PRJ-02962,Contractor,11,91.2
RESP-032403,PRJ-00169,Revenue Officer,25,85.5
RESP-032404,PRJ-02582,Landowner,8,99.7
RESP-032405,PRJ-00844,RDO,9,72.9
RESP-032406,PRJ-00574,Revenue Officer,9,85.6
RESP-032407,PRJ-00993,Project Manager,16,85.9
RESP-032408,PRJ-04045,Landowner,12,79.2
RESP-032409,PRJ-02715,RDO,6,81.2
RESP-032410,PRJ-01585,RDO,22,61.8
RESP-032411,PRJ-04640,Revenue Officer,14,78.8
RESP-032412,PRJ-00252,RDO,2,93.7
RESP-032413,PRJ-01968,Project Manager,14,68.6
RESP-032414,PRJ-03772,Revenue Officer,15,92.3
RESP-032415,PRJ-00385,Landowner,10,100.0
RESP-032416,PRJ-01464,Contractor,11,92.7
RESP-032417,PRJ-02035,RDO,12,99.2
RESP-032418,PRJ-04117,RDO,3,100.0
RESP-032419,PRJ-01925,Landowner,29,95.5
RESP-032420,PRJ-03082,Revenue Officer,4,84.1
RESP-032421,PRJ-02461,RDO,12,95.5
RESP-032422,PRJ-03652,Project Manager,7,92.4
RESP-032423,PRJ-03339,Landowner,2,100.0
RESP-032424,PRJ-03926,Project Manager,10,82.9
RESP-032425,PRJ-01117,Landowner,5,96.8
RESP-032426,PRJ-00619,Landowner,2,100.0
RESP-032427,PRJ-04248,Project Manager,7,86.8
RESP-032428,PRJ-01059,Landowner,7,84.6
RESP-032429,PRJ-01478,Project Manager,8,72.8
RESP-032430,PRJ-04319,Project Manager,8,68.8
RESP-032431,PRJ-00777,Landowner,29,94.8
RESP-032432,PRJ-00151,Landowner,13,91.6
RESP-032433,PRJ-04541,Revenue Officer,9,100.0
RESP-032434,PRJ-00896,Contractor,27,92.2
RESP-032435,PRJ-01664,Revenue Officer,13,89.3
RESP-032436,PRJ-03912,Contractor,20,93.4
RESP-032437,PRJ-04132,RDO,16,71.5
RESP-032438,PRJ-04097,Project Manager,13,77.2
RESP-032439,PRJ-01920,Project Manager,3,82.8
RESP-032440,PRJ-03392,Project Manager,12,89.8
RESP-032441,PRJ-00445,Project Manager,22,81.3
RESP-032442,PRJ-00443,RDO,7,80.2
RESP-032443,PRJ-02646,RDO,8,98.7
RESP-032444,PRJ-04443,Contractor,14,91.3
RESP-032445,PRJ-04524,Project Manager,5,78.9
RESP-032446,PRJ-00778,Landowner,21,73.9
RESP-032447,PRJ-04123,RDO,6,98.0
RESP-032448,PRJ-00268,RDO,10,87.3
RESP-032449,PRJ-00490,Revenue Officer,19,89.2
RESP-032450,PRJ-01296,Landowner,4,93.0
RESP-032451,PRJ-02470,Contractor,15,76.6
RESP-032452,PRJ-03434,RDO,28,100.0
RESP-032453,PRJ-01368,RDO,8,87.4
RESP-032454,PRJ-03122,Revenue Officer,10,65.6
RESP-032455,PRJ-03934,Landowner,14,80.6
RESP-032456,PRJ-03684,Project Manager,9,100.0
RESP-032457,PRJ-02491,Landowner,12,90.2
RESP-032458,PRJ-00606,Contractor,9,85.1
RESP-032459,PRJ-04686,RDO,13,100.0
RESP-032460,PRJ-00509,Project Manager,26,98.2
RESP-032461,PRJ-01701,RDO,3,83.4
RESP-032462,PRJ-03656,Contractor,13,76.1
RESP-032463,PRJ-04667,RDO,14,75.6
RESP-032464,PRJ-04758,Revenue Officer,10,99.1
RESP-032465,PRJ-02492,Landowner,13,99.6
RESP-032466,PRJ-02002,Project Manager,11,82.9
RESP-032467,PRJ-00821,Project Manager,27,75.3
RESP-032468,PRJ-02923,Landowner,13,80.3
RESP-032469,PRJ-03000,Project Manager,7,97.3
RESP-032470,PRJ-00203,Revenue Officer,11,78.8
RESP-032471,PRJ-01540,Project Manager,5,68.6
RESP-032472,PRJ-02298,Project Manager,7,92.1
RESP-032473,PRJ-01412,Contractor,10,82.3
RESP-032474,PRJ-04514,RDO,9,90.1
RESP-032475,PRJ-02694,RDO,10,86.1
RESP-032476,PRJ-04853,Revenue Officer,7,83.9
RESP-032477,PRJ-01461,Contractor,16,100.0
RESP-032478,PRJ-02793,Contractor,17,74.6
RESP-032479,PRJ-02660,Project Manager,13,84.3
RESP-032480,PRJ-03736,Contractor,22,98.7
RESP-032481,PRJ-01391,Project Manager,14,76.8
RESP-032482,PRJ-04201,Project Manager,10,81.4
RESP-032483,PRJ-01180,Landowner,4,92.6
RESP-032484,PRJ-02746,RDO,25,74.8
RESP-032485,PRJ-02170,Contractor,16,73.4
RESP-032486,PRJ-01688,Project Manager,28,90.0
RESP-032487,PRJ-04549,Contractor,10,86.0
RESP-032488,PRJ-01768,Revenue Officer,18,100.0
RESP-032489,PRJ-03733,Landowner,8,84.9
RESP-032490,PRJ-02740,RDO,7,90.5
RESP-032491,PRJ-04734,Revenue Officer,22,90.9
RESP-032492,PRJ-00764,Project Manager,15,82.9
RESP-032493,PRJ-01152,Contractor,12,81.3
RESP-032494,PRJ-01886,Contractor,2,79.7
RESP-032495,PRJ-01399,Landowner,5,91.9
RESP-032496,PRJ-03128,Landowner,19,100.0
RESP-032497,PRJ-03168,Project Manager,13,98.8
RESP-032498,PRJ-04477,Landowner,8,99.3
RESP-032499,PRJ-02838,Contractor,13,100.0
RESP-032500,PRJ-03339,Revenue Officer,9,90.5
RESP-032501,PRJ-03968,Contractor,8,76.0
RESP-032502,PRJ-03780,Revenue Officer,30,82.0
RESP-032503,PRJ-02034,Contractor,11,92.7
RESP-032504,PRJ-04831,RDO,9,90.8
RESP-032505,PRJ-01001,Project Manager,6,75.6
RESP-032506,PRJ-02197,Project Manager,10,89.2
RESP-032507,PRJ-00437,Contractor,7,93.1
RESP-032508,PRJ-03829,Contractor,15,66.5
RESP-032509,PRJ-00981,Landowner,18,73.0
RESP-032510,PRJ-02705,Contractor,20,97.0
RESP-032511,PRJ-00942,Project Manager,7,92.7
RESP-032512,PRJ-01149,Landowner,7,100.0
RESP-032513,PRJ-02305,Project Manager,10,77.9
RESP-032514,PRJ-00269,Contractor,18,87.0
RESP-032515,PRJ-04572,Project Manager,10,95.7
RESP-032516,PRJ-04627,Project Manager,13,74.4
RESP-032517,PRJ-04836,Project Manager,4,100.0
RESP-032518,PRJ-02033,Revenue Officer,5,88.6
RESP-032519,PRJ-00463,Landowner,12,83.1
RESP-032520,PRJ-02370,Revenue Officer,21,97.3
RESP-032521,PRJ-01383,Contractor,37,77.8
RESP-032522,PRJ-03015,Contractor,5,100.0
RESP-032523,PRJ-00856,Project Manager,12,68.8
RESP-032524,PRJ-03199,Revenue Officer,9,95.3
RESP-032525,PRJ-03601,Revenue Officer,4,79.3
RESP-032526,PRJ-01603,Revenue Officer,29,100.0
RESP-032527,PRJ-02693,Revenue Officer,16,92.2
RESP-032528,PRJ-03161,RDO,13,49.3
RESP-032529,PRJ-02124,Revenue Officer,7,86.6
RESP-032530,PRJ-02500,Contractor,23,71.5
RESP-032531,PRJ-01991,Contractor,2,87.9
RESP-032532,PRJ-02261,Project Manager,15,100.0
RESP-032533,PRJ-04758,Landowner,5,94.5
RESP-032534,PRJ-01363,Project Manager,8,91.4
RESP-032535,PRJ-04338,Contractor,4,82.8
RESP-032536,PRJ-02835,RDO,2,86.3
RESP-032537,PRJ-03617,Landowner,11,63.8
RESP-032538,PRJ-00311,Revenue Officer,8,79.3
RESP-032539,PRJ-00745,Project Manager,10,87.8
RESP-032540,PRJ-04661,Landowner,16,95.3
RESP-032541,PRJ-01696,RDO,17,98.7
RESP-032542,PRJ-00519,RDO,7,94.1
RESP-032543,PRJ-02266,Project Manager,24,86.9
RESP-032544,PRJ-01098,RDO,10,90.8
RESP-032545,PRJ-01602,Landowner,9,100.0
RESP-032546,PRJ-02596,Project Manager,6,77.7
RESP-032547,PRJ-04984,Revenue Officer,9,81.2
RESP-032548,PRJ-03133,RDO,13,100.0
RESP-032549,PRJ-04888,Landowner,5,73.8
RESP-032550,PRJ-01889,Project Manager,18,88.0
RESP-032551,PRJ-01507,Project Manager,6,77.0
RESP-032552,PRJ-04676,Project Manager,3,98.3
RESP-032553,PRJ-01602,Landowner,18,97.2
RESP-032554,PRJ-02220,Landowner,18,84.4
RESP-032555,PRJ-02205,Revenue Officer,18,100.0
RESP-032556,PRJ-02354,Revenue Officer,7,67.9
RESP-032557,PRJ-03640,Landowner,21,83.7
RESP-032558,PRJ-01601,Project Manager,6,81.7
RESP-032559,PRJ-02383,RDO,9,72.5
RESP-032560,PRJ-01473,Contractor,14,87.3
RESP-032561,PRJ-04567,Project Manager,8,76.2
RESP-032562,PRJ-01088,RDO,10,93.1
RESP-032563,PRJ-02866,Revenue Officer,18,100.0
RESP-032564,PRJ-01169,RDO,11,81.9
RESP-032565,PRJ-03074,Contractor,7,91.7
RESP-032566,PRJ-04994,Project Manager,18,81.9
RESP-032567,PRJ-01428,Landowner,13,81.0
RESP-032568,PRJ-04163,Revenue Officer,2,99.2
RESP-032569,PRJ-00475,RDO,9,75.2
RESP-032570,PRJ-02126,Landowner,9,88.4
RESP-032571,PRJ-00208,RDO,20,69.2
RESP-032572,PRJ-00784,Landowner,10,100.0
RESP-032573,PRJ-02723,Project Manager,13,85.4
RESP-032574,PRJ-01522,Revenue Officer,17,87.2
RESP-032575,PRJ-02232,Landowner,6,93.2
RESP-032576,PRJ-04437,Contractor,2,95.6
RESP-032577,PRJ-01535,Project Manager,14,95.4
RESP-032578,PRJ-00552,RDO,10,77.4
RESP-032579,PRJ-03735,Contractor,15,92.4
RESP-032580,PRJ-04633,Contractor,22,76.8
RESP-032581,PRJ-00092,Contractor,12,86.6
RESP-032582,PRJ-01129,RDO,9,94.8
RESP-032583,PRJ-00259,Revenue Officer,21,88.3
RESP-032584,PRJ-03936,Revenue Officer,18,92.5
RESP-032585,PRJ-00263,RDO,8,100.0
RESP-032586,PRJ-03511,Project Manager,3,90.1
RESP-032587,PRJ-00743,Revenue Officer,21,79.6
RESP-032588,PRJ-00089,RDO,2,100.0
RESP-032589,PRJ-02447,Project Manager,24,100.0
RESP-032590,PRJ-02077,RDO,5,99.2
RESP-032591,PRJ-04550,Revenue Officer,9,100.0
RESP-032592,PRJ-00145,Revenue Officer,7,73.0
RESP-032593,PRJ-03928,Landowner,16,72.5
RESP-032594,PRJ-00015,RDO,15,73.8
RESP-032595,PRJ-01074,Contractor,18,100.0
RESP-032596,PRJ-04910,Contractor,20,83.0
RESP-032597,PRJ-02508,Contractor,11,92.2
RESP-032598,PRJ-01332,Contractor,13,97.9
RESP-032599,PRJ-04474,RDO,10,94.6
RESP-032600,PRJ-02779,RDO,25,97.1
RESP-032601,PRJ-01384,Landowner,20,83.4
RESP-032602,PRJ-03549,Project Manager,15,95.8
RESP-032603,PRJ-00271,RDO,5,97.6
RESP-032604,PRJ-03503,Revenue Officer,9,92.7
RESP-032605,PRJ-02975,Revenue Officer,11,77.0
RESP-032606,PRJ-02201,RDO,10,84.0
RESP-032607,PRJ-03653,RDO,8,92.0
RESP-032608,PRJ-01482,Revenue Officer,8,96.0
RESP-032609,PRJ-01861,Revenue Officer,3,86.2
RESP-032610,PRJ-02232,Revenue Officer,13,76.8
RESP-032611,PRJ-02875,Contractor,13,100.0
RESP-032612,PRJ-00273,RDO,9,98.1
RESP-032613,PRJ-02829,Revenue Officer,7,78.3
RESP-032614,PRJ-00794,RDO,12,94.4
RESP-032615,PRJ-01138,Revenue Officer,14,100.0
RESP-032616,PRJ-00068,Contractor,9,86.3
RESP-032617,PRJ-04448,Project Manager,5,82.1
RESP-032618,PRJ-03861,RDO,3,88.6
RESP-032619,PRJ-03481,Contractor,6,93.1
RESP-032620,PRJ-01787,Landowner,7,85.8
RESP-032621,PRJ-02678,Contractor,4,100.0
RESP-032622,PRJ-03154,Project Manager,6,100.0
RESP-032623,PRJ-00763,Revenue Officer,4,62.1
RESP-032624,PRJ-03666,Project Manager,31,84.7
RESP-032625,PRJ-00286,Contractor,7,89.4
RESP-032626,PRJ-03408,Project Manager,25,77.2
RESP-032627,PRJ-01608,RDO,12,95.3
RESP-032628,PRJ-02478,Project Manager,23,99.4
RESP-032629,PRJ-02351,Revenue Officer,15,97.5
RESP-032630,PRJ-01854,RDO,33,86.6
RESP-032631,PRJ-04880,Revenue Officer,23,80.1
RESP-032632,PRJ-04105,RDO,6,90.7
RESP-032633,PRJ-00668,Revenue Officer,11,72.9
RESP-032634,PRJ-03678,Contractor,16,95.1
RESP-032635,PRJ-00747,Landowner,9,80.2
RESP-032636,PRJ-00520,Contractor,6,97.3
RESP-032637,PRJ-04107,Contractor,11,98.6
RESP-032638,PRJ-04931,RDO,16,100.0
RESP-032639,PRJ-04192,Contractor,11,84.1
RESP-032640,PRJ-01381,Landowner,17,82.9
RESP-032641,PRJ-04186,Project Manager,12,82.0
RESP-032642,PRJ-02026,Landowner,28,67.1
RESP-032643,PRJ-02338,Landowner,14,100.0
RESP-032644,PRJ-03097,Contractor,14,86.8
RESP-032645,PRJ-00235,Contractor,34,64.8
RESP-032646,PRJ-03716,Revenue Officer,14,100.0
RESP-032647,PRJ-01616,Landowner,7,84.0
RESP-032648,PRJ-01716,Project Manager,7,100.0
RESP-032649,PRJ-02511,Landowner,8,71.0
RESP-032650,PRJ-04066,Landowner,2,79.4
RESP-032651,PRJ-03102,Landowner,9,91.6
RESP-032652,PRJ-00155,Landowner,11,97.1
RESP-032653,PRJ-03693,RDO,9,65.1
RESP-032654,PRJ-04537,Revenue Officer,10,73.4
RESP-032655,PRJ-04715,Revenue Officer,11,86.2
RESP-032656,PRJ-00770,Landowner,17,100.0
RESP-032657,PRJ-02928,Project Manager,7,95.6
RESP-032658,PRJ-02386,Contractor,12,97.5
RESP-032659,PRJ-01942,RDO,10,99.9
RESP-032660,PRJ-04349,RDO,14,90.9
RESP-032661,PRJ-03219,Landowner,8,100.0
RESP-032662,PRJ-02168,Contractor,8,82.3
RESP-032663,PRJ-03269,Revenue Officer,7,86.8
RESP-032664,PRJ-04539,Revenue Officer,11,89.3
RESP-032665,PRJ-04276,Project Manager,13,64.0
RESP-032666,PRJ-00718,RDO,8,87.0
RESP-032667,PRJ-01760,RDO,10,86.0
RESP-032668,PRJ-04194,Revenue Officer,6,73.0
RESP-032669,PRJ-03432,Landowner,5,69.7
RESP-032670,PRJ-00906,Revenue Officer,16,85.0
RESP-032671,PRJ-02678,Project Manager,20,81.8
RESP-032672,PRJ-03540,Project Manager,4,99.7
RESP-032673,PRJ-03895,Project Manager,10,96.8
RESP-032674,PRJ-01303,Contractor,7,71.6
RESP-032675,PRJ-04972,Revenue Officer,15,92.6
RESP-032676,PRJ-01548,Landowner,7,82.9
RESP-032677,PRJ-04909,RDO,33,100.0
RESP-032678,PRJ-00009,Project Manager,19,83.3
RESP-032679,PRJ-03342,Contractor,5,91.8
RESP-032680,PRJ-02573,RDO,3,69.9
RESP-032681,PRJ-00937,RDO,7,90.8
RESP-032682,PRJ-02003,Project Manager,6,100.0
RESP-032683,PRJ-02227,Landowner,6,100.0
RESP-032684,PRJ-02129,RDO,28,96.3
RESP-032685,PRJ-02009,Contractor,7,70.9
RESP-032686,PRJ-03675,Revenue Officer,4,85.4
RESP-032687,PRJ-01779,Project Manager,11,93.5
RESP-032688,PRJ-00112,Contractor,23,100.0
RESP-032689,PRJ-04976,Project Manager,29,83.2
RESP-032690,PRJ-01455,Project Manager,4,94.7
RESP-032691,PRJ-02169,Contractor,12,95.6
RESP-032692,PRJ-03947,Revenue Officer,15,87.5
RESP-032693,PRJ-02266,Revenue Officer,6,91.3
RESP-032694,PRJ-03634,Revenue Officer,7,88.2
RESP-032695,PRJ-01818,Contractor,13,97.3
RESP-032696,PRJ-02605,Landowner,15,68.5
RESP-032697,PRJ-01061,Contractor,8,86.0
RESP-032698,PRJ-00565,Project Manager,16,100.0
RESP-032699,PRJ-00747,Revenue Officer,15,97.0
RESP-032700,PRJ-00729,Project Manager,36,98.9
RESP-032701,PRJ-03842,RDO,15,90.5
RESP-032702,PRJ-02384,Revenue Officer,19,95.7
RESP-032703,PRJ-03123,Contractor,6,67.7
RESP-032704,PRJ-02577,Contractor,20,69.9
RESP-032705,PRJ-04610,Contractor,21,90.7
RESP-032706,PRJ-02125,Revenue Officer,6,89.9
RESP-032707,PRJ-01090,RDO,3,62.0
RESP-032708,PRJ-00911,Contractor,1,100.0
RESP-032709,PRJ-04226,Revenue Officer,9,90.4
RESP-032710,PRJ-00765,Project Manager,9,63.2
RESP-032711,PRJ-01289,Contractor,9,91.1
RESP-032712,PRJ-04412,Landowner,19,73.7
RESP-032713,PRJ-00863,Contractor,21,92.9
RESP-032714,PRJ-01134,Revenue Officer,9,100.0
RESP-032715,PRJ-00535,Revenue Officer,9,83.1
RESP-032716,PRJ-03018,RDO,7,85.5
RESP-032717,PRJ-04713,RDO,7,100.0
RESP-032718,PRJ-01265,Revenue Officer,9,95.8
RESP-032719,PRJ-00743,Revenue Officer,2,98.9
RESP-032720,PRJ-00397,RDO,17,100.0
RESP-032721,PRJ-01109,RDO,20,77.4
RESP-032722,PRJ-01504,Project Manager,35,93.4
RESP-032723,PRJ-03809,Contractor,12,100.0
RESP-032724,PRJ-01644,Landowner,18,90.9
RESP-032725,PRJ-00113,RDO,5,69.8
RESP-032726,PRJ-01574,Revenue Officer,6,84.1
RESP-032727,PRJ-04207,RDO,9,84.7
RESP-032728,PRJ-01017,Contractor,12,83.9
RESP-032729,PRJ-03764,Project Manager,3,79.1
RESP-032730,PRJ-01343,Contractor,3,83.5
RESP-032731,PRJ-04524,RDO,22,90.2
RESP-032732,PRJ-00101,Project Manager,25,93.7
RESP-032733,PRJ-03097,RDO,11,92.2
RESP-032734,PRJ-02356,Contractor,9,83.3
RESP-032735,PRJ-00183,Revenue Officer,4,66.6
RESP-032736,PRJ-04490,RDO,5,69.3
RESP-032737,PRJ-03692,RDO,3,85.2
RESP-032738,PRJ-01297,Project Manager,4,100.0
RESP-032739,PRJ-03699,Revenue Officer,25,93.1
RESP-032740,PRJ-02050,Landowner,4,83.9
RESP-032741,PRJ-01616,Contractor,8,88.3
RESP-032742,PRJ-04850,Contractor,19,100.0
RESP-032743,PRJ-02122,RDO,33,99.8
RESP-032744,PRJ-01841,Revenue Officer,18,92.4
RESP-032745,PRJ-04617,Project Manager,23,100.0
RESP-032746,PRJ-03163,Landowner,8,98.1
RESP-032747,PRJ-02846,Landowner,25,75.0
RESP-032748,PRJ-01584,RDO,5,100.0
RESP-032749,PRJ-01811,Revenue Officer,7,95.6
RESP-032750,PRJ-02647,Revenue Officer,9,68.5
RESP-032751,PRJ-04292,RDO,2,100.0
RESP-032752,PRJ-03667,Revenue Officer,3,100.0
RESP-032753,PRJ-01064,RDO,24,94.8
RESP-032754,PRJ-03195,Landowner,18,80.5
RESP-032755,PRJ-04085,Revenue Officer,5,89.0
RESP-032756,PRJ-03142,RDO,15,83.6
RESP-032757,PRJ-00034,Contractor,10,79.8
RESP-032758,PRJ-01915,Revenue Officer,5,75.1
RESP-032759,PRJ-04157,RDO,13,72.2
RESP-032760,PRJ-03118,RDO,5,85.9
RESP-032761,PRJ-03730,RDO,8,91.9
RESP-032762,PRJ-00398,RDO,13,100.0
RESP-032763,PRJ-01805,Revenue Officer,11,98.0
RESP-032764,PRJ-04442,Landowner,6,83.9
RESP-032765,PRJ-01492,Landowner,18,90.5
RESP-032766,PRJ-03343,Project Manager,6,100.0
RESP-032767,PRJ-03865,RDO,15,84.1
RESP-032768,PRJ-03110,RDO,10,95.1
RESP-032769,PRJ-01166,RDO,8,65.0
RESP-032770,PRJ-02473,Revenue Officer,14,93.5
RESP-032771,PRJ-02724,Project Manager,8,91.2
RESP-032772,PRJ-04280,Landowner,5,92.1
RESP-032773,PRJ-00562,Contractor,7,91.6
RESP-032774,PRJ-02900,RDO,8,89.7
RESP-032775,PRJ-04367,Project Manager,11,81.5
RESP-032776,PRJ-03587,Landowner,17,95.8
RESP-032777,PRJ-03240,Revenue Officer,28,88.6
RESP-032778,PRJ-02560,Revenue Officer,24,97.2
RESP-032779,PRJ-03551,RDO,15,99.4
RESP-032780,PRJ-02896,Contractor,19,95.8
RESP-032781,PRJ-03339,Revenue Officer,17,93.6
RESP-032782,PRJ-04914,Project Manager,9,84.4
RESP-032783,PRJ-04509,Contractor,4,91.6
RESP-032784,PRJ-00469,Contractor,20,100.0
RESP-032785,PRJ-00665,Project Manager,16,74.8
RESP-032786,PRJ-04637,Revenue Officer,12,89.6
RESP-032787,PRJ-01322,Project Manager,10,97.7
RESP-032788,PRJ-03110,Project Manager,7,100.0
RESP-032789,PRJ-02440,Revenue Officer,9,95.4
RESP-032790,PRJ-00863,RDO,4,100.0
RESP-032791,PRJ-01980,RDO,21,92.5
RESP-032792,PRJ-04847,RDO,20,99.5
RESP-032793,PRJ-03601,Revenue Officer,15,84.6
RESP-032794,PRJ-03936,Revenue Officer,21,71.7
RESP-032795,PRJ-03475,Landowner,22,100.0
RESP-032796,PRJ-00484,Contractor,9,91.5
RESP-032797,PRJ-02713,Landowner,27,100.0
RESP-032798,PRJ-00026,Landowner,12,79.1
RESP-032799,PRJ-01876,Contractor,15,74.7
RESP-032800,PRJ-02649,Revenue Officer,13,100.0
RESP-032801,PRJ-04192,RDO,9,75.5
RESP-032802,PRJ-00046,Contractor,4,98.6
RESP-032803,PRJ-02882,Contractor,4,92.5
RESP-032804,PRJ-01368,Revenue Officer,11,87.7
RESP-032805,PRJ-01722,Project Manager,10,70.6
RESP-032806,PRJ-00193,Project Manager,15,95.9
RESP-032807,PRJ-01536,Revenue Officer,12,97.4
RESP-032808,PRJ-03191,Project Manager,10,74.8
RESP-032809,PRJ-01907,Project Manager,9,95.4
RESP-032810,PRJ-00797,Project Manager,4,76.3
RESP-032811,PRJ-00171,Landowner,17,83.8
RESP-032812,PRJ-01430,Project Manager,21,86.4
RESP-032813,PRJ-00459,RDO,6,88.2
RESP-032814,PRJ-01672,Project Manager,12,84.7
RESP-032815,PRJ-03039,Contractor,8,83.5
RESP-032816,PRJ-03752,Revenue Officer,10,100.0
RESP-032817,PRJ-01153,Contractor,14,85.5
RESP-032818,PRJ-03189,Revenue Officer,8,87.8
RESP-032819,PRJ-02908,Landowner,37,94.9
RESP-032820,PRJ-02681,Revenue Officer,11,100.0
RESP-032821,PRJ-02968,Landowner,9,100.0
RESP-032822,PRJ-00145,RDO,20,100.0
RESP-032823,PRJ-02529,Revenue Officer,15,97.7
RESP-032824,PRJ-02890,Landowner,8,85.8
RESP-032825,PRJ-02531,RDO,21,67.6
RESP-032826,PRJ-01453,Project Manager,11,100.0
RESP-032827,PRJ-03552,Revenue Officer,12,91.2
RESP-032828,PRJ-00310,Project Manager,19,93.6
RESP-032829,PRJ-01013,Contractor,4,85.2
RESP-032830,PRJ-03856,Revenue Officer,26,93.1
RESP-032831,PRJ-04182,Project Manager,5,81.7
RESP-032832,PRJ-02338,Contractor,4,93.2
RESP-032833,PRJ-01915,Landowner,9,67.3
RESP-032834,PRJ-02028,RDO,12,92.6
RESP-032835,PRJ-03559,RDO,30,82.2
RESP-032836,PRJ-03990,Landowner,23,72.9
RESP-032837,PRJ-04189,Landowner,21,98.6
RESP-032838,PRJ-03329,Project Manager,1,90.2
RESP-032839,PRJ-00213,Contractor,23,69.8
RESP-032840,PRJ-00691,Landowner,8,95.9
RESP-032841,PRJ-01369,Project Manager,16,91.1
RESP-032842,PRJ-03468,Revenue Officer,4,89.8
RESP-032843,PRJ-02954,Revenue Officer,5,85.9
RESP-032844,PRJ-00277,Landowner,15,95.1
RESP-032845,PRJ-03474,Landowner,19,90.1
RESP-032846,PRJ-03702,Project Manager,5,86.4
RESP-032847,PRJ-04984,Landowner,33,100.0
RESP-032848,PRJ-02379,Revenue Officer,9,92.0
RESP-032849,PRJ-02957,Project Manager,4,64.4
RESP-032850,PRJ-04142,Revenue Officer,10,74.4
RESP-032851,PRJ-00256,Landowner,8,82.0
RESP-032852,PRJ-02810,Project Manager,7,86.4
RESP-032853,PRJ-03370,Revenue Officer,7,93.6
RESP-032854,PRJ-00604,Contractor,14,82.2
RESP-032855,PRJ-02276,RDO,12,78.5
RESP-032856,PRJ-00942,Revenue Officer,17,76.3
RESP-032857,PRJ-01502,Contractor,4,51.8
RESP-032858,PRJ-00542,Revenue Officer,33,100.0
RESP-032859,PRJ-03359,Contractor,32,100.0
RESP-032860,PRJ-03366,Landowner,12,93.9
RESP-032861,PRJ-00624,RDO,13,98.1
RESP-032862,PRJ-00977,Revenue Officer,35,72.5
RESP-032863,PRJ-01363,Contractor,4,90.3
RESP-032864,PRJ-04181,Landowner,5,100.0
RESP-032865,PRJ-02370,Project Manager,31,80.7
RESP-032866,PRJ-03911,Landowner,17,100.0
RESP-032867,PRJ-04401,Contractor,16,99.2
RESP-032868,PRJ-01866,Revenue Officer,10,84.6
RESP-032869,PRJ-02475,Project Manager,17,77.6
RESP-032870,PRJ-04933,RDO,39,98.5
RESP-032871,PRJ-00565,Project Manager,8,97.2
RESP-032872,PRJ-00860,RDO,7,87.0
RESP-032873,PRJ-01239,Project Manager,14,83.7
RESP-032874,PRJ-00067,RDO,14,100.0
RESP-032875,PRJ-01209,Project Manager,5,78.9
RESP-032876,PRJ-00110,Revenue Officer,19,93.1
RESP-032877,PRJ-00267,Project Manager,12,90.5
RESP-032878,PRJ-01189,Revenue Officer,5,88.2
RESP-032879,PRJ-03208,Revenue Officer,5,77.0
RESP-032880,PRJ-03038,RDO,11,85.5
RESP-032881,PRJ-04742,Landowner,7,95.0
RESP-032882,PRJ-01739,Revenue Officer,9,90.4
RESP-032883,PRJ-01607,RDO,5,89.9
RESP-032884,PRJ-01174,Project Manager,10,91.0
RESP-032885,PRJ-03574,Revenue Officer,4,66.5
RESP-032886,PRJ-01923,RDO,2,84.8
RESP-032887,PRJ-02683,RDO,16,80.5
RESP-032888,PRJ-02420,RDO,14,96.5
RESP-032889,PRJ-04414,Revenue Officer,6,91.0
RESP-032890,PRJ-03887,Revenue Officer,7,100.0
RESP-032891,PRJ-02988,RDO,14,74.9
RESP-032892,PRJ-03691,RDO,15,84.4
RESP-032893,PRJ-04718,RDO,12,69.4
RESP-032894,PRJ-02516,Revenue Officer,3,72.2
RESP-032895,PRJ-00508,Revenue Officer,19,57.9
RESP-032896,PRJ-04999,Revenue Officer,15,84.9
RESP-032897,PRJ-00709,Revenue Officer,16,59.7
RESP-032898,PRJ-01882,Contractor,9,90.4
RESP-032899,PRJ-03553,Contractor,9,79.0
RESP-032900,PRJ-04574,Project Manager,7,89.3
RESP-032901,PRJ-04551,Revenue Officer,7,91.9
RESP-032902,PRJ-00866,Revenue Officer,15,100.0
RESP-032903,PRJ-00560,Project Manager,13,86.3
RESP-032904,PRJ-02112,Landowner,6,84.4
RESP-032905,PRJ-00772,Project Manager,31,84.3
RESP-032906,PRJ-02177,Landowner,21,83.1
RESP-032907,PRJ-02391,Project Manager,21,67.2
RESP-032908,PRJ-01353,Project Manager,7,90.4
RESP-032909,PRJ-00091,Revenue Officer,2,97.3
RESP-032910,PRJ-01147,Revenue Officer,6,70.8
RESP-032911,PRJ-03265,Contractor,9,73.7
RESP-032912,PRJ-02816,Revenue Officer,8,97.9
RESP-032913,PRJ-03369,Revenue Officer,11,78.3
RESP-032914,PRJ-01825,Contractor,15,56.1
RESP-032915,PRJ-02376,RDO,10,75.6
