project_id,project_type,land_required,affected_parcels,affected_families,legal_disputes,compensation_pending,approval_pending,documentation_pending,rehabilitation_pending,notification_pending,award_pending,possession_pending,stakeholder_responsiveness,environmental_risk,weather_risk,risk_score,delay_probability,delay_risk_label,delay_days
PRJ-04347,Road,5.23,7,4,0,0,0,0,0,0,0,1,97.5,97.57,91.09,15.1,0.1545,LOW,0
PRJ-02576,Renewable Energy,0.65,8,3,0,0,0,0,0,0,0,0,92.8,91.26,19.68,8.4,0.0998,LOW,0
PRJ-01927,Urban Development,2.09,5,4,1,0,1,0,0,0,0,0,97.3,13.92,92.38,30.1,0.3318,MEDIUM,0
PRJ-04400,Industrial Corridor,3.2,7,3,0,1,0,0,0,0,0,1,83.7,0.09,37.25,31.1,0.2891,MEDIUM,0
PRJ-01003,Urban Development,2.36,8,8,0,0,1,1,1,0,0,0,66.8,32.53,39.96,51.2,0.4875,HIGH,131
PRJ-04900,Renewable Energy,1.87,4,6,0,0,0,0,0,0,0,0,100.0,59.99,6.86,10.7,0.0998,LOW,0
PRJ-01477,Urban Development,3.44,5,4,0,0,0,1,0,0,0,0,82.9,84.26,17.85,17.4,0.1978,LOW,0
PRJ-04500,Road,0.41,8,5,0,0,0,0,0,0,0,0,96.1,64.26,55.57,12.2,0.0998,LOW,0
PRJ-00380,Road,1.27,3,6,0,0,0,0,0,1,0,0,99.6,25.42,30.97,16.8,0.1545,LOW,0
PRJ-03770,Road,0.85,8,5,1,0,0,0,0,0,0,0,100.0,26.05,86.95,21.2,0.2142,LOW,0
PRJ-02076,Road,2.23,6,3,0,0,0,0,0,0,0,0,99.3,31.62,31.67,9.4,0.0998,LOW,0
PRJ-00618,Industrial Corridor,0.71,8,7,0,0,1,0,0,0,0,1,88.0,7.51,14.74,26.6,0.2994,MEDIUM,0
PRJ-01461,Road,1.55,8,6,0,0,0,0,1,0,0,0,91.7,61.99,67.67,14.1,0.1545,LOW,0
PRJ-01187,Industrial Corridor,0.97,7,3,1,0,0,1,0,0,1,0,78.4,12.53,15.33,47.2,0.475,MEDIUM,0
PRJ-02577,Irrigation,2.94,7,6,0,0,0,0,0,0,0,0,100.0,36.32,18.69,10.7,0.0998,LOW,0
PRJ-03325,Urban Development,2.3,6,4,0,0,0,0,0,0,0,1,100.0,19.84,86.02,12.8,0.1545,LOW,0
PRJ-01959,Industrial Corridor,3.51,8,7,0,0,0,0,1,0,0,0,68.2,95.11,13.14,20.6,0.19,LOW,0
PRJ-01511,Rail,2.07,5,5,0,0,1,0,0,1,0,0,100.0,82.28,45.71,25.0,0.2497,MEDIUM,0
PRJ-03724,Industrial Corridor,3.13,5,6,0,0,0,0,1,1,0,0,100.0,30.01,51.85,22.4,0.2315,LOW,149
PRJ-02816,Industrial Corridor,3.83,5,2,0,0,0,0,0,0,0,0,100.0,98.52,38.45,8.1,0.0998,LOW,0
PRJ-01576,Irrigation,1.22,4,10,0,0,0,0,0,0,1,0,97.9,32.1,47.69,18.0,0.1751,LOW,76
PRJ-01438,Road,1.98,8,8,0,0,1,0,0,0,0,0,81.5,22.08,12.71,21.4,0.2059,LOW,0
PRJ-03235,Rail,0.26,2,5,0,0,0,0,0,1,0,0,80.6,45.77,44.15,15.5,0.1545,LOW,0
PRJ-03643,Road,0.65,1,2,0,0,0,0,0,0,0,0,96.5,43.05,73.8,11.8,0.0998,LOW,0
PRJ-04016,Industrial Corridor,1.83,8,3,1,0,0,0,0,0,0,0,82.4,77.74,33.72,19.4,0.2142,LOW,0
PRJ-04649,Rail,1.03,8,2,0,0,0,0,0,0,0,0,100.0,70.92,74.82,8.9,0.0998,LOW,0
PRJ-04859,Renewable Energy,2.95,4,7,0,1,0,0,0,0,0,0,83.6,2.22,2.1,22.6,0.2405,LOW,0
PRJ-02692,Renewable Energy,1.09,6,2,0,0,0,0,0,0,0,0,100.0,35.84,27.92,8.7,0.0998,LOW,0
PRJ-01450,Industrial Corridor,1.25,4,3,0,0,0,0,0,0,0,0,92.7,33.32,9.97,10.6,0.0998,LOW,20
PRJ-03868,Rail,1.0,4,7,0,0,0,0,0,0,0,1,98.3,42.11,66.43,17.4,0.19,LOW,107
PRJ-04658,Irrigation,1.82,5,3,0,0,0,0,0,0,0,0,96.6,70.39,56.68,8.2,0.0998,LOW,0
PRJ-02284,Road,1.96,5,4,0,0,0,0,0,1,0,0,100.0,53.6,27.69,8.4,0.1545,LOW,0
PRJ-03737,Industrial Corridor,2.55,5,7,0,0,0,0,0,0,0,0,88.2,56.46,60.63,9.8,0.1246,LOW,0
PRJ-01396,Rail,1.02,4,6,0,0,0,0,0,0,0,0,100.0,60.37,1.33,4.3,0.0998,LOW,0
PRJ-02023,Industrial Corridor,2.39,5,4,0,0,0,0,0,0,0,0,94.6,32.92,48.57,15.2,0.0998,LOW,0
PRJ-01173,Industrial Corridor,1.19,10,5,0,0,0,0,0,0,0,0,93.9,75.88,42.23,12.4,0.0998,LOW,0
PRJ-03511,Urban Development,4.94,4,2,0,0,0,0,0,0,0,0,100.0,67.64,32.15,7.8,0.0998,LOW,0
PRJ-03914,Urban Development,0.5,6,6,0,0,1,0,1,1,0,0,84.8,34.47,73.37,34.4,0.3543,MEDIUM,0
PRJ-03911,Urban Development,0.56,9,5,0,0,0,0,0,0,0,0,94.1,70.97,76.76,10.6,0.0998,LOW,0
PRJ-04595,Irrigation,3.52,6,4,0,0,0,0,0,0,0,0,86.0,18.13,19.85,6.3,0.0998,LOW,0
PRJ-01748,Industrial Corridor,0.55,6,2,0,0,0,0,0,0,0,0,96.6,70.55,54.95,11.1,0.0998,LOW,0
PRJ-00145,Road,2.19,8,4,0,0,0,0,0,0,0,0,100.0,49.04,57.89,8.5,0.0998,LOW,0
PRJ-00330,Rail,0.79,8,5,0,0,0,0,0,0,0,0,93.7,28.86,87.28,11.5,0.0998,LOW,0
PRJ-01917,Renewable Energy,0.97,7,2,0,0,0,0,1,0,0,0,96.3,86.46,69.92,10.1,0.1545,LOW,0
PRJ-00384,Renewable Energy,1.6,4,2,0,0,0,0,0,0,0,0,84.3,92.17,86.56,11.2,0.0998,LOW,0
PRJ-00149,Irrigation,0.59,7,4,0,0,0,0,0,0,0,0,80.4,48.38,18.65,13.9,0.0998,LOW,0
PRJ-04940,Rail,2.04,6,8,0,0,0,0,0,0,0,0,100.0,47.97,12.28,13.0,0.1246,LOW,0
PRJ-02570,Irrigation,1.14,6,8,0,0,0,0,0,1,0,0,79.1,26.29,58.26,16.2,0.19,LOW,0
PRJ-01642,Road,0.62,3,4,0,0,0,0,0,0,0,1,93.8,50.82,23.46,15.9,0.1545,LOW,0
PRJ-02109,Rail,2.04,6,6,0,0,0,0,1,0,0,0,84.4,37.17,57.12,16.8,0.1545,LOW,0
PRJ-04641,Industrial Corridor,1.36,4,8,0,0,0,0,0,0,0,0,89.1,57.08,41.17,17.7,0.1246,LOW,114
PRJ-04958,Urban Development,1.97,11,4,0,0,0,0,0,0,0,0,87.7,3.27,51.47,9.9,0.0998,LOW,0
PRJ-04772,Urban Development,3.74,6,4,0,1,0,0,0,0,0,0,82.7,64.9,57.02,19.6,0.1978,LOW,0
PRJ-00598,Road,1.23,8,3,0,0,0,0,0,0,0,0,100.0,38.98,47.9,6.7,0.0998,LOW,0
PRJ-01556,Renewable Energy,4.82,2,2,0,1,0,1,0,0,1,0,85.7,26.49,91.79,45.2,0.4502,MEDIUM,0
PRJ-00356,Rail,3.71,4,4,0,0,0,0,0,0,0,0,87.0,59.49,40.96,5.6,0.0998,LOW,0
PRJ-02417,Industrial Corridor,2.07,9,2,0,0,0,0,0,0,0,1,98.9,54.8,4.84,9.3,0.1545,LOW,0
PRJ-04665,Irrigation,1.16,4,6,1,0,0,1,1,0,0,0,57.4,8.19,23.93,51.0,0.5,HIGH,0
PRJ-03118,Road,1.18,7,3,0,0,0,0,0,0,0,1,81.0,56.03,83.87,15.6,0.1545,LOW,0
PRJ-01370,Industrial Corridor,0.75,6,4,0,0,0,0,0,0,0,0,100.0,48.17,17.17,9.6,0.0998,LOW,0
PRJ-01501,Urban Development,0.69,3,3,0,0,0,0,1,0,0,0,77.1,56.96,89.39,16.0,0.1545,LOW,0
PRJ-01795,Rail,0.77,10,11,1,1,1,0,0,0,1,1,49.2,6.07,56.33,75.8,0.7773,CRITICAL,164
PRJ-01542,Industrial Corridor,0.65,5,2,0,0,0,0,0,0,0,0,92.2,51.66,57.53,8.6,0.0998,LOW,0
PRJ-04639,Road,9.97,6,6,0,0,0,0,0,0,0,0,100.0,60.42,46.31,12.2,0.0998,LOW,0
PRJ-01270,Industrial Corridor,0.8,6,3,0,0,0,0,0,0,0,0,100.0,6.19,52.84,5.8,0.0998,LOW,0
PRJ-04644,Road,4.49,6,8,0,0,0,0,1,0,0,0,100.0,69.16,20.56,17.7,0.19,LOW,0
PRJ-01685,Urban Development,0.84,5,4,1,0,0,0,1,0,0,1,77.7,20.47,22.67,42.2,0.4256,MEDIUM,0
PRJ-03444,Renewable Energy,0.75,7,10,0,0,0,0,0,0,0,0,96.3,19.65,17.2,11.9,0.1246,LOW,0
PRJ-00369,Rail,1.4,7,3,0,0,0,0,0,0,0,0,98.4,9.79,25.7,12.2,0.0998,LOW,0
PRJ-02207,Industrial Corridor,3.68,10,3,0,1,0,1,0,1,1,0,62.3,32.59,25.51,54.1,0.5744,HIGH,158
PRJ-04539,Urban Development,5.1,8,4,0,0,0,0,0,1,0,0,96.3,9.65,56.46,15.4,0.1545,LOW,0
PRJ-00457,Industrial Corridor,1.31,9,7,0,0,0,0,0,1,0,0,83.0,7.86,32.77,24.7,0.19,LOW,0
PRJ-04581,Irrigation,1.66,4,4,0,0,0,0,0,0,0,0,100.0,49.83,18.23,3.6,0.0998,LOW,0
PRJ-04828,Renewable Energy,1.31,4,5,0,1,0,0,0,0,0,0,87.7,91.3,25.2,16.8,0.1978,LOW,0
PRJ-03425,Irrigation,1.96,7,7,1,1,0,1,0,0,0,0,59.3,25.0,4.29,65.1,0.6341,HIGH,111
PRJ-03315,Industrial Corridor,2.43,3,5,0,0,0,0,0,1,0,0,94.0,80.48,54.75,17.3,0.1545,LOW,0
PRJ-00216,Industrial Corridor,0.52,5,4,1,0,0,0,1,0,0,0,74.6,72.03,99.2,26.9,0.31,MEDIUM,0
PRJ-03011,Urban Development,4.35,4,6,0,0,0,0,0,0,0,0,77.2,79.38,41.66,11.7,0.0998,LOW,0
PRJ-00710,Renewable Energy,0.86,8,3,0,0,0,0,0,1,0,1,86.0,53.11,47.26,26.0,0.2315,MEDIUM,0
PRJ-01683,Road,0.87,5,6,0,0,0,0,0,0,0,0,94.3,15.32,41.85,12.1,0.0998,LOW,0
PRJ-02931,Road,7.09,11,5,0,0,0,0,0,1,1,1,87.5,24.37,72.98,25.3,0.31,MEDIUM,0
PRJ-03277,Industrial Corridor,0.92,5,5,0,0,0,0,0,0,0,0,95.9,47.66,24.28,12.4,0.0998,LOW,0
PRJ-04616,Renewable Energy,0.21,6,5,0,0,0,0,0,0,0,0,86.2,81.36,56.1,9.1,0.0998,LOW,0
PRJ-01800,Industrial Corridor,0.69,2,4,0,0,0,0,0,0,0,0,91.2,78.05,93.44,6.9,0.0998,LOW,0
PRJ-03001,Road,0.26,8,4,1,0,0,0,0,1,0,0,81.6,20.43,4.13,31.3,0.31,MEDIUM,228
PRJ-04085,Renewable Energy,1.27,6,4,0,0,0,0,0,0,0,0,91.9,8.06,17.99,13.4,0.0998,LOW,0
PRJ-01703,Renewable Energy,2.94,4,4,0,0,1,0,0,0,0,0,96.7,8.15,23.01,16.6,0.168,LOW,65
PRJ-00277,Urban Development,0.37,4,4,0,0,0,0,0,0,0,0,80.0,54.25,0.27,10.3,0.0998,LOW,0
PRJ-01678,Industrial Corridor,0.35,3,7,0,0,0,0,1,0,0,0,82.0,92.46,25.1,19.8,0.19,LOW,0
PRJ-02530,Renewable Energy,1.18,8,3,0,0,1,0,0,0,0,0,100.0,17.17,97.1,15.0,0.168,LOW,0
PRJ-00198,Road,5.46,9,5,0,0,0,0,0,0,1,0,100.0,40.08,91.41,14.0,0.1419,LOW,45
PRJ-01553,Renewable Energy,1.61,6,3,0,0,0,0,0,0,0,0,77.6,36.33,61.15,10.4,0.0998,LOW,45
PRJ-01620,Road,3.69,5,6,0,1,0,1,0,0,0,0,99.1,52.69,64.92,29.6,0.3543,MEDIUM,147
PRJ-00789,Urban Development,1.87,12,5,1,0,0,1,0,1,1,1,62.6,20.53,97.33,63.8,0.7109,HIGH,148
PRJ-03276,Renewable Energy,1.48,6,7,0,1,0,0,1,0,0,0,95.0,39.22,83.87,38.6,0.343,MEDIUM,118
PRJ-01008,Road,0.84,10,5,0,1,0,0,0,0,1,0,100.0,13.7,70.72,18.8,0.2689,LOW,0
PRJ-00864,Road,2.46,5,5,0,0,0,0,0,0,0,0,80.8,64.45,23.74,13.0,0.0998,LOW,46
PRJ-04441,Road,2.56,7,4,0,0,0,0,0,0,0,0,94.8,62.17,65.24,7.3,0.0998,LOW,0
PRJ-02380,Urban Development,1.13,4,3,0,0,0,1,0,0,0,0,91.7,65.18,81.61,22.3,0.1978,LOW,0
PRJ-01652,Irrigation,0.5,9,5,0,0,1,0,0,1,0,0,92.8,76.95,81.86,28.2,0.2497,MEDIUM,0
PRJ-04763,Road,1.62,7,6,0,0,0,0,0,0,0,0,92.3,61.32,98.67,10.2,0.0998,LOW,0
PRJ-02115,Road,0.97,10,3,1,1,0,0,0,0,0,0,92.0,45.54,17.49,37.1,0.3775,MEDIUM,0
PRJ-01572,Urban Development,0.56,4,4,0,0,0,0,1,0,0,0,91.7,58.11,43.99,13.7,0.1545,LOW,0
PRJ-02209,Renewable Energy,0.56,6,3,1,0,0,0,0,0,0,0,77.7,33.38,14.36,15.6,0.2142,LOW,89
PRJ-00753,Urban Development,1.24,5,7,0,1,1,0,0,0,1,0,61.1,47.77,81.64,45.9,0.4626,MEDIUM,0
PRJ-02743,Road,4.13,3,7,0,0,0,0,0,0,0,0,80.5,73.26,67.2,20.8,0.1246,LOW,61
PRJ-04086,Road,0.73,5,5,0,0,0,1,0,0,0,0,89.5,41.87,16.88,18.3,0.1978,LOW,0
PRJ-01832,Irrigation,11.84,8,3,0,0,0,0,0,0,0,0,87.9,69.07,99.22,18.6,0.1246,LOW,0
PRJ-03971,Rail,0.57,4,7,0,0,0,0,1,0,0,0,77.9,49.3,31.83,24.4,0.19,LOW,0
PRJ-00950,Road,0.73,5,5,0,0,1,0,0,0,0,0,96.5,28.1,62.35,17.5,0.168,LOW,0
PRJ-00695,Industrial Corridor,1.47,7,5,0,1,0,0,0,0,0,0,79.0,1.55,28.66,17.2,0.1978,LOW,0
PRJ-04217,Renewable Energy,2.42,8,2,0,0,0,0,0,0,0,0,95.4,93.3,48.32,12.4,0.0998,LOW,0
PRJ-01945,Irrigation,0.59,8,5,1,0,1,0,0,1,0,0,85.1,34.37,53.05,45.7,0.4502,MEDIUM,151
PRJ-03628,Renewable Energy,0.37,7,9,0,0,0,0,0,0,0,0,87.6,9.28,62.16,15.4,0.1246,LOW,0
PRJ-02930,Urban Development,0.6,9,3,0,0,0,0,0,1,0,0,80.7,37.24,99.91,12.2,0.1545,LOW,0
PRJ-04741,Irrigation,0.3,7,5,0,0,0,0,0,0,0,0,94.4,28.01,42.04,15.7,0.0998,LOW,0
PRJ-00867,Renewable Energy,1.91,1,8,0,1,0,0,0,1,1,0,76.7,70.95,58.75,44.4,0.4378,MEDIUM,118
PRJ-01553,Rail,0.45,3,6,0,1,0,0,0,0,0,0,81.7,71.26,10.52,23.5,0.1978,LOW,0
PRJ-03492,Irrigation,3.28,7,2,0,0,0,1,0,0,0,0,80.3,3.27,75.17,22.4,0.1978,LOW,0
PRJ-02427,Renewable Energy,0.65,4,9,1,1,0,0,1,0,0,0,66.6,55.4,55.44,59.3,0.5622,HIGH,108
PRJ-01225,Industrial Corridor,3.18,6,2,0,0,0,0,0,0,0,0,85.1,58.22,63.28,6.6,0.0998,LOW,0
PRJ-01111,Urban Development,3.06,7,7,0,0,0,0,0,0,0,0,83.8,21.41,58.35,13.4,0.1246,LOW,0
PRJ-01480,Rail,1.38,2,6,0,0,0,0,0,1,0,1,96.7,44.29,12.32,26.1,0.2315,MEDIUM,33
PRJ-00570,Rail,0.23,2,5,0,0,0,0,1,0,0,0,75.4,89.14,36.83,21.3,0.1545,LOW,0
PRJ-01633,Road,0.67,4,4,0,0,0,0,0,0,0,0,100.0,64.17,19.17,6.2,0.0998,LOW,0
PRJ-04773,Urban Development,0.4,3,7,0,0,0,0,0,0,0,0,94.1,73.43,2.47,11.5,0.1246,LOW,215
PRJ-03641,Road,0.59,6,9,0,1,0,0,0,0,0,0,99.7,67.2,91.28,18.8,0.2405,LOW,0
PRJ-01237,Irrigation,1.02,6,5,1,0,1,0,0,0,0,0,91.2,91.33,9.79,29.6,0.3318,MEDIUM,0
PRJ-01767,Industrial Corridor,2.18,5,9,0,0,0,0,1,0,0,0,100.0,94.45,87.69,20.3,0.19,LOW,0
PRJ-03378,Road,0.99,4,6,0,0,1,0,0,0,1,0,88.5,53.74,13.89,26.1,0.2315,MEDIUM,0
PRJ-03561,Irrigation,0.56,4,4,0,0,0,0,0,0,0,0,77.1,83.62,19.6,6.4,0.0998,LOW,93
PRJ-01421,Irrigation,1.8,4,3,0,0,0,0,0,0,0,0,99.4,73.93,54.25,15.3,0.0998,LOW,0
PRJ-02514,Road,0.54,8,4,0,0,0,0,0,0,0,0,80.7,54.88,39.95,7.5,0.0998,LOW,0
PRJ-04670,Irrigation,7.7,5,6,0,0,1,0,0,0,1,0,85.5,50.68,59.15,24.8,0.2315,LOW,0
PRJ-00591,Industrial Corridor,1.2,4,5,0,0,1,0,0,0,0,0,99.7,50.53,1.88,15.8,0.168,LOW,149
PRJ-01211,Rail,3.02,6,8,0,0,0,0,0,1,0,0,92.5,48.14,61.93,23.5,0.19,LOW,0
PRJ-00503,Industrial Corridor,0.89,7,5,0,1,0,0,0,0,0,0,100.0,37.77,32.97,18.4,0.1978,LOW,0
PRJ-00236,Rail,0.98,2,3,0,0,0,1,0,0,0,0,91.4,91.2,54.17,19.2,0.1978,LOW,0
PRJ-03747,Urban Development,1.13,11,7,0,0,0,0,0,1,1,0,89.8,22.77,60.22,30.5,0.2592,MEDIUM,0
PRJ-02728,Industrial Corridor,3.0,2,10,0,0,0,0,0,0,0,0,98.0,48.26,29.61,11.6,0.1246,LOW,0
PRJ-03124,Road,2.05,3,3,0,0,0,0,0,0,0,1,90.4,65.97,64.36,14.2,0.1545,LOW,0
PRJ-02593,Road,3.23,1,4,1,0,1,0,1,0,0,1,67.0,23.46,35.16,57.3,0.5744,HIGH,168
PRJ-04431,Road,1.99,6,3,0,0,0,0,0,0,1,0,86.0,28.87,10.92,16.4,0.1419,LOW,0
PRJ-02698,Irrigation,12.58,7,7,0,0,0,0,0,0,0,0,90.6,96.95,69.78,15.9,0.1545,LOW,0
PRJ-03016,Urban Development,1.58,3,9,0,0,0,0,0,0,0,0,98.1,13.92,61.24,13.8,0.1246,LOW,231
PRJ-03764,Urban Development,2.78,8,6,0,0,0,0,0,0,0,0,88.7,17.6,54.2,11.6,0.0998,LOW,0
PRJ-04673,Road,1.25,5,3,0,1,0,0,1,0,0,1,67.8,27.61,74.4,40.4,0.4013,MEDIUM,0
PRJ-01011,Urban Development,1.94,6,8,0,0,0,0,0,0,0,0,84.5,79.09,40.34,17.6,0.1246,LOW,0
PRJ-03320,Industrial Corridor,4.24,9,6,0,0,0,0,0,0,0,0,85.5,91.82,60.4,18.3,0.0998,LOW,0
PRJ-00001,Urban Development,3.6,5,3,0,0,0,0,0,0,0,0,91.1,53.66,90.76,12.6,0.0998,LOW,0
PRJ-00762,Renewable Energy,1.83,9,4,0,0,0,0,0,1,0,0,78.0,49.67,55.93,16.9,0.1545,LOW,0
PRJ-03552,Rail,3.91,9,7,0,0,0,0,1,1,0,0,87.2,78.31,75.35,30.2,0.2789,MEDIUM,0
PRJ-00352,Road,6.07,9,5,0,0,0,0,0,0,0,0,91.1,40.7,54.57,11.9,0.0998,LOW,0
PRJ-03309,Urban Development,1.07,4,5,0,0,0,0,0,1,0,0,100.0,37.55,39.66,15.4,0.1545,LOW,0
PRJ-04053,Road,1.04,6,2,0,0,0,1,0,0,0,0,89.9,40.19,35.75,21.4,0.1978,LOW,0
PRJ-02111,Rail,1.05,4,9,0,0,0,0,0,0,0,0,97.5,9.8,17.25,11.1,0.1246,LOW,164
PRJ-02547,Renewable Energy,0.83,9,7,1,0,1,0,1,0,0,0,68.3,79.66,6.1,53.9,0.5125,HIGH,98
PRJ-03326,Irrigation,2.73,8,4,1,1,1,1,0,1,1,0,48.2,2.04,83.77,88.7,0.8581,CRITICAL,284
PRJ-04545,Rail,0.8,8,8,0,0,0,0,0,0,1,0,79.9,74.1,87.0,13.8,0.1751,LOW,0
PRJ-01443,Road,1.9,5,7,0,0,0,0,1,0,0,0,86.2,29.52,10.17,22.5,0.19,LOW,0
PRJ-00148,Rail,4.01,8,9,0,0,1,0,0,0,1,0,88.2,63.34,32.71,26.1,0.2789,MEDIUM,0
PRJ-01658,Irrigation,1.12,5,10,0,0,0,0,1,0,0,0,88.2,42.78,34.44,23.5,0.19,LOW,0
PRJ-03447,Industrial Corridor,1.64,3,2,0,0,0,0,0,0,0,0,77.8,15.61,48.42,8.3,0.0998,LOW,0
PRJ-02094,Road,1.85,6,5,0,0,0,1,1,0,0,0,91.6,10.54,2.33,26.4,0.2891,MEDIUM,0
PRJ-02922,Irrigation,0.86,9,3,0,0,0,0,0,0,0,1,94.6,80.18,90.78,18.8,0.1545,LOW,0
PRJ-02742,Road,3.09,4,7,0,0,0,0,0,0,0,1,71.5,22.46,72.73,18.5,0.19,LOW,0
PRJ-03166,Rail,2.56,7,1,0,0,0,1,0,0,1,0,83.8,86.08,49.38,26.0,0.2689,MEDIUM,0
PRJ-04221,Industrial Corridor,0.96,5,4,0,0,0,0,0,0,0,1,94.9,2.48,15.94,21.0,0.1545,LOW,90
PRJ-03996,Urban Development,1.29,4,3,0,0,0,0,0,0,0,0,94.9,56.13,81.3,10.9,0.0998,LOW,0
PRJ-03855,Renewable Energy,3.57,15,4,0,0,0,0,1,0,0,0,90.1,16.39,16.44,19.2,0.1545,LOW,0
PRJ-02872,Urban Development,1.15,4,6,0,1,1,1,0,0,0,0,62.1,28.76,63.59,46.5,0.5,MEDIUM,80
PRJ-01087,Irrigation,0.44,10,3,0,0,0,0,0,0,0,0,86.4,71.97,33.13,11.2,0.0998,LOW,0
PRJ-02636,Industrial Corridor,0.68,7,2,0,0,0,0,0,0,0,0,82.8,42.95,71.87,11.2,0.0998,LOW,0
PRJ-04172,Irrigation,0.74,9,4,0,0,0,0,1,0,0,0,95.6,53.68,96.43,10.9,0.1545,LOW,0
PRJ-01629,Road,1.24,6,6,0,1,0,1,0,0,1,0,93.2,17.83,43.56,44.8,0.4502,MEDIUM,0
PRJ-04209,Road,0.71,8,6,0,0,0,0,0,0,1,0,84.9,69.76,27.87,11.9,0.1419,LOW,0
PRJ-04815,Urban Development,0.78,13,7,1,1,0,0,1,1,0,0,43.1,45.24,50.48,64.4,0.6792,HIGH,0
PRJ-01127,Industrial Corridor,5.21,7,6,0,0,0,0,0,0,0,0,91.3,44.67,29.75,7.6,0.0998,LOW,0
PRJ-02391,Renewable Energy,1.04,6,3,0,1,0,0,0,0,0,0,95.5,64.11,41.49,19.8,0.1978,LOW,0
PRJ-01861,Rail,1.66,6,5,0,0,0,0,0,0,0,0,75.9,69.31,27.09,8.9,0.0998,LOW,29
PRJ-00120,Renewable Energy,3.21,7,7,0,1,1,0,1,1,1,1,62.0,5.71,76.43,82.5,0.7941,CRITICAL,133
PRJ-02031,Irrigation,0.78,8,6,0,0,0,0,0,1,0,0,64.9,35.88,77.4,12.5,0.1545,LOW,0
PRJ-02549,Rail,0.88,8,7,0,1,0,0,0,0,0,1,67.0,15.87,62.46,35.9,0.343,MEDIUM,0
PRJ-03605,Renewable Energy,0.96,7,6,0,0,0,0,0,0,0,0,97.5,66.11,33.88,11.8,0.0998,LOW,0
PRJ-02364,Industrial Corridor,3.49,4,7,0,0,0,0,1,0,0,0,83.2,71.36,39.23,17.3,0.19,LOW,0
PRJ-04995,Rail,1.42,6,5,0,0,0,1,0,0,0,0,96.3,74.42,86.48,14.4,0.1978,LOW,0
PRJ-02074,Urban Development,1.35,8,4,0,0,0,0,1,0,0,0,70.6,64.83,0.08,18.1,0.1545,LOW,0
PRJ-01918,Urban Development,0.84,7,6,0,0,0,0,0,0,0,0,90.2,95.83,47.21,9.1,0.0998,LOW,0
PRJ-02118,Urban Development,0.46,9,7,0,0,0,1,0,0,0,0,84.7,91.89,52.5,22.1,0.2405,LOW,54
PRJ-02652,Urban Development,0.39,6,7,0,1,0,0,0,0,0,0,75.5,33.53,1.29,20.9,0.2405,LOW,0
PRJ-00464,Industrial Corridor,1.79,8,6,0,0,1,0,0,0,0,0,93.9,64.92,51.47,18.0,0.168,LOW,0
PRJ-00956,Rail,0.68,7,8,1,0,0,0,0,0,1,0,85.2,8.51,80.68,34.7,0.343,MEDIUM,142
PRJ-02240,Industrial Corridor,2.15,3,6,0,0,1,0,0,0,0,0,100.0,17.18,71.18,16.7,0.168,LOW,0
PRJ-02198,Renewable Energy,1.57,9,4,0,0,0,0,0,0,1,1,73.1,5.06,51.43,26.2,0.2142,MEDIUM,0
PRJ-01142,Urban Development,5.0,6,5,0,0,0,0,0,0,0,0,96.1,60.98,89.51,15.6,0.0998,LOW,0
PRJ-04254,Road,0.97,8,7,0,0,0,0,0,0,0,0,88.3,8.87,45.0,14.1,0.1246,LOW,0
PRJ-01307,Industrial Corridor,0.77,6,5,0,0,0,0,0,0,0,0,100.0,33.44,2.6,8.1,0.0998,LOW,0
PRJ-00052,Irrigation,0.88,7,5,0,1,0,1,0,0,0,0,73.8,97.33,71.04,31.8,0.3543,MEDIUM,0
PRJ-02447,Rail,1.81,3,7,1,0,0,0,1,0,0,0,95.7,61.3,14.61,34.9,0.3659,MEDIUM,102
PRJ-00849,Rail,0.22,6,7,0,0,0,0,0,0,0,0,100.0,86.88,41.98,9.9,0.1246,LOW,0
PRJ-04703,Renewable Energy,3.25,4,6,0,0,0,0,0,1,0,0,87.0,22.0,98.18,16.9,0.1545,LOW,0
PRJ-03797,Road,0.71,9,3,0,0,0,0,1,0,0,0,90.4,10.9,42.14,16.9,0.1545,LOW,0
PRJ-03374,Rail,0.74,6,3,1,0,1,0,0,0,0,0,88.8,79.18,17.46,32.6,0.3318,MEDIUM,0
PRJ-03123,Rail,1.23,8,2,0,0,0,0,0,0,0,0,86.5,10.7,52.54,8.6,0.0998,LOW,81
PRJ-04432,Industrial Corridor,0.83,5,3,0,0,0,0,0,1,0,1,79.0,72.09,33.64,19.6,0.2315,LOW,0
PRJ-03651,Renewable Energy,0.71,6,5,0,0,0,0,0,0,0,0,70.4,35.46,71.81,11.7,0.0998,LOW,0
PRJ-01430,Rail,0.93,7,6,0,0,0,0,0,1,0,0,70.1,58.91,85.47,15.8,0.1545,LOW,0
PRJ-03821,Road,2.95,5,7,1,1,0,0,0,0,0,0,80.1,41.06,69.11,42.8,0.4378,MEDIUM,0
PRJ-00991,Road,0.27,6,8,1,1,0,1,0,0,0,1,54.6,98.39,15.0,72.3,0.7408,HIGH,148
PRJ-00129,Urban Development,2.21,4,5,0,0,0,0,0,0,0,0,82.1,80.67,48.43,7.5,0.0998,LOW,0
PRJ-03134,Urban Development,0.5,6,5,0,0,0,0,0,0,0,0,95.7,3.54,86.24,9.2,0.0998,LOW,79
PRJ-04092,Road,0.61,5,4,0,0,0,0,0,0,0,0,97.6,40.16,21.12,8.8,0.0998,LOW,0
